,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,8.0,8.0,0.0,0.0,Actor,1.116581916809082,1.0,0.0,,,0.0,3.0,Offenbach,20221207
1,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9831559658050537,1.0,2.0,,,0.0,5.0,Offenbach,20221207
2,1R,Low,7.0,7.0,0.0,0.0,Actor,0.9833779335021973,1.0,5.0,,,0.0,8.0,Offenbach,20221207
3,1R,Low,1.0,1.0,0.0,0.0,Observer,1.6164610385894775,1.0,6.0,,,0.0,9.0,Offenbach,20221207
4,1R,Low,6.0,6.0,0.0,0.0,Observer,0.9836652278900146,1.0,7.0,,,0.0,10.0,Offenbach,20221207
5,1R,Med,9.0,9.0,0.0,0.0,Actor,1.1993708610534668,1.0,8.0,,,0.0,11.0,Offenbach,20221207
6,1R,Low,3.0,3.0,0.0,0.0,Observer-incongruent,0.9828379154205322,1.0,12.0,,,0.0,15.0,Offenbach,20221207
7,1R,Low,2.0,2.0,0.0,0.0,Actor,1.1339788436889648,1.0,13.0,,,0.0,16.0,Offenbach,20221207
8,1R,Low,6.0,6.0,1.0,1.0,Observer-incongruent,1.015768051147461,1.0,15.0,,,0.0,18.0,Offenbach,20221207
9,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,1.1493289470672607,1.0,0.0,,,0.0,19.0,Offenbach,20221207
10,1R,Med,11.0,11.0,0.0,0.0,Actor,1.0324277877807617,1.0,1.0,,,0.0,20.0,Offenbach,20221207
11,1R,Low,4.0,4.0,0.0,0.0,Observer,1.116321086883545,1.0,2.0,,,0.0,21.0,Offenbach,20221207
12,1R,Low,4.0,4.0,0.0,0.0,Actor,1.132594347000122,1.0,3.0,,,0.0,22.0,Offenbach,20221207
13,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,0.9829299449920654,1.0,7.0,,,0.0,26.0,Offenbach,20221207
14,1R,Low,8.0,8.0,0.0,0.0,Observer,1.315843105316162,1.0,8.0,,,0.0,27.0,Offenbach,20221207
15,1R,Low,8.0,8.0,0.0,0.0,Actor,1.083589792251587,1.0,0.0,,,0.0,30.0,Offenbach,20221207
16,1R,Med,11.0,11.0,0.0,0.0,Observer,0.984205961227417,1.0,3.0,,,0.0,33.0,Offenbach,20221207
17,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9843909740447998,1.0,4.0,,,0.0,34.0,Offenbach,20221207
18,1R,Low,6.0,6.0,0.0,0.0,Actor,0.999014139175415,1.0,5.0,,,0.0,35.0,Offenbach,20221207
19,1R,Low,3.0,3.0,0.0,0.0,Observer,1.099869966506958,1.0,6.0,,,0.0,36.0,Offenbach,20221207
20,1R,Low,6.0,6.0,0.0,0.0,Observer-incongruent,0.9832539558410645,1.0,11.0,,,0.0,41.0,Offenbach,20221207
21,1R,Low,7.0,7.0,0.0,0.0,Observer,0.9838619232177734,1.0,12.0,,,0.0,42.0,Offenbach,20221207
22,1R,Low,8.0,8.0,0.0,0.0,Observer,1.0336132049560547,1.0,13.0,,,0.0,43.0,Offenbach,20221207
23,1R,Med,9.0,9.0,0.0,0.0,Actor-incongruent,1.0498638153076172,1.0,14.0,,,0.0,44.0,Offenbach,20221207
24,1R,Low,8.0,8.0,0.0,0.0,Observer,0.9824073314666748,1.0,15.0,,,0.0,45.0,Offenbach,20221207
25,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9836020469665527,1.0,16.0,,,0.0,46.0,Offenbach,20221207
26,1R,Low,3.0,3.0,0.0,1.0,Observer,1.5842711925506592,-1.0,17.0,,,0.0,47.0,Offenbach,20221207
27,1R,Low,1.0,1.0,0.0,0.0,Observer,2.2498691082000732,1.0,0.0,,,0.0,49.0,Offenbach,20221207
28,1R,Low,4.0,4.0,0.0,0.0,Actor-incongruent,1.248638391494751,1.0,1.0,,,0.0,50.0,Offenbach,20221207
29,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0836679935455322,1.0,2.0,,,0.0,51.0,Offenbach,20221207
30,1R,Low,1.0,1.0,0.0,1.0,Observer-incongruent,3.2497141361236572,-1.0,9.0,,,0.0,58.0,Offenbach,20221207
31,1R,Low,6.0,6.0,0.0,0.0,Observer,0.9828567504882812,1.0,0.0,,,0.0,63.0,Offenbach,20221207
32,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9834580421447754,1.0,1.0,,,0.0,64.0,Offenbach,20221207
33,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9825878143310547,1.0,0.0,,,0.0,71.0,Offenbach,20221207
34,1R,Low,5.0,5.0,0.0,0.0,Observer,1.0172216892242432,1.0,1.0,,,0.0,72.0,Offenbach,20221207
35,1R,Low,3.0,3.0,0.0,0.0,Observer-incongruent,1.366300106048584,1.0,9.0,,,0.0,80.0,Offenbach,20221207
