,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,other,player,player_choice,poll_probs,prop_touched_polls,reaction_time,reward,total_polls,touched_polls,trial_aborted,trial_duration
148,148,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865748.872855,107,1,0,-1,0.15,0.6666666666666666,0.7324380874633789,0.0,15,10,0,7.06541895866394
149,149,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651865757.0063202,112,1,0,-1,0.0,0.6,0.7332980632781982,0.0,15,9,0,7.149460077285767
150,150,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865765.17182,113,1,0,1,0.15,0.75,0.7345988750457764,1.0,12,9,0,6.016824007034302
151,151,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865771.9216452,108,1,0,1,0.15,0.8,0.7333779335021973,0.0,15,12,0,7.082906007766724
152,152,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865780.154382,118,1,0,1,0.15,0.6666666666666666,0.7335937023162842,1.0,3,2,0,3.0835468769073486
153,153,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865783.787589,107,1,0,1,0.15,0.7333333333333333,0.7328298091888428,0.0,15,11,0,7.082551956176758
154,154,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865791.836614,106,1,0,1,0.15,0.7333333333333333,0.733428955078125,1.0,15,11,0,6.916079044342041
155,155,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865799.636246,107,1,0,1,0.15,0.6,0.7334210872650146,1.0,5,3,0,3.5666680335998535
156,156,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865804.385728,134,1,0,1,0.15,1.0,0.7331137657165527,1.0,2,2,0,3.032904863357544
157,157,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865808.0358741,128,1,0,1,0.15,0.5,0.7336242198944092,1.0,6,3,0,4.2336671352386475
158,158,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865813.151594,135,1,0,1,0.15,1.0,0.7333118915557861,1.0,2,2,0,3.1659719944000244
159,159,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865817.001656,133,1,0,1,0.15,0.7777777777777778,0.7330548763275146,1.0,9,7,0,5.415871858596802
160,160,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865822.9840262,118,1,0,1,0.15,1.0,0.7321949005126953,1.0,2,2,0,2.7488479614257812
161,161,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865826.717699,134,1,0,1,0.15,1.0,0.7338521480560303,1.0,5,5,0,3.999606132507324
162,162,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865831.1340852,113,1,0,1,0.15,1.0,0.7333288192749023,1.0,5,5,0,3.683701753616333
163,163,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651865836.16671,149,1,0,1,0.0,0.9333333333333333,0.7332568168640137,0.0,15,14,0,7.783193111419678
164,164,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865844.766182,138,1,0,-1,0.15,1.0,0.734138011932373,1.0,2,2,0,3.0667672157287598
165,165,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865848.0326889,106,1,0,-1,0.15,1.0,0.7328927516937256,1.0,5,5,0,3.5828616619110107
166,166,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865852.4158459,109,1,0,-1,0.15,0.8181818181818182,0.733079195022583,1.0,11,9,0,5.582834005355835
167,167,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865858.765302,106,1,0,-1,0.15,1.0,0.7328650951385498,1.0,4,4,0,3.216089963912964
168,168,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865862.732036,106,1,0,-1,0.15,0.5,0.7329459190368652,1.0,2,1,0,2.683181047439575
169,169,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865866.114967,106,1,0,-1,0.15,1.0,0.7336850166320801,1.0,1,1,0,2.3000988960266113
170,170,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865869.131254,107,1,0,-1,0.15,0.8571428571428571,0.733727216720581,1.0,7,6,0,4.216890096664429
171,171,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865874.1145012,107,1,0,-1,0.15,1.0,0.7337379455566406,1.0,2,2,0,2.5501298904418945
172,172,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865877.347819,106,1,0,-1,0.15,1.0,0.7327311038970947,1.0,1,1,0,2.249250888824463
173,173,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865880.2975569,106,1,0,-1,0.15,0.6666666666666666,0.7328169345855713,0.0,15,10,0,7.049375057220459
174,174,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651865888.546871,119,1,0,-1,0.0,0.7333333333333333,0.7326061725616455,0.0,15,11,0,7.266168117523193
175,175,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865897.029979,133,1,0,1,0.15,0.7692307692307693,0.7336916923522949,1.0,13,10,0,6.649569988250732
176,176,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865904.845359,151,1,0,1,0.15,0.7333333333333333,0.7333540916442871,0.0,15,11,0,7.799381971359253
177,177,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865913.044826,113,1,0,1,0.15,1.0,0.7498879432678223,1.0,3,3,0,2.999830961227417
178,178,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865916.794889,116,1,0,1,0.15,0.9090909090909091,0.7329931259155273,1.0,11,10,0,5.700006008148193
179,179,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865923.144032,106,1,0,1,0.15,0.8666666666666667,0.7326431274414062,0.0,15,13,0,7.0484092235565186
180,180,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865931.1605299,106,1,0,1,0.15,0.6666666666666666,0.7333121299743652,1.0,6,4,0,3.866596221923828
181,181,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865935.8933692,112,1,0,1,0.15,0.5,0.7334859371185303,1.0,2,1,0,2.8175289630889893
182,182,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865939.410211,112,1,0,1,0.15,0.8666666666666667,0.732666015625,0.0,15,13,0,7.149082183837891
183,183,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865947.442637,106,1,0,1,0.15,1.0,0.7335250377655029,1.0,1,1,0,2.216836929321289
184,184,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651865950.358739,106,1,0,1,0.15,1.0,0.7325570583343506,1.0,3,3,0,2.867544651031494
185,185,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651865953.991773,109,1,0,1,0.0,0.8666666666666667,0.733579158782959,0.0,15,13,0,7.099009037017822
186,186,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651865962.058177,108,1,0,1,0.0,0.7333333333333333,0.7329559326171875,0.0,15,11,0,7.082827806472778
187,187,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865970.590994,137,1,0,-1,0.15,1.0,0.733039140701294,1.0,4,4,0,3.749798059463501
188,188,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865974.791098,119,1,0,-1,0.15,0.5,0.7334198951721191,1.0,2,1,0,2.7839767932891846
189,189,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865978.073736,106,1,0,-1,0.15,0.9333333333333333,0.7328219413757324,0.0,15,14,0,7.049268007278442
190,190,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865986.1064188,106,1,0,-1,0.15,0.8,0.7329678535461426,1.0,5,4,0,3.533781051635742
191,191,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865990.389759,106,1,0,-1,0.15,0.5,0.7330958843231201,1.0,2,1,0,2.533219814300537
192,192,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651865993.656008,108,1,0,-1,0.15,0.7272727272727273,0.733116865158081,1.0,11,8,0,5.565927982330322
193,193,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866000.022794,107,1,0,-1,0.15,0.7272727272727273,0.7330918312072754,1.0,11,8,0,5.549484729766846
194,194,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866006.7219489,127,1,0,-1,0.15,0.8,0.7338309288024902,1.0,10,8,0,5.566489219665527
195,195,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866012.755785,106,1,0,-1,0.15,0.8,0.7337651252746582,0.0,15,12,0,7.049081087112427
196,196,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866021.237438,134,1,0,-1,0.0,0.6,0.7333471775054932,0.0,15,9,0,7.516990900039673
197,197,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866029.3370712,109,1,0,1,0.15,0.6923076923076923,0.7328019142150879,1.0,13,9,0,6.282209873199463
198,198,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866036.4696379,109,1,0,1,0.15,0.8,0.7331690788269043,1.0,5,4,0,3.617121934890747
199,199,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866041.002808,119,1,0,1,0.15,0.8,0.7335479259490967,1.0,5,4,0,3.7671291828155518
200,200,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866045.3355331,108,1,0,1,0.15,0.5,0.7335968017578125,1.0,2,1,0,2.58347487449646
201,201,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866048.652213,110,1,0,1,0.15,0.6666666666666666,0.7330141067504883,1.0,9,6,0,4.932793855667114
202,202,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866054.401879,111,1,0,1,0.15,0.5,0.7339572906494141,1.0,2,1,0,2.633280038833618
203,203,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866057.7360141,109,1,0,1,0.15,0.8,0.7332229614257812,1.0,5,4,0,3.5991711616516113
204,204,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866062.101231,111,1,0,1,0.15,0.6666666666666666,0.7338550090789795,1.0,6,4,0,4.001133680343628
205,205,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866066.80095,107,1,0,1,0.15,1.0,0.7324280738830566,1.0,3,3,0,2.965390205383301
206,206,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866070.483795,107,1,0,1,0.15,0.8888888888888888,0.7336108684539795,1.0,9,8,0,4.900016784667969
207,207,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866076.583595,132,1,0,1,0.15,1.0,0.732712984085083,1.0,3,3,0,3.366245746612549
208,208,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866080.4841301,120,1,0,1,0.0,0.9333333333333333,0.7332961559295654,0.0,15,14,0,7.299919128417969
209,209,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866088.8492842,125,1,0,-1,0.15,0.75,0.7329847812652588,1.0,12,9,0,6.182882785797119
210,210,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866095.5656362,106,1,0,-1,0.15,1.0,0.7337021827697754,1.0,6,6,0,3.8684241771698
211,211,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866100.181687,106,1,0,-1,0.15,0.8571428571428571,0.7332768440246582,1.0,7,6,0,4.21637487411499
212,212,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866105.1648169,106,1,0,-1,0.15,0.6666666666666666,0.732841968536377,1.0,12,8,0,5.883264064788818
213,213,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866111.881187,106,1,0,-1,0.15,0.8,0.7329607009887695,1.0,5,4,0,3.566396951675415
214,214,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866116.2142878,107,1,0,-1,0.15,0.75,0.7339849472045898,1.0,4,3,0,3.28375506401062
215,215,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866120.31474,112,1,0,-1,0.15,0.7692307692307693,0.7332348823547363,1.0,13,10,0,6.3333446979522705
216,216,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866127.630241,120,1,0,-1,0.15,0.5,0.7336759567260742,1.0,6,3,0,4.100198745727539
217,217,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866132.263196,106,1,0,-1,0.15,1.0,0.7335128784179688,1.0,3,3,0,2.866344928741455
218,218,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866136.279852,132,1,0,-1,0.15,0.5714285714285714,0.7335560321807861,1.0,7,4,0,4.634284019470215
219,219,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866141.262762,106,1,0,-1,0.0,0.5333333333333333,0.7332873344421387,0.0,15,8,0,7.049580097198486
220,220,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866149.662602,128,1,0,-1,0.0,0.5333333333333333,0.7328507900238037,0.0,15,8,0,7.4316651821136475
221,221,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866158.3448792,144,1,0,1,0.15,0.9333333333333333,0.7335410118103027,0.0,15,14,0,7.682445049285889
222,222,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866166.777188,129,1,0,1,0.15,0.75,0.7331609725952148,1.0,4,3,0,3.600099802017212
223,223,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866170.7603981,108,1,0,1,0.15,0.6666666666666666,0.7337639331817627,1.0,9,6,0,4.900223016738892
224,224,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866176.443838,108,1,0,1,0.15,1.0,0.7334527969360352,1.0,4,4,0,3.233416795730591
225,225,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866180.427815,108,1,0,1,0.15,1.0,0.7494766712188721,1.0,2,2,0,2.5836548805236816
226,226,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866183.6930969,108,1,0,1,0.15,0.8,0.7334249019622803,1.0,5,4,0,3.6498780250549316
227,227,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866188.1101382,109,1,0,1,0.15,0.75,0.7333881855010986,1.0,4,3,0,3.2497379779815674
228,228,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866192.076146,108,1,0,1,0.15,0.5,0.733896017074585,1.0,2,1,0,2.5664608478546143
229,229,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866195.592074,123,1,0,1,0.15,1.0,0.7333419322967529,1.0,13,13,0,6.532588005065918
230,230,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866202.708044,106,1,0,1,0.15,1.0,0.7333512306213379,1.0,1,1,0,2.2667582035064697
231,231,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866205.874518,118,1,0,1,0.15,1.0,0.7327752113342285,1.0,1,1,0,2.4330592155456543
232,232,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866208.8585331,109,1,0,1,0.0,0.8,0.733198881149292,0.0,15,12,0,7.098850727081299
233,233,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866216.940942,109,1,0,1,0.0,0.6666666666666666,0.7330682277679443,0.0,15,10,0,7.099652051925659
234,234,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866225.706521,150,1,0,-1,0.15,1.0,0.7336540222167969,1.0,4,4,0,3.934283971786499
235,235,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866229.672954,106,1,0,-1,0.15,1.0,0.7333459854125977,1.0,1,1,0,2.266489028930664
236,236,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866232.656667,107,1,0,-1,0.15,0.9,0.7332479953765869,1.0,10,9,0,5.232789993286133
237,237,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866238.68909,107,1,0,-1,0.15,0.6666666666666666,0.7331759929656982,1.0,9,6,0,4.882771015167236
238,238,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866244.372062,107,1,0,-1,0.15,0.8,0.7337968349456787,1.0,5,4,0,3.549795150756836
239,239,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866248.655048,106,1,0,-1,0.15,0.8,0.7330417633056641,1.0,5,4,0,3.5995891094207764
240,240,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866253.004951,106,1,0,-1,0.15,0.6,0.7327649593353271,1.0,5,3,0,3.5662269592285156
241,241,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866257.354538,108,1,0,-1,0.15,0.6,0.7335102558135986,0.0,15,9,0,7.083075284957886
242,242,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866265.420591,108,1,0,-1,0.15,0.8,0.7332620620727539,1.0,5,4,0,3.5664749145507812
243,243,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866269.7036228,106,1,0,-1,0.0,0.7333333333333333,0.7333898544311523,0.0,15,11,0,7.049139976501465
244,244,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866277.736866,107,1,0,1,0.15,0.7333333333333333,0.7331597805023193,0.0,15,11,0,7.066072702407837
245,245,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866286.0368252,122,1,0,1,0.15,0.9333333333333333,0.7327890396118164,0.0,15,14,0,7.315741300582886
246,246,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866294.068461,106,1,0,-1,0.0,0.8,0.7330288887023926,0.0,15,12,0,7.049347877502441
247,247,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866302.318157,120,1,0,1,0.15,0.8888888888888888,0.7333478927612305,1.0,9,8,0,5.199867010116577
248,248,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866308.117586,108,1,0,1,0.15,0.75,0.7332057952880859,1.0,12,9,0,5.899693727493286
249,249,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866314.867079,109,1,0,1,0.15,1.0,0.7335000038146973,1.0,3,3,0,2.933220148086548
250,250,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866318.6001081,114,1,0,1,0.15,0.5,0.7324028015136719,1.0,2,1,0,2.7153968811035156
251,251,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866322.083186,118,1,0,1,0.15,1.0,0.734489917755127,1.0,2,2,0,2.750300168991089
252,252,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866325.399488,110,1,0,1,0.15,0.6666666666666666,0.7338540554046631,1.0,6,4,0,4.016983985900879
253,253,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866330.416467,125,1,0,1,0.15,0.7142857142857143,0.7327392101287842,1.0,7,5,0,4.516101121902466
254,254,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866335.432323,108,1,0,1,0.15,0.7333333333333333,0.7338840961456299,0.0,15,11,0,7.082830190658569
255,255,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866343.715754,121,1,0,1,0.15,1.0,0.7332379817962646,1.0,1,1,0,2.533695936203003
256,256,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866346.931207,120,1,0,1,0.0,0.8666666666666667,0.7332360744476318,0.0,15,13,0,7.3001790046691895
257,257,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866355.197866,119,1,0,-1,0.15,0.8333333333333334,0.733144998550415,1.0,6,5,0,4.083600044250488
258,258,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866359.830933,106,1,0,-1,0.15,0.875,0.7329490184783936,1.0,8,7,0,4.533298015594482
259,259,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866365.4307652,123,1,0,-1,0.15,0.8,0.733130931854248,1.0,10,8,0,5.549863815307617
260,260,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866371.52985,107,1,0,-1,0.15,0.5,0.7332282066345215,1.0,2,1,0,2.549711227416992
261,261,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866374.76315,106,1,0,-1,0.15,0.5,0.7335588932037354,1.0,2,1,0,2.5498859882354736
262,262,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866378.0961869,111,1,0,-1,0.15,0.8333333333333334,0.7331540584564209,1.0,6,5,0,3.9500069618225098
263,263,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866382.7291489,106,1,0,-1,0.15,1.0,0.7326900959014893,1.0,3,3,0,2.8673973083496094
264,264,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866386.328851,107,1,0,-1,0.15,0.75,0.7329950332641602,1.0,8,6,0,4.549983024597168
265,265,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866392.0786529,132,1,0,-1,0.15,1.0,0.7332351207733154,1.0,1,1,0,2.633254051208496
266,266,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866395.22861,120,1,0,-1,0.15,0.5,0.7329678535461426,1.0,2,1,0,2.8002049922943115
267,267,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866398.81168,124,1,0,-1,0.15,0.75,0.7330050468444824,1.0,4,3,0,3.565892219543457
268,268,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866402.8281338,106,1,0,-1,0.0,0.8,0.732933759689331,0.0,15,12,0,7.049494981765747
269,269,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866411.193405,127,1,0,-1,0.0,0.6666666666666666,0.7325911521911621,0.0,15,10,0,7.398916244506836
270,270,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866419.244417,107,1,0,1,0.15,0.6666666666666666,0.7345418930053711,0.0,15,10,0,7.083633899688721
271,271,[-1.0],-1.0,0.0,1.0,-1.0,0.0,[-1.0],1651866427.892916,142,1,0,-1,0.0,0.8,0.7333881855010986,0.0,15,12,0,7.651273012161255
272,272,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866436.225724,123,1,0,1,0.15,1.0,0.7334079742431641,1.0,2,2,0,2.8189077377319336
273,273,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866439.5089018,108,1,0,1,0.15,1.0,0.7326831817626953,1.0,4,4,0,3.266313314437866
274,274,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866443.4759839,106,1,0,1,0.15,0.7777777777777778,0.7337820529937744,1.0,9,7,0,4.867125988006592
275,275,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866449.225122,111,1,0,1,0.15,0.8,0.7334151268005371,1.0,5,4,0,3.699270248413086
276,276,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866453.608279,108,1,0,1,0.15,0.75,0.734260082244873,1.0,4,3,0,3.2331809997558594
277,277,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866457.557313,107,1,0,1,0.15,1.0,0.7336900234222412,1.0,4,4,0,3.216104030609131
278,278,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866461.740577,121,1,0,1,0.15,0.8666666666666667,0.7325398921966553,1.0,15,13,0,7.115595102310181
279,279,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866469.5901499,112,1,0,1,0.15,0.3333333333333333,0.7338478565216064,1.0,3,1,0,2.9667019844055176
280,280,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866473.3399239,115,1,0,1,0.15,1.0,0.7332050800323486,1.0,4,4,0,3.3659398555755615
281,281,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866477.306149,108,1,0,1,0.15,0.8,0.7331719398498535,1.0,10,8,0,5.232514142990112
282,282,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866483.522402,119,1,0,1,0.15,0.7777777777777778,0.7334880828857422,1.0,9,7,0,5.116861343383789
283,283,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866489.255507,108,1,0,1,0.15,0.8571428571428571,0.7330150604248047,1.0,7,6,0,4.299670934677124
284,284,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866494.4051762,113,1,0,1,0.15,1.0,0.7336218357086182,1.0,2,2,0,2.666965961456299
285,285,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866497.771107,112,1,0,1,0.15,0.5,0.7337160110473633,1.0,2,1,0,2.6341331005096436
286,286,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866501.0039868,106,1,0,-1,0.15,0.4666666666666667,0.7335429191589355,0.0,15,7,0,7.049900054931641
287,287,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866509.387269,127,1,0,-1,0.15,0.6666666666666666,0.7332289218902588,1.0,9,6,0,5.249354839324951
288,288,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866515.120439,107,1,0,-1,0.15,0.9090909090909091,0.7330191135406494,1.0,11,10,0,5.566763162612915
289,289,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866521.5032341,106,1,0,-1,0.15,0.5,0.7331509590148926,1.0,2,1,0,2.583388090133667
290,290,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866524.769463,106,1,0,-1,0.15,1.0,0.7333841323852539,1.0,1,1,0,2.2169151306152344
291,291,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866527.669388,106,1,0,-1,0.15,0.8,0.7331662178039551,1.0,15,12,0,6.899990081787109
292,292,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866535.4351192,106,1,0,-1,0.15,0.625,0.7335121631622314,1.0,8,5,0,4.549278974533081
293,293,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866540.784696,107,1,0,-1,0.15,0.8571428571428571,0.7328348159790039,1.0,14,12,0,6.615642786026001
294,294,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866548.635299,129,1,0,-1,0.15,0.875,0.7336921691894531,1.0,8,7,0,4.950420141220093
295,295,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866554.0008929,106,1,0,-1,0.15,0.75,0.7332680225372314,1.0,4,3,0,3.199474811553955
296,296,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866557.9503932,107,1,0,-1,0.15,1.0,0.7329220771789551,1.0,4,4,0,3.216459035873413
297,297,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866561.950254,110,1,0,-1,0.15,0.5,0.7319669723510742,1.0,2,1,0,2.6325807571411133
298,298,[-1.0],-1.0,0.0,-1.0,1.0,0.0,[1.0],1651866565.2663832,108,1,0,-1,0.15,0.8666666666666667,0.7327589988708496,0.0,15,13,0,7.099069118499756
299,299,[1.0],1.0,0.0,-1.0,-1.0,0.0,[-1.0],1651866573.899318,141,1,0,1,0.0,0.7333333333333333,0.7331438064575195,0.0,15,11,0,7.633116006851196
300,300,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866581.965035,107,1,0,1,0.15,0.625,0.7338252067565918,1.0,8,5,0,4.549781084060669
301,301,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866587.7648408,135,1,0,1,0.15,1.0,0.7341439723968506,1.0,3,3,0,3.3499419689178467
302,302,[1.0],1.0,0.0,1.0,1.0,0.0,[1.0],1651866591.3977442,108,1,0,1,0.15,0.9333333333333333,0.7330613136291504,0.0,15,14,0,7.099427223205566
