,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,3.0,3.0,1.0,0.0,self,0.7337300777435303,-1.0,0.0,0.0,Offenbach,20220506
1,1R,Low,1.0,1.0,0.0,0.0,self,0.7341470718383789,1.0,2.0,2.0,Offenbach,20220506
2,1R,Low,7.0,7.0,1.0,0.0,self,0.7334780693054199,-1.0,3.0,3.0,Offenbach,20220506
3,1R,Low,3.0,3.0,1.0,0.0,self,0.7332789897918701,-1.0,5.0,5.0,Offenbach,20220506
4,1R,Low,7.0,7.0,0.0,0.0,self,0.733759880065918,1.0,0.0,17.0,Offenbach,20220506
5,1R,Low,3.0,3.0,0.0,0.0,self,0.883662223815918,1.0,1.0,18.0,Offenbach,20220506
6,1R,Low,6.0,6.0,0.0,0.0,self,0.7339730262756348,1.0,4.0,21.0,Offenbach,20220506
7,1R,Low,3.0,3.0,0.0,0.0,self,0.7328169345855713,1.0,5.0,22.0,Offenbach,20220506
8,1R,Low,2.0,2.0,0.0,0.0,self,0.7339930534362793,1.0,6.0,23.0,Offenbach,20220506
9,1R,Low,2.0,2.0,0.0,0.0,self,0.7332680225372314,1.0,7.0,24.0,Offenbach,20220506
10,1R,Low,1.0,1.0,0.0,1.0,self,0.7333779335021973,-1.0,8.0,25.0,Offenbach,20220506
11,1R,Low,3.0,3.0,0.0,0.0,self,0.7333409786224365,1.0,0.0,29.0,Offenbach,20220506
12,1R,Low,1.0,1.0,0.0,0.0,self,0.7328119277954102,1.0,1.0,30.0,Offenbach,20220506
13,1R,Low,7.0,7.0,0.0,0.0,self,0.732450008392334,1.0,2.0,31.0,Offenbach,20220506
14,1R,Low,3.0,3.0,0.0,0.0,self,0.7334504127502441,1.0,3.0,32.0,Offenbach,20220506
15,1R,Low,5.0,5.0,0.0,0.0,self,0.73390793800354,1.0,4.0,33.0,Offenbach,20220506
16,1R,Low,1.0,1.0,0.0,0.0,self,0.7340438365936279,1.0,6.0,35.0,Offenbach,20220506
17,1R,Low,8.0,8.0,0.0,0.0,self,0.7329280376434326,1.0,7.0,36.0,Offenbach,20220506
18,1R,Low,1.0,1.0,0.0,1.0,self,0.733320951461792,-1.0,8.0,37.0,Offenbach,20220506
19,1R,Med,10.0,10.0,0.0,0.0,self,0.7338881492614746,1.0,0.0,39.0,Offenbach,20220506
20,1R,Low,2.0,2.0,0.0,0.0,self,0.7331979274749756,1.0,1.0,40.0,Offenbach,20220506
21,1R,Med,11.0,11.0,0.0,0.0,self,0.7331058979034424,1.0,2.0,41.0,Offenbach,20220506
22,1R,Low,2.0,2.0,0.0,0.0,self,0.7332890033721924,1.0,3.0,42.0,Offenbach,20220506
23,1R,Low,1.0,1.0,0.0,0.0,self,0.7332441806793213,1.0,4.0,43.0,Offenbach,20220506
24,1R,Low,6.0,6.0,0.0,0.0,self,0.7337899208068848,1.0,5.0,44.0,Offenbach,20220506
25,1R,Low,1.0,1.0,0.0,0.0,self,0.7328369617462158,1.0,6.0,45.0,Offenbach,20220506
26,1R,Low,5.0,5.0,0.0,0.0,self,0.7331631183624268,1.0,7.0,46.0,Offenbach,20220506
27,1R,Low,3.0,3.0,0.0,0.0,self,0.7328908443450928,1.0,8.0,47.0,Offenbach,20220506
28,1R,Low,7.0,7.0,0.0,1.0,self,0.73378586769104,-1.0,9.0,48.0,Offenbach,20220506
29,1R,Low,3.0,3.0,0.0,0.0,self,0.7332119941711426,1.0,0.0,51.0,Offenbach,20220506
30,1R,Low,1.0,1.0,0.0,0.0,self,0.7328140735626221,1.0,1.0,52.0,Offenbach,20220506
31,1R,Low,2.0,2.0,0.0,0.0,self,0.7332680225372314,1.0,2.0,53.0,Offenbach,20220506
32,1R,Low,1.0,1.0,0.0,0.0,self,0.7342369556427002,1.0,4.0,55.0,Offenbach,20220506
33,1R,Low,3.0,3.0,0.0,0.0,self,0.7332959175109863,1.0,5.0,56.0,Offenbach,20220506
34,1R,Low,8.0,8.0,0.0,0.0,self,0.7333519458770752,1.0,6.0,57.0,Offenbach,20220506
35,1R,Low,3.0,3.0,0.0,0.0,self,0.7330899238586426,1.0,7.0,58.0,Offenbach,20220506
36,1R,Low,4.0,4.0,0.0,0.0,self,0.7344238758087158,1.0,8.0,59.0,Offenbach,20220506
37,1R,Low,5.0,5.0,0.0,1.0,self,0.7334048748016357,-1.0,9.0,60.0,Offenbach,20220506
38,1R,Low,7.0,7.0,0.0,0.0,self,0.7330570220947266,1.0,0.0,65.0,Offenbach,20220506
39,1R,Low,2.0,2.0,0.0,0.0,self,0.7328839302062988,1.0,1.0,66.0,Offenbach,20220506
40,1R,Low,3.0,3.0,0.0,0.0,self,0.7334349155426025,1.0,3.0,68.0,Offenbach,20220506
41,1R,Low,3.0,3.0,0.0,0.0,self,0.7333700656890869,1.0,4.0,69.0,Offenbach,20220506
42,1R,Low,4.0,4.0,0.0,0.0,self,0.7339730262756348,1.0,5.0,70.0,Offenbach,20220506
43,1R,Med,10.0,10.0,0.0,0.0,self,0.7322461605072021,1.0,6.0,71.0,Offenbach,20220506
44,1R,Low,5.0,5.0,0.0,0.0,self,0.7327919006347656,1.0,7.0,72.0,Offenbach,20220506
45,1R,Low,7.0,7.0,0.0,1.0,self,0.733856201171875,-1.0,8.0,73.0,Offenbach,20220506
46,1R,Low,1.0,1.0,0.0,0.0,self,0.7330951690673828,1.0,0.0,75.0,Offenbach,20220506
47,1R,Low,1.0,1.0,0.0,0.0,self,0.7325479984283447,1.0,1.0,76.0,Offenbach,20220506
48,1R,Low,2.0,2.0,0.0,0.0,self,0.7337491512298584,1.0,2.0,77.0,Offenbach,20220506
49,1R,Low,1.0,1.0,0.0,0.0,self,0.733436107635498,1.0,3.0,78.0,Offenbach,20220506
50,1R,Low,2.0,2.0,0.0,0.0,self,0.7335522174835205,1.0,4.0,79.0,Offenbach,20220506
51,1R,Low,2.0,2.0,0.0,0.0,self,0.7333860397338867,1.0,5.0,80.0,Offenbach,20220506
52,1R,High,12.0,12.0,0.0,0.0,self,0.7336850166320801,1.0,6.0,81.0,Offenbach,20220506
53,1R,Low,2.0,2.0,0.0,0.0,self,0.7335448265075684,1.0,7.0,82.0,Offenbach,20220506
54,1R,Low,4.0,4.0,0.0,0.0,self,0.7335021495819092,1.0,9.0,84.0,Offenbach,20220506
55,1R,Med,10.0,10.0,0.0,0.0,self,0.7339179515838623,1.0,14.0,89.0,Offenbach,20220506
56,1R,Low,4.0,4.0,0.0,1.0,self,0.7333710193634033,-1.0,15.0,90.0,Offenbach,20220506
57,1R,Low,2.0,2.0,0.0,0.0,self,0.7343049049377441,1.0,0.0,92.0,Offenbach,20220506
58,1R,Low,1.0,1.0,0.0,0.0,self,0.732921838760376,1.0,1.0,93.0,Offenbach,20220506
59,1R,Low,2.0,2.0,0.0,0.0,self,0.7326409816741943,1.0,2.0,94.0,Offenbach,20220506
60,1R,Low,2.0,2.0,0.0,0.0,self,0.732835054397583,1.0,4.0,96.0,Offenbach,20220506
61,1R,Low,2.0,2.0,0.0,0.0,self,0.7330958843231201,1.0,5.0,97.0,Offenbach,20220506
62,1R,Low,5.0,5.0,0.0,0.0,self,0.7322502136230469,1.0,0.0,103.0,Offenbach,20220506
63,1R,Low,8.0,8.0,0.0,0.0,self,0.7331571578979492,1.0,4.0,107.0,Offenbach,20220506
64,1R,Low,6.0,6.0,0.0,0.0,self,0.7331268787384033,1.0,5.0,108.0,Offenbach,20220506
65,1R,Low,2.0,2.0,0.0,0.0,self,0.7335948944091797,1.0,6.0,109.0,Offenbach,20220506
66,1R,Low,2.0,2.0,0.0,0.0,self,0.7335700988769531,1.0,7.0,110.0,Offenbach,20220506
67,1R,Low,4.0,4.0,0.0,0.0,self,0.7333025932312012,1.0,9.0,112.0,Offenbach,20220506
68,1R,Low,5.0,5.0,0.0,1.0,self,0.7340459823608398,-1.0,10.0,113.0,Offenbach,20220506
69,1R,Low,5.0,5.0,0.0,0.0,self,0.7330090999603271,1.0,0.0,116.0,Offenbach,20220506
70,1R,Low,8.0,8.0,0.0,0.0,self,0.7329237461090088,1.0,1.0,117.0,Offenbach,20220506
71,1R,Low,4.0,4.0,0.0,0.0,self,0.7333261966705322,1.0,2.0,118.0,Offenbach,20220506
72,1R,Med,9.0,9.0,0.0,0.0,self,0.7332820892333984,1.0,3.0,119.0,Offenbach,20220506
73,1R,Low,8.0,8.0,0.0,0.0,self,0.7332353591918945,1.0,4.0,120.0,Offenbach,20220506
74,1R,Med,10.0,10.0,0.0,0.0,self,0.7329893112182617,1.0,5.0,121.0,Offenbach,20220506
75,1R,Low,3.0,3.0,0.0,0.0,self,0.7332301139831543,1.0,6.0,122.0,Offenbach,20220506
