Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1671122870.527501,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671122877.828477,437,10.08314085006714,1,0,1,1,0.15,0.75,"[6.4995551109313965, 1.8330178260803223]",1.0,10.08314085006714,8,6,1.3212676684697988,0,11.082513809204102,2022_12_15_11_47_49,1,"[0, 1]","[3, 1]","[0, 1]","[2, 1]",1R,1R,0.0,1,,,,,,,,,,,,
1,1,1671122884.5096488,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671122886.678907,130,7.349692344665527,0,1,-1,1,0.0,0.8,"[1.3671422004699707, 1.0005722045898438]",0.0,7.349692344665527,15,12,2.04580700158022,0,8.34996509552002,2022_12_15_11_48_03,2,"[0, 1]","[2, 1]","[1, 1]","[1, 1]",1NRO,1NR,1.0,2,,,,,,,,,,,,
2,2,1671122895.62582,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671122897.977002,141,7.14985203742981,0,1,1,1,0.15,0.8571428571428571,"[1.3164331912994385, 1.5504770278930664]",1.0,7.14985203742981,14,12,1.5690558811671924,0,8.149842262268066,2022_12_15_11_48_14,3,"[1, 0]","[1, 4]","[1, 0]","[1, 4]",1R,1R,2.0,3,,,,,,,,,,,,
3,3,1671122906.5086982,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671122908.427072,115,3.048928737640381,0,1,1,-1,0.15,0.6666666666666666,"[1.049222707748413, 1.1164097785949707]",1.0,3.048928737640381,3,2,2.384345358654303,0,4.048942804336548,2022_12_15_11_48_25,4,"[1, 0]","[1, 3]","[0, 0]","[11, 3]",1R,1R,3.0,4,,,,,,,,,,,,
4,4,1671122913.14125,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671122915.309052,130,3.9501969814300537,0,1,1,1,0.15,0.8,"[1.367654800415039, 1.25010085105896]",1.0,3.9501969814300537,5,4,1.8029154601324704,0,4.951625823974609,2022_12_15_11_48_32,5,"[0, 0]","[6, 2]","[0, 0]","[10, 2]",1R,1R,4.0,5,,,,,,,,,,,,
5,5,1671122920.707535,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671122922.541798,110,2.600754976272583,1,0,1,1,0.15,0.5,"[1.0333011150360107, 0.9828591346740723]",1.0,2.600754976272583,2,1,1.9260763390356743,0,3.600558996200561,2022_12_15_11_48_39,6,"[0, 1]","[5, 1]","[0, 1]","[9, 1]",1R,1R,5.0,6,,,,,,,,,,,,
6,6,1671122926.873576,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671122928.8760698,119,3.13439416885376,1,0,1,-1,0.15,0.3333333333333333,"[1.1329898834228516, 1.2000911235809326]",1.0,3.13439416885376,3,1,1.980364062723156,0,4.134119987487793,2022_12_15_11_48_45,7,"[0, 1]","[4, 1]","[0, 0]","[8, 3]",1R,1R,6.0,7,,,,,,,,,,,,
7,7,1671122933.5903308,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671122935.590967,120,6.099552154541016,1,0,1,1,0.15,0.75,"[1.1995172500610352, 0.9996302127838135]",1.0,6.099552154541016,12,9,1.665452117097262,0,7.099355220794678,2022_12_15_11_48_52,8,"[0, 0]","[3, 2]","[0, 0]","[7, 2]",1R,1R,7.0,8,,,,,,,,,,,,
8,8,1671122943.389416,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671122945.524152,128,7.266606092453003,0,1,1,1,0.15,0.8,"[1.1161420345306396, 1.333132028579712]",0.0,7.266606092453003,15,12,1.7637534105162305,0,8.283179998397827,2022_12_15_11_49_02,9,"[0, 1]","[2, 1]","[0, 1]","[6, 1]",1NR,1NR,8.0,9,,,,,,,,,,,,
9,9,1671122954.438678,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671122956.373875,116,7.032378911972046,0,1,-1,1,0.0,0.8,"[1.133263111114502, 0.9834680557250977]",0.0,7.032378911972046,15,12,1.4213088793472328,0,8.032042980194092,2022_12_15_11_49_13,10,"[1, 0]","[1, 2]","[0, 0]","[5, 2]",1NRO,2NR,9.0,10,,,,,,,,,,,,
10,10,1671122965.220681,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671122967.639929,145,7.717174053192139,1,0,-1,-1,0.0,0.8666666666666667,"[1.616926908493042, 1.0165989398956299]",0.0,7.717174053192139,15,13,1.462574271431777,0,8.71604609489441,2022_12_15_11_49_24,11,"[0, 1]","[3, 1]","[0, 1]","[4, 1]",2NRO,3NR,10.0,11,,,,,,,,,,,,
11,11,1671122976.720095,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671122978.8225229,125,7.249296188354492,1,0,-1,1,0.0,0.8,"[1.2998731136322021, 1.0000371932983398]",0.0,7.249296188354492,15,12,1.48257542314363,0,8.249383926391602,2022_12_15_11_49_35,12,"[0, 0]","[2, 3]","[0, 1]","[3, 1]",3NRO,4NR,11.0,12,,,,,,,,,,,,
12,12,1671122987.7361128,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671122989.754904,121,7.117231130599976,0,1,1,-1,0.0,0.7333333333333333,"[1.2165141105651855, 0.999495267868042]",0.0,7.117231130599976,15,11,1.8643565370793604,0,8.11708116531372,2022_12_15_11_49_46,13,"[1, 0]","[1, 2]","[0, 0]","[2, 2]",1NRG,5NR,12.0,1,,,,,,,,,,,,
13,13,1671122998.601631,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671123000.8695612,136,7.583847045898437,1,0,1,1,0.0,0.4666666666666667,"[1.466804027557373, 1.0345511436462402]",0.0,7.583847045898437,15,7,2.1289428317150434,0,8.58280611038208,2022_12_15_11_49_57,14,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",2NRG,6NR,13.0,2,,,,,,,,,,,,
14,14,1671123009.96752,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671123012.885688,175,3.6840908527374254,0,1,-1,-1,0.15,0.5,"[2.1172380447387695, 0.9835689067840576]",1.0,3.6840908527374254,2,1,2.028957370890052,0,4.683954954147339,2022_12_15_11_50_08,15,"[0, 0]","[9, 3]","[0, 0]","[4, 3]",1R,1R,0.0,3,,,,,,,,,,,,
15,15,1671123017.267173,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671123019.535573,136,6.034075975418091,1,0,-1,-1,0.15,0.8181818181818182,"[1.4668848514556885, 1.0663518905639648]",1.0,6.034075975418091,11,9,1.364093556758886,0,7.032729864120483,2022_12_15_11_50_16,16,"[0, 0]","[8, 2]","[0, 0]","[3, 2]",1R,1R,1.0,4,,,,,,,,,,,,
16,16,1671123027.016719,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671123028.801016,107,6.916715860366821,1,0,-1,-1,0.15,0.7333333333333333,"[0.9830069541931152, 0.9830069541931152]",0.0,6.916715860366821,15,11,1.4019725188032677,0,7.915396928787231,2022_12_15_11_50_25,17,"[0, 1]","[7, 1]","[0, 1]","[2, 1]",1NR,1NR,2.0,5,,,,,,,,,,,,
17,17,1671123037.682807,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671123040.034474,141,7.534218072891235,0,1,1,-1,0.0,0.7333333333333333,"[1.5494270324707031, 1.000133991241455]",0.0,7.534218072891235,15,11,2.1750043776852985,0,8.533611059188843,2022_12_15_11_50_36,18,"[0, 0]","[6, 2]","[1, 0]","[1, 4]",1NRO,2NR,3.0,6,,,,,,,,,,,,
18,18,1671123048.981743,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671123051.183703,132,5.649395942687988,1,0,-1,1,0.15,0.7,"[1.4000389575958252, 0.9829390048980713]",1.0,5.649395942687988,10,7,1.5151091122917355,0,6.649877071380615,2022_12_15_11_50_47,19,"[0, 1]","[5, 1]","[0, 0]","[5, 3]",1R,1R,4.0,7,,,,,,,,,,,,
19,19,1671123058.298013,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671123060.382496,125,4.200812101364136,1,0,-1,-1,0.15,0.5,"[1.2823741436004639, 0.9826879501342773]",1.0,4.200812101364136,6,3,2.478891274703044,0,5.200045108795166,2022_12_15_11_50_57,20,"[0, 0]","[4, 2]","[0, 0]","[4, 2]",1R,1R,5.0,8,,,,,,,,,,,,
20,20,1671123066.1306849,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671123068.09909,118,6.5331032276153564,1,0,-1,-1,0.15,0.7692307692307693,"[1.166762113571167, 1.016895055770874]",1.0,6.5331032276153564,13,10,1.6140407209403302,0,7.532460212707519,2022_12_15_11_51_05,21,"[0, 1]","[3, 1]","[0, 1]","[3, 1]",1R,1R,6.0,9,,,,,,,,,,,,
21,21,1671123076.396636,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671123078.865289,147,3.599514961242676,1,0,-1,1,0.15,0.6666666666666666,"[1.6668319702148438, 1.0166079998016357]",1.0,3.599514961242676,3,2,1.9236328990113745,0,4.599636077880859,2022_12_15_11_51_15,22,"[0, 0]","[2, 12]","[0, 1]","[2, 1]",1R,1R,7.0,10,,,,,,,,,,,,
22,22,1671123083.596152,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671123085.6151428,121,4.46754002571106,1,0,-1,1,0.15,0.5714285714285714,"[1.1994669437408447, 1.216538906097412]",1.0,4.46754002571106,7,4,2.0465941908884817,0,5.466989755630493,2022_12_15_11_51_22,23,"[1, 0]","[1, 11]","[1, 1]","[1, 1]",1R,1R,8.0,11,,,,,,,,,,,,
23,23,1671123091.6955252,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671123095.81412,247,9.216084003448486,1,0,1,1,0.0,0.8,"[3.3164260387420654, 0.9835138320922852]",0.0,9.216084003448486,15,12,1.304539446804445,0,10.23286199569702,2022_12_15_11_51_30,24,"[1, 0]","[1, 10]","[1, 0]","[1, 10]",1NRO,1NR,9.0,12,,,,,,,,,,,,
24,24,1671123104.794642,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671123108.612729,229,5.917374849319458,0,1,1,-1,0.15,0.8333333333333334,"[3.016493082046509, 1.0835580825805664]",1.0,5.917374849319458,6,5,1.59152946318903,0,6.917739868164063,2022_12_15_11_51_43,25,"[1, 0]","[1, 9]","[0, 0]","[2, 9]",1R,1R,0.0,1,,,,,,,,,,,,
25,25,1671123114.427642,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671123117.9783082,213,8.69959568977356,1,0,1,1,0.15,0.7333333333333333,"[2.7502408027648926, 1.0326509475708008]",0.0,8.69959568977356,15,11,0.8828573458331478,0,9.699567794799805,2022_12_15_11_51_53,26,"[1, 0]","[1, 8]","[1, 0]","[1, 8]",1NR,1NR,1.0,2,,,,,,,,,,,,
26,26,1671123126.95963,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671123130.945869,239,9.10031008720398,0,1,1,-1,0.15,0.9333333333333332,"[3.183759927749634, 1.000171184539795]",0.0,9.10031008720398,15,14,1.436231671581922,0,10.09988784790039,2022_12_15_11_52_05,27,"[0, 0]","[3, 7]","[1, 0]","[1, 7]",2NR,2NR,2.0,3,,,,,,,,,,,,
27,27,1671123139.892159,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671123141.694027,108,2.234660148620605,0,1,1,-1,0.15,1.0,"[0.9996070861816406, 0.9996070861816406]",1.0,2.234660148620605,1,1,0.8692498755874516,0,3.2343568801879883,2022_12_15_11_52_18,28,"[0, 0]","[2, 6]","[1, 0]","[1, 6]",1R,1R,3.0,4,,,,,,,,,,,,
