,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,0.0,2021_05_09,RC
1,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,1.0,2021_05_09,RC
2,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,3.0,2021_05_09,RC
3,1R,Med,9.0,9.0,0.0,0.0,self,1.0,5.0,5.0,2021_05_09,RC
4,1R,Med,9.0,9.0,0.0,0.0,self,1.0,10.0,10.0,2021_05_09,RC
5,1R,Low,5.0,5.0,0.0,0.0,self,1.0,11.0,11.0,2021_05_09,RC
6,1R,Low,6.0,6.0,0.0,0.0,self,1.0,12.0,12.0,2021_05_09,RC
7,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,16.0,2021_05_09,RC
8,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,17.0,2021_05_09,RC
9,1R,Med,9.0,9.0,0.0,0.0,self,1.0,2.0,18.0,2021_05_09,RC
10,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,19.0,2021_05_09,RC
11,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,20.0,2021_05_09,RC
12,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,21.0,2021_05_09,RC
13,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,22.0,2021_05_09,RC
14,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,24.0,2021_05_09,RC
15,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,34.0,2021_05_09,RC
16,1R,Med,9.0,9.0,0.0,0.0,self,1.0,1.0,35.0,2021_05_09,RC
17,1R,Med,9.0,9.0,0.0,1.0,self,0.0,2.0,36.0,2021_05_09,RC
18,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,43.0,2021_05_09,RC
19,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,44.0,2021_05_09,RC
20,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,48.0,2021_05_09,RC
21,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,52.0,2021_05_09,RC
22,1R,Low,6.0,6.0,0.0,0.0,self,1.0,7.0,59.0,2021_05_09,RC
23,1R,Low,7.0,7.0,0.0,0.0,self,1.0,8.0,60.0,2021_05_09,RC
24,1R,Low,1.0,1.0,0.0,1.0,self,0.0,9.0,61.0,2021_05_09,RC
25,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,64.0,2021_05_09,RC
26,1R,Low,2.0,2.0,0.0,0.0,self,1.0,9.0,73.0,2021_05_09,RC
27,1R,Low,5.0,5.0,0.0,1.0,self,0.0,10.0,74.0,2021_05_09,RC
28,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,77.0,2021_05_09,RC
29,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,79.0,2021_05_09,RC
30,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,83.0,2021_05_09,RC
31,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,84.0,2021_05_09,RC
32,1R,Low,3.0,3.0,0.0,1.0,self,0.0,8.0,85.0,2021_05_09,RC
33,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,87.0,2021_05_09,RC
34,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,88.0,2021_05_09,RC
35,1R,Med,10.0,10.0,0.0,0.0,self,1.0,2.0,89.0,2021_05_09,RC
36,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,91.0,2021_05_09,RC
37,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,92.0,2021_05_09,RC
38,1R,Med,11.0,11.0,0.0,0.0,self,1.0,6.0,93.0,2021_05_09,RC
39,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,94.0,2021_05_09,RC
40,1R,Low,4.0,4.0,0.0,0.0,self,1.0,8.0,95.0,2021_05_09,RC
41,1R,Low,2.0,2.0,0.0,0.0,self,1.0,9.0,96.0,2021_05_09,RC
42,1R,Low,7.0,7.0,0.0,0.0,self,1.0,11.0,98.0,2021_05_09,RC
43,1R,Low,7.0,7.0,0.0,0.0,self,1.0,16.0,103.0,2021_05_09,RC
44,1R,Low,8.0,8.0,0.0,1.0,self,0.0,17.0,104.0,2021_05_09,RC
45,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,109.0,2021_05_09,RC
46,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,110.0,2021_05_09,RC
47,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,111.0,2021_05_09,RC
48,1R,Med,9.0,9.0,0.0,0.0,self,1.0,3.0,112.0,2021_05_09,RC
49,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,114.0,2021_05_09,RC
50,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,115.0,2021_05_09,RC
51,1R,Low,6.0,6.0,0.0,1.0,self,0.0,7.0,116.0,2021_05_09,RC
52,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,122.0,2021_05_09,RC
53,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,124.0,2021_05_09,RC
54,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,130.0,2021_05_09,RC
55,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,132.0,2021_05_09,RC
56,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,133.0,2021_05_09,RC
57,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,134.0,2021_05_09,RC
58,1R,Med,9.0,9.0,0.0,0.0,self,1.0,6.0,136.0,2021_05_09,RC
59,1R,Low,7.0,7.0,0.0,1.0,self,0.0,8.0,138.0,2021_05_09,RC
60,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,142.0,2021_05_09,RC
61,1R,High,12.0,12.0,0.0,0.0,self,1.0,1.0,143.0,2021_05_09,RC
62,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,145.0,2021_05_09,RC
63,1R,Med,11.0,11.0,0.0,0.0,self,1.0,4.0,146.0,2021_05_09,RC
64,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,148.0,2021_05_09,RC
65,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,150.0,2021_05_09,RC
66,1R,Low,5.0,5.0,0.0,0.0,self,1.0,9.0,151.0,2021_05_09,RC
67,1R,Low,1.0,1.0,0.0,1.0,self,0.0,10.0,152.0,2021_05_09,RC
68,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,159.0,2021_05_09,RC
69,1R,Med,11.0,11.0,0.0,0.0,self,1.0,4.0,163.0,2021_05_09,RC
70,1R,Low,5.0,5.0,0.0,1.0,self,0.0,0.0,181.0,2021_05_09,RC
71,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,187.0,2021_05_09,RC
72,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,188.0,2021_05_09,RC
73,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,189.0,2021_05_09,RC
74,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,190.0,2021_05_09,RC
75,1R,Low,2.0,2.0,0.0,1.0,self,0.0,5.0,192.0,2021_05_09,RC
76,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,196.0,2021_05_09,RC
77,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,197.0,2021_05_09,RC
78,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,201.0,2021_05_09,RC
79,1R,Low,7.0,7.0,0.0,0.0,self,1.0,6.0,202.0,2021_05_09,RC
80,1R,Low,5.0,5.0,0.0,0.0,self,1.0,7.0,203.0,2021_05_09,RC
81,1R,Low,5.0,5.0,0.0,1.0,self,0.0,8.0,204.0,2021_05_09,RC
82,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,213.0,2021_05_09,RC
83,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,214.0,2021_05_09,RC
84,1R,Low,6.0,6.0,0.0,0.0,self,1.0,2.0,215.0,2021_05_09,RC
85,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,216.0,2021_05_09,RC
86,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,219.0,2021_05_09,RC
87,1R,Low,1.0,1.0,0.0,0.0,self,1.0,9.0,222.0,2021_05_09,RC
88,1R,Med,10.0,10.0,0.0,0.0,self,1.0,10.0,223.0,2021_05_09,RC
89,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,232.0,2021_05_09,RC
90,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,234.0,2021_05_09,RC
91,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,235.0,2021_05_09,RC
92,1R,Low,7.0,7.0,0.0,0.0,self,1.0,4.0,236.0,2021_05_09,RC
93,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,239.0,2021_05_09,RC
94,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,240.0,2021_05_09,RC
95,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,241.0,2021_05_09,RC
96,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,242.0,2021_05_09,RC
97,1R,Med,9.0,9.0,0.0,0.0,self,1.0,4.0,243.0,2021_05_09,RC
98,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,244.0,2021_05_09,RC
99,1R,Med,9.0,9.0,0.0,0.0,self,1.0,6.0,245.0,2021_05_09,RC
100,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,246.0,2021_05_09,RC
101,1R,Low,4.0,4.0,0.0,0.0,self,1.0,8.0,247.0,2021_05_09,RC
102,1R,Med,9.0,9.0,0.0,0.0,self,1.0,9.0,248.0,2021_05_09,RC
103,1R,Med,9.0,9.0,0.0,1.0,self,0.0,10.0,249.0,2021_05_09,RC
104,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,253.0,2021_05_09,RC
105,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,255.0,2021_05_09,RC
106,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,256.0,2021_05_09,RC
107,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,257.0,2021_05_09,RC
108,1R,Low,5.0,5.0,0.0,0.0,self,1.0,7.0,260.0,2021_05_09,RC
109,1R,Low,8.0,8.0,0.0,0.0,self,1.0,8.0,261.0,2021_05_09,RC
110,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,262.0,2021_05_09,RC
111,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,267.0,2021_05_09,RC
112,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,270.0,2021_05_09,RC
113,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,272.0,2021_05_09,RC
114,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,273.0,2021_05_09,RC
115,1R,Low,8.0,8.0,0.0,0.0,self,1.0,7.0,274.0,2021_05_09,RC
116,1R,Low,5.0,5.0,0.0,0.0,self,1.0,8.0,275.0,2021_05_09,RC
117,1R,Low,8.0,8.0,0.0,0.0,self,1.0,9.0,276.0,2021_05_09,RC
118,1R,Low,2.0,2.0,0.0,0.0,self,1.0,10.0,277.0,2021_05_09,RC
119,1R,Low,8.0,8.0,0.0,1.0,self,0.0,11.0,278.0,2021_05_09,RC
120,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,283.0,2021_05_09,RC
121,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,288.0,2021_05_09,RC
122,1R,Low,5.0,5.0,0.0,0.0,self,1.0,7.0,290.0,2021_05_09,RC
123,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,291.0,2021_05_09,RC
124,1R,Low,5.0,5.0,0.0,1.0,self,0.0,9.0,292.0,2021_05_09,RC
125,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,295.0,2021_05_09,RC
126,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,296.0,2021_05_09,RC
127,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,297.0,2021_05_09,RC
128,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,301.0,2021_05_09,RC
