,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,0.0,2021_06_04,RC
1,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,3.0,2021_06_04,RC
2,1R,Med,9.0,9.0,0.0,0.0,self,1.0,5.0,5.0,2021_06_04,RC
3,1R,Low,3.0,3.0,0.0,0.0,self,1.0,8.0,8.0,2021_06_04,RC
4,1R,Low,6.0,6.0,0.0,0.0,self,1.0,9.0,9.0,2021_06_04,RC
5,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,10.0,2021_06_04,RC
6,1R,Low,4.0,4.0,0.0,1.0,self,0.0,11.0,11.0,2021_06_04,RC
7,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,14.0,2021_06_04,RC
8,1R,Low,7.0,7.0,0.0,0.0,self,1.0,2.0,16.0,2021_06_04,RC
9,1R,Low,2.0,2.0,0.0,1.0,self,0.0,10.0,24.0,2021_06_04,RC
10,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,30.0,2021_06_04,RC
11,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,31.0,2021_06_04,RC
12,1R,High,12.0,12.0,0.0,0.0,self,1.0,2.0,32.0,2021_06_04,RC
13,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,33.0,2021_06_04,RC
14,1R,Med,9.0,9.0,0.0,0.0,self,1.0,4.0,34.0,2021_06_04,RC
15,1R,Low,4.0,4.0,0.0,1.0,self,0.0,5.0,35.0,2021_06_04,RC
16,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,38.0,2021_06_04,RC
17,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,40.0,2021_06_04,RC
18,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,41.0,2021_06_04,RC
19,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,42.0,2021_06_04,RC
20,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,44.0,2021_06_04,RC
21,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,45.0,2021_06_04,RC
22,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,46.0,2021_06_04,RC
23,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,47.0,2021_06_04,RC
24,1R,Low,1.0,1.0,0.0,0.0,self,1.0,11.0,49.0,2021_06_04,RC
25,1R,Low,1.0,1.0,0.0,1.0,self,0.0,12.0,50.0,2021_06_04,RC
26,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,53.0,2021_06_04,RC
27,1R,Low,7.0,7.0,0.0,0.0,self,1.0,4.0,57.0,2021_06_04,RC
28,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,58.0,2021_06_04,RC
29,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,63.0,2021_06_04,RC
30,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,64.0,2021_06_04,RC
31,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,66.0,2021_06_04,RC
32,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,68.0,2021_06_04,RC
33,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,70.0,2021_06_04,RC
34,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,71.0,2021_06_04,RC
35,1R,Low,4.0,4.0,0.0,0.0,self,1.0,9.0,72.0,2021_06_04,RC
36,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,77.0,2021_06_04,RC
37,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,78.0,2021_06_04,RC
38,1R,Low,6.0,6.0,0.0,0.0,self,1.0,2.0,79.0,2021_06_04,RC
39,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,81.0,2021_06_04,RC
40,1R,Med,9.0,9.0,0.0,0.0,self,1.0,5.0,82.0,2021_06_04,RC
41,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,83.0,2021_06_04,RC
42,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,87.0,2021_06_04,RC
43,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,90.0,2021_06_04,RC
44,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,91.0,2021_06_04,RC
45,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,93.0,2021_06_04,RC
46,1R,Low,5.0,5.0,0.0,0.0,self,1.0,7.0,94.0,2021_06_04,RC
47,1R,Low,5.0,5.0,0.0,0.0,self,1.0,8.0,95.0,2021_06_04,RC
48,1R,Low,1.0,1.0,0.0,0.0,self,1.0,9.0,96.0,2021_06_04,RC
49,1R,Low,3.0,3.0,0.0,0.0,self,1.0,10.0,97.0,2021_06_04,RC
50,1R,Low,8.0,8.0,0.0,0.0,self,1.0,11.0,98.0,2021_06_04,RC
51,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,102.0,2021_06_04,RC
52,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,107.0,2021_06_04,RC
53,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,108.0,2021_06_04,RC
54,1R,Low,7.0,7.0,0.0,0.0,self,1.0,7.0,109.0,2021_06_04,RC
55,1R,Low,2.0,2.0,0.0,0.0,self,1.0,9.0,111.0,2021_06_04,RC
56,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,116.0,2021_06_04,RC
57,1R,Med,9.0,9.0,0.0,0.0,self,1.0,1.0,117.0,2021_06_04,RC
58,1R,Low,8.0,8.0,0.0,0.0,self,1.0,2.0,118.0,2021_06_04,RC
59,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,119.0,2021_06_04,RC
60,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,120.0,2021_06_04,RC
61,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,121.0,2021_06_04,RC
62,1R,Low,5.0,5.0,0.0,0.0,self,1.0,6.0,122.0,2021_06_04,RC
63,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,123.0,2021_06_04,RC
64,1R,Low,8.0,8.0,0.0,1.0,self,0.0,8.0,124.0,2021_06_04,RC
65,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,129.0,2021_06_04,RC
66,1R,Low,7.0,7.0,0.0,0.0,self,1.0,1.0,130.0,2021_06_04,RC
67,1R,Low,7.0,7.0,0.0,0.0,self,1.0,2.0,131.0,2021_06_04,RC
68,1R,Low,3.0,3.0,0.0,1.0,self,0.0,6.0,135.0,2021_06_04,RC
69,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,140.0,2021_06_04,RC
70,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,142.0,2021_06_04,RC
71,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,143.0,2021_06_04,RC
72,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,144.0,2021_06_04,RC
73,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,145.0,2021_06_04,RC
74,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,146.0,2021_06_04,RC
75,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,147.0,2021_06_04,RC
76,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,156.0,2021_06_04,RC
77,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,157.0,2021_06_04,RC
78,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,159.0,2021_06_04,RC
79,1R,Med,11.0,11.0,0.0,0.0,self,1.0,5.0,161.0,2021_06_04,RC
80,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,162.0,2021_06_04,RC
81,1R,Low,8.0,8.0,0.0,0.0,self,1.0,7.0,163.0,2021_06_04,RC
82,1R,Low,8.0,8.0,0.0,0.0,self,1.0,9.0,165.0,2021_06_04,RC
83,1R,Low,6.0,6.0,0.0,1.0,self,0.0,10.0,166.0,2021_06_04,RC
84,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,170.0,2021_06_04,RC
85,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,171.0,2021_06_04,RC
86,1R,Low,6.0,6.0,0.0,0.0,self,1.0,4.0,174.0,2021_06_04,RC
87,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,182.0,2021_06_04,RC
88,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,183.0,2021_06_04,RC
