,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[-1620770591.0072677, 0.0]","[1.0, 0.0]",1.0,0.0,3.86574125289917,1620770597.638517,1,1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
1,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[-1620770601.4059758, 0.0]","[1.0, 0.0]",1.0,0.0,1.0501160621643066,1620770603.204882,1,1,0,-1,1.0,1.0,1,1,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620770601.1557431, 0.0]","[1.0, 1.0]",1.0,1.0,3.8668859004974365,1620770605.854841,1,-1,0,-1,0.8,0.0,15,12,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620770608.9552598, 0.0]","[1.0, 1.0]",1.0,1.0,1.633329153060913,1620770611.10484,1,-1,0,-1,0.75,1.0,4,3,0,"[0, 0]"
4,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[-1620770609.78892, 0.0]","[1.0, 0.0]",1.0,0.0,3.8666250705718994,1620770614.254865,1,1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620770615.357105, 0.0]","[1.0, 1.0]",1.0,1.0,3.865813970565796,1620770619.688118,1,-1,0,-1,0.6,0.0,15,9,0,"[0, 0]"
6,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[-1620770620.438261, 0.0]","[1.0, 0.0]",1.0,0.0,3.867398977279663,1620770625.103894,1,1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
7,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[-1620770625.9727762, 0.0]","[1.0, 0.0]",1.0,0.0,3.8994998931884766,1620770630.787791,1,1,0,-1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
8,"[1.0, 1.0]",1.0,1.0,-1.0,"[-1620770631.5716012, 0.0]","[0.0, 0.0]",0.0,0.0,3.8672308921813965,1620770635.887212,1,1,0,1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1620770637.7389243, 0.0]","[1.0, 1.0]",1.0,1.0,2.76647686958313,1620770640.971167,1,-1,0,-1,0.8,1.0,10,8,0,"[0, 0]"
10,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[-1620770640.705448, 0.0]","[1.0, 0.0]",1.0,0.0,3.8665709495544434,1620770645.270941,1,1,0,-1,0.2,0.0,15,3,0,"[0, 0]"
11,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620770646.272234, 0.0]","[0.0, 0.0]",0.0,0.0,3.866767168045044,1620770650.9874098,1,-1,0,-1,0.26666666666666666,0.0,15,4,0,"[0, 0]"
12,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620770651.837256, 0.0]","[1.0, 1.0]",1.0,1.0,3.8669328689575195,1620770656.736691,1,1,0,1,0.5333333333333333,0.0,15,8,0,"[0, 0]"
13,"[-1.0, 1.0]",-1.0,1.0,1.0,"[-1620770657.8889802, 0.0]","[0.0, 1.0]",0.0,1.0,3.8833389282226562,1620770663.087312,1,1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
14,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[-1620770663.9885123, 0.0]","[0.0, 0.0]",0.0,0.0,3.866572856903076,1620770668.287311,1,-1,0,-1,0.4,0.0,15,6,0,"[0, 0]"
15,"[-1.0, 1.0]",-1.0,1.0,1.0,"[-1620770669.0550447, 0.0]","[0.0, 1.0]",0.0,1.0,3.8664252758026123,1620770673.603638,1,1,0,-1,1.0,0.0,15,15,0,"[0, 0]"
16,"[1.0, 1.0]",1.0,1.0,1.0,"[-1620770674.6220438, 0.0]","[1.0, 1.0]",1.0,1.0,3.8663113117218018,1620770678.92021,1,1,0,1,0.3333333333333333,0.0,15,5,0,"[0, 0]"
