,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,0.0,2021_05_05,RC
1,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,1.0,2021_05_05,RC
2,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,3.0,2021_05_05,RC
3,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,6.0,2021_05_05,RC
4,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,11.0,2021_05_05,RC
5,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,12.0,2021_05_05,RC
6,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,13.0,2021_05_05,RC
7,1R,Low,1.0,1.0,0.0,0.0,self,1.0,10.0,21.0,2021_05_05,RC
8,1R,Low,3.0,3.0,0.0,1.0,self,0.0,11.0,22.0,2021_05_05,RC
9,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,25.0,2021_05_05,RC
10,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,26.0,2021_05_05,RC
11,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,30.0,2021_05_05,RC
12,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,32.0,2021_05_05,RC
13,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,34.0,2021_05_05,RC
14,1R,Med,11.0,11.0,0.0,0.0,self,1.0,10.0,35.0,2021_05_05,RC
15,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,42.0,2021_05_05,RC
16,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,44.0,2021_05_05,RC
17,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,45.0,2021_05_05,RC
18,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,46.0,2021_05_05,RC
19,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,49.0,2021_05_05,RC
20,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,50.0,2021_05_05,RC
21,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,53.0,2021_05_05,RC
22,1R,Low,8.0,8.0,0.0,0.0,self,1.0,5.0,54.0,2021_05_05,RC
23,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,55.0,2021_05_05,RC
24,1R,Low,6.0,6.0,0.0,0.0,self,1.0,7.0,56.0,2021_05_05,RC
25,1R,Low,5.0,5.0,0.0,0.0,self,1.0,8.0,57.0,2021_05_05,RC
26,1R,Low,5.0,5.0,0.0,0.0,self,1.0,9.0,58.0,2021_05_05,RC
27,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,59.0,2021_05_05,RC
28,1R,Low,6.0,6.0,0.0,0.0,self,1.0,12.0,61.0,2021_05_05,RC
29,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,68.0,2021_05_05,RC
30,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,69.0,2021_05_05,RC
31,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,71.0,2021_05_05,RC
