,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.46808510638297873,R,0.46808510638297873,,2021_05_09
1,-10,0.5957446808510638,R,0.5957446808510638,,2021_05_09
2,-9,0.7446808510638298,R,0.7446808510638298,,2021_05_09
3,-8,0.7659574468085106,R,0.7659574468085106,,2021_05_09
4,-7,0.8297872340425532,R,0.8297872340425532,,2021_05_09
5,-6,0.8936170212765957,R,0.8936170212765957,,2021_05_09
6,-5,0.8297872340425532,R,0.8297872340425532,,2021_05_09
7,-4,0.851063829787234,R,0.851063829787234,,2021_05_09
8,-3,0.9148936170212766,R,0.9148936170212766,,2021_05_09
9,-2,0.8936170212765957,R,0.8936170212765957,,2021_05_09
10,-1,0.8936170212765957,R,0.8936170212765957,,2021_05_09
11,0,0.1276595744680851,R,0.1276595744680851,,2021_05_09
12,1,0.3404255319148936,R,0.3404255319148936,,2021_05_09
13,2,0.6086956521739131,R,0.6086956521739131,,2021_05_09
14,3,0.6739130434782609,R,0.6739130434782609,,2021_05_09
15,4,0.7608695652173914,R,0.7608695652173914,,2021_05_09
16,5,0.8043478260869565,R,0.8043478260869565,,2021_05_09
17,6,0.8695652173913043,R,0.8695652173913043,,2021_05_09
18,7,0.8695652173913043,R,0.8695652173913043,,2021_05_09
19,8,0.9565217391304348,R,0.9565217391304348,,2021_05_09
20,9,0.8478260869565217,R,0.8478260869565217,,2021_05_09
21,10,0.9130434782608695,R,0.9130434782608695,,2021_05_09
