,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.391304347826087,R,0.391304347826087,,2021_06_04
1,-10,0.5434782608695652,R,0.5434782608695652,,2021_06_04
2,-9,0.6521739130434783,R,0.6521739130434783,,2021_06_04
3,-8,0.8260869565217391,R,0.8260869565217391,,2021_06_04
4,-7,0.8913043478260869,R,0.8913043478260869,,2021_06_04
5,-6,0.9347826086956522,R,0.9347826086956522,,2021_06_04
6,-5,0.9782608695652174,R,0.9782608695652174,,2021_06_04
7,-4,0.9347826086956522,R,0.9347826086956522,,2021_06_04
8,-3,0.9347826086956522,R,0.9347826086956522,,2021_06_04
9,-2,0.9130434782608695,R,0.9130434782608695,,2021_06_04
10,-1,0.8260869565217391,R,0.8260869565217391,,2021_06_04
11,0,0.10869565217391304,R,0.10869565217391304,,2021_06_04
12,1,0.10869565217391304,R,0.10869565217391304,,2021_06_04
13,2,0.391304347826087,R,0.391304347826087,,2021_06_04
14,3,0.6521739130434783,R,0.6521739130434783,,2021_06_04
15,4,0.8913043478260869,R,0.8913043478260869,,2021_06_04
16,5,0.9347826086956522,R,0.9347826086956522,,2021_06_04
17,6,0.8888888888888888,R,0.8888888888888888,,2021_06_04
18,7,0.8888888888888888,R,0.8888888888888888,,2021_06_04
19,8,0.9111111111111111,R,0.9111111111111111,,2021_06_04
20,9,0.9333333333333333,R,0.9333333333333333,,2021_06_04
21,10,0.9111111111111111,R,0.9111111111111111,,2021_06_04
