Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1679074039.713548,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1679074043.664725,237,9.048753023147585,0,1,-1,-1,0.0,0.6,"[2.0830631256103516, 3.1498911380767822]",0.0,9.048753023147585,15,9,1.6421670730306293,0,10.04846215248108,2023_03_17_13_27_18,1,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,1NR,0.0,1,0.3345948392650866,0.5810458277658308,0.719613433512879,0.0064495500559274,0.0130945410226406,0.2743990387430967,,,,,,
1,1,1679074052.6125991,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1679074054.830245,133,5.649411678314209,1,0,1,1,0.15,0.5,"[1.4165427684783936, 1.0665388107299805]",1.0,5.649411678314209,10,5,2.2814257019453827,0,6.649095773696899,2023_03_17_13_27_31,2,"[0, 0]","[5, 3]","[0, 0]","[5, 3]",1R,1R,0.0,2,0.4892191142191142,0.594988344988345,1.0,0.0,0.0,0.0,0.8185192232510154,0.8686385918516473,0.9997648469114396,0.0,0.0,0.0
2,2,1679074061.9618418,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1679074064.179439,132,3.650233268737793,1,0,1,1,0.15,0.25,"[1.000002145767212, 1.4175522327423096]",1.0,3.650233268737793,4,1,1.6388307716441115,0,4.650115251541138,2023_03_17_13_27_40,3,"[0, 0]","[4, 2]","[0, 0]","[4, 2]",1R,1R,1.0,3,0.4139145074593037,0.5723607017143829,0.9995372254329224,0.0,0.0,0.0,0.7627355198883461,0.8339148639218423,1.0,0.0,0.0,0.0
3,3,1679074069.211536,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1679074071.295479,125,6.316830158233643,1,0,1,1,0.15,0.9166666666666666,"[1.0992579460144043, 1.2826652526855469]",1.0,6.316830158233643,12,11,1.2197569628538285,0,7.317038059234619,2023_03_17_13_27_48,4,"[0, 1]","[3, 1]","[0, 1]","[3, 1]",1R,1R,2.0,4,0.7094259390503189,0.9045594141270966,1.0,0.0,0.0,0.0,0.1811953697141507,0.2189936215450035,0.8450271674935034,0.0,0.0075596503661705,0.3425466572171037
4,4,1679074079.260381,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1679074081.162834,114,3.0502030849456787,1,0,1,-1,0.15,0.6666666666666666,"[1.0836100578308105, 1.1001791954040527]",1.0,3.0502030849456787,3,2,1.901028682084496,0,4.050688982009888,2023_03_17_13_27_58,5,"[0, 0]","[2, 4]","[0, 1]","[2, 1]",1R,1R,3.0,5,0.397212543554007,0.5252613240418118,1.0,0.0,0.0,0.0,0.1524390243902439,0.1602787456445993,0.455574912891986,0.0200348432055749,0.0313588850174216,0.7752613240418118
5,5,1679074085.893424,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1679074088.078712,131,6.651448011398315,1,0,1,-1,0.15,0.6923076923076923,"[1.1334240436553955, 1.3835890293121338]",1.0,6.651448011398315,13,9,1.6009676913007902,0,7.650537014007568,2023_03_17_13_28_04,6,"[1, 0]","[1, 3]","[1, 1]","[1, 1]",1R,1R,4.0,6,0.4175768274195992,0.6437176294001864,0.999945367965646,0.0,0.0,0.0,0.071648570924309,0.078365624448463,0.0810524458581246,0.0306745444269698,0.0360481872462929,0.2568153464068202
6,6,1679074096.276242,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1679074098.0941272,109,6.949336051940918,1,0,-1,-1,0.0,0.8666666666666667,"[1.016474962234497, 1.016474962234497]",0.0,6.949336051940918,15,13,1.7385672470720914,0,7.948778867721558,2023_03_17_13_28_15,7,"[0, 0]","[3, 2]","[0, 0]","[5, 2]",1NRO,1NR,5.0,7,0.4803628147505444,0.8839996643468367,0.9700492910894536,0.0,0.0357407027553983,0.0357407027553983,0.2926781899397941,0.6191493493882307,0.9075548650223344,0.0,0.0,0.0
7,7,1679074106.975526,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1679074108.876835,114,7.017492294311523,0,1,-1,-1,0.0,0.9333333333333332,"[0.9995090961456299, 1.0993802547454834]",0.0,7.017492294311523,15,14,1.1652968497168306,0,8.0160231590271,2023_03_17_13_28_25,8,"[0, 1]","[2, 1]","[0, 1]","[4, 1]",2NRO,2NR,6.0,8,0.1065827825744077,0.367291673039778,0.3926221332494179,0.0950866506331096,0.1369793348259755,0.5062195048049567,0.3365054214013237,0.965675083071778,0.9699617763380368,0.0,0.0,0.0
8,8,1679074117.741618,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1679074119.52696,107,6.215685129165649,0,1,1,-1,0.15,0.6153846153846154,"[0.9835200309753418, 0.9835200309753418]",1.0,6.215685129165649,13,8,2.0814508652520587,0,7.21564793586731,2023_03_17_13_28_36,9,"[1, 0]","[1, 4]","[0, 0]","[3, 7]",1R,1R,7.0,9,0.3597822166464696,0.3694877595045612,0.6055807322851179,0.0054170471766093,0.0119626458483456,0.2277416917166171,0.7798290831352792,0.7800547934343054,0.9315064040808386,0.0433363774130169,0.0433363774130169,0.0701959029971264
9,9,1679074127.674442,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1679074129.7250812,123,3.183112859725952,0,1,1,1,0.15,0.6666666666666666,"[1.232853889465332, 1.24965500831604]",1.0,3.183112859725952,3,2,1.5079235118377805,0,4.183320999145508,2023_03_17_13_28_46,10,"[0, 0]","[2, 3]","[0, 0]","[2, 6]",1R,1R,8.0,10,0.1695392682094797,0.2684371746650096,0.9995752688183912,0.0,0.0,0.2163391703714715,0.558693733451015,0.7413945278022948,1.0,0.0,0.0,0.0
