,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9833297729492188,1.0,0.0,,,0.0,0.0,Lalo,20230203
1,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0328090190887451,1.0,2.0,0.9996463836234192,0.0,0.0,2.0,Lalo,20230203
2,1R,Low,5.0,5.0,0.0,0.0,Observer,1.1505227088928223,1.0,4.0,0.6195779223065127,0.3996215928878104,0.0,4.0,Lalo,20230203
3,1R,Low,6.0,6.0,0.0,0.0,Observer,0.9824650287628174,1.0,6.0,0.5834585181736005,0.4821756596775897,0.0,6.0,Lalo,20230203
4,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0159318447113037,1.0,7.0,0.9995753437507728,0.0,0.0,7.0,Lalo,20230203
5,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9839479923248291,1.0,8.0,0.999850832524433,0.0,0.0,8.0,Lalo,20230203
6,1R,Low,7.0,7.0,0.0,0.0,Actor,1.0334112644195557,1.0,9.0,0.9999709592253724,0.0,0.0,9.0,Lalo,20230203
7,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0000503063201904,1.0,10.0,0.8987042172047213,0.0,0.0,10.0,Lalo,20230203
8,1R,Med,10.0,10.0,0.0,0.0,Observer,0.9823777675628662,1.0,11.0,0.9998930379902468,0.0,0.0,11.0,Lalo,20230203
9,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0169451236724854,1.0,12.0,1.0,0.0,0.0,12.0,Lalo,20230203
10,1R,Low,5.0,5.0,0.0,0.0,Observer,1.0162451267242432,1.0,13.0,0.9731590161859264,0.1277211637305721,0.0,13.0,Lalo,20230203
11,1R,Low,1.0,1.0,0.0,0.0,Actor,1.1167051792144775,1.0,14.0,0.9999749110071084,0.0,0.0,14.0,Lalo,20230203
12,1R,Low,6.0,6.0,0.0,1.0,Actor,0.9999241828918457,-1.0,15.0,1.0,0.0,0.0,15.0,Lalo,20230203
13,1R,Med,9.0,9.0,0.0,0.0,Actor-incongruent,0.9831511974334717,1.0,0.0,0.9502719502719502,0.0512820512820512,0.0,18.0,Lalo,20230203
14,1R,Low,4.0,4.0,0.0,0.0,Observer,0.9997532367706299,1.0,1.0,0.9997060920107412,0.0,0.0,19.0,Lalo,20230203
15,1R,Low,6.0,6.0,0.0,0.0,Observer,1.0170338153839111,1.0,3.0,1.0,0.0,0.0,21.0,Lalo,20230203
16,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9999861717224121,1.0,4.0,1.0,0.0,0.0,22.0,Lalo,20230203
17,1R,Med,11.0,11.0,0.0,0.0,Actor,1.050281286239624,1.0,5.0,1.0,0.0,0.0,23.0,Lalo,20230203
18,1R,Low,4.0,4.0,0.0,0.0,Actor-incongruent,1.0668928623199463,1.0,7.0,0.9133618130019028,0.0892388624139635,0.0,25.0,Lalo,20230203
19,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,1.0326368808746338,1.0,0.0,1.0,0.0,0.0,28.0,Lalo,20230203
20,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,1.0168371200561523,1.0,1.0,0.8993044540536492,0.1055127991935516,0.0,29.0,Lalo,20230203
21,1R,Low,6.0,6.0,0.0,0.0,Observer,1.017082691192627,1.0,2.0,0.9999356512777334,0.0003615096353137,0.0,30.0,Lalo,20230203
22,1R,Med,10.0,10.0,0.0,0.0,Actor,1.066648006439209,1.0,3.0,1.0,0.0,0.0,31.0,Lalo,20230203
23,1R,Low,1.0,1.0,0.0,0.0,Actor,1.1833419799804688,1.0,4.0,1.0,0.0,0.0,32.0,Lalo,20230203
24,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9834659099578857,1.0,5.0,1.0,0.0,0.0,33.0,Lalo,20230203
25,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9995238780975342,1.0,6.0,1.0,0.0,0.0,34.0,Lalo,20230203
26,1R,Low,2.0,2.0,0.0,0.0,Observer,1.032404899597168,1.0,7.0,1.0,0.0,0.0,35.0,Lalo,20230203
27,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0003688335418701,1.0,8.0,0.9991123957318204,0.0,0.0,36.0,Lalo,20230203
28,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0337889194488525,1.0,9.0,0.9989762125527516,0.0,0.0,37.0,Lalo,20230203
29,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0495059490203857,1.0,10.0,1.0,0.0,0.0,38.0,Lalo,20230203
30,1R,Low,5.0,5.0,0.0,1.0,Actor,1.0327460765838623,-1.0,11.0,1.0,0.0,0.0,39.0,Lalo,20230203
31,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9836559295654297,1.0,0.0,1.0,0.0,0.0,43.0,Lalo,20230203
32,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9840071201324463,1.0,1.0,1.0,0.0,0.0,44.0,Lalo,20230203
33,1R,Low,6.0,6.0,0.0,0.0,Actor,1.5339210033416748,1.0,2.0,1.0,0.0,0.0,45.0,Lalo,20230203
34,1R,Low,5.0,5.0,0.0,0.0,Actor,1.1500780582427979,1.0,3.0,0.9996191732486848,0.0,0.0,46.0,Lalo,20230203
35,1R,Low,2.0,2.0,0.0,0.0,Observer,1.2989881038665771,1.0,5.0,1.0,0.0,0.0,48.0,Lalo,20230203
36,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9835619926452637,1.0,6.0,0.9999611323144458,0.0,0.0,49.0,Lalo,20230203
