,Unnamed: 0,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,history,pos_in_block,switched
0,0,0,[1.0],1.0,0,1.0,1.0,0,[1.0],1670456822.137004,170,7.947418212890625,1,0,1,0,0.15,0.8,[2.031270980834961],0.0,7.947418212890625,15,12,0,8.447509050369263,,,
1,1,1,[1.0],1.0,0,1.0,1.0,0,[1.0],1670456837.301902,473,12.98285722732544,1,0,1,0,0.15,0.6,[7.082640171051025],0.0,12.98285722732544,15,9,0,13.482372999191284,,,
2,2,2,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1670457129.748536,2255,42.91355109214783,1,0,-1,0,0.0,0.6666666666666666,[36.78094005584717],0.0,42.91355109214783,15,10,0,43.41364002227783,,,
3,3,3,[1.0],1.0,0,1.0,1.0,0,[1.0],1670457146.5474482,467,9.54946994781494,1,0,1,0,0.15,0.6,[6.982707977294922],1.0,9.54946994781494,5,3,0,10.049107789993286,1R,0.0,1.0
4,4,4,[1.0],1.0,0,1.0,1.0,0,[1.0],1670457152.781286,133,7.532688856124878,1,0,1,0,0.15,0.5333333333333333,[1.4161889553070068],0.0,7.532688856124878,15,8,0,8.032516956329346,1NR,1.0,1.0
5,5,5,[1.0],1.0,0,1.0,1.0,0,[1.0],1670457163.463516,194,8.333753824234009,1,0,1,0,0.15,0.7333333333333333,[2.4340097904205322],0.0,8.333753824234009,15,11,0,8.832767009735107,2NR,2.0,1.0
6,6,6,[1.0],1.0,0,1.0,1.0,0,[1.0],1670457173.062797,139,5.101158142089844,1,0,1,0,0.15,0.25,[1.517787218093872],1.0,5.101158142089844,8,2,0,5.600492000579834,1R,3.0,1.0
7,7,7,[1.0],1.0,0,1.0,1.0,0,[1.0],1670457179.7619982,112,3.683151960372925,1,0,1,0,0.15,0.6,[1.065877914428711],1.0,3.683151960372925,5,3,0,4.182372808456421,1R,4.0,1.0
8,8,8,[1.0],1.0,0,1.0,1.0,0,[1.0],1670457185.328505,106,6.866817235946655,1,0,1,0,0.15,0.8,[0.9662461280822754],0.0,6.866817235946655,15,12,0,7.366100311279297,1NR,5.0,1.0
9,9,9,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1670457195.494524,177,8.248843908309937,1,0,-1,0,0.0,0.6666666666666666,[2.149333953857422],0.0,8.248843908309937,15,10,0,8.748589992523193,,,
