,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration
15,15,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009606.556604,107,5.915507793426514,1,0,1,0,0.15,0.8333333333333334,[0.9825108051300049],1.0,5.915507793426514,12,10,0,6.915304899215698
16,16,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009616.173148,109,4.249788999557495,1,0,1,0,0.15,0.7142857142857143,[1.016322135925293],1.0,4.249788999557495,7,5,0,5.249361038208008
17,17,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009624.038883,110,7.133236885070801,1,0,1,0,0.15,0.3333333333333333,[1.0330867767333984],0.0,7.133236885070801,15,5,0,8.13280200958252
18,18,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682009634.83841,107,7.0985329151153564,1,0,-1,0,0.0,0.7333333333333333,[0.9826147556304932],0.0,7.0985329151153564,15,11,0,8.098416805267334
19,19,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009646.3538702,149,3.250211000442505,1,0,1,0,0.15,1.0,[1.6826119422912598],1.0,3.250211000442505,2,2,0,4.250355958938599
20,20,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009652.470248,107,2.933420181274414,1,0,1,0,0.15,0.6666666666666666,[0.9841692447662354],1.0,2.933420181274414,3,2,0,3.933309316635132
21,21,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009658.969524,107,4.899535894393921,1,0,1,0,0.15,0.5555555555555556,[0.9831118583679199],1.0,4.899535894393921,9,5,0,5.899385690689087
22,22,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009667.486023,107,2.5830798149108887,1,0,1,0,0.15,0.5,[0.9832119941711426],1.0,2.5830798149108887,2,1,0,3.58257794380188
23,23,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009673.618839,108,2.282832145690918,1,0,1,0,0.15,1.0,[0.9998493194580078],1.0,2.282832145690918,1,1,0,3.282639265060425
24,24,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009679.4184651,107,4.8831071853637695,1,0,1,0,0.15,0.8888888888888888,[0.9825310707092285],1.0,4.8831071853637695,9,8,0,5.8821539878845215
25,25,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009687.917845,107,3.8826539516448975,1,0,1,0,0.15,0.8333333333333334,[0.9832892417907715],1.0,3.8826539516448975,6,5,0,4.882688999176025
26,26,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009695.450401,111,2.616124153137207,1,0,1,0,0.15,0.5,[1.0493838787078857],1.0,2.616124153137207,2,1,0,3.6160728931427
27,27,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009702.2334661,148,7.5662760734558105,1,0,1,0,0.15,0.6666666666666666,[1.6682071685791016],0.0,7.5662760734558105,15,10,0,8.565918922424316
28,28,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682009712.8492439,107,6.916722297668457,1,0,-1,0,0.0,0.9333333333333333,[0.983701229095459],0.0,6.916722297668457,15,14,0,7.915809154510498
29,29,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1682009723.481814,108,6.9164369106292725,1,0,-1,0,0.0,0.7333333333333333,[0.9998860359191895],0.0,6.9164369106292725,15,11,0,7.915934801101685
30,30,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009734.1144671,109,4.247854948043823,1,0,1,0,0.15,0.5714285714285714,[1.0147910118103027],1.0,4.247854948043823,7,4,0,5.247924089431763
31,31,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009741.931149,107,4.599708080291748,1,0,1,0,0.15,0.75,[0.9831480979919434],1.0,4.599708080291748,8,6,0,5.599348068237305
32,32,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009750.163399,108,2.233470916748047,1,0,1,0,0.15,1.0,[0.9998769760131836],1.0,2.233470916748047,1,1,0,3.2328689098358154
33,33,[1.0],1.0,0,1.0,1.0,0,[1.0],1682009755.946197,109,6.632171869277954,1,0,1,0,0.15,0.7142857142857143,[1.015815019607544],1.0,6.632171869277954,14,10,0,7.631957054138184
34,34,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682009766.2625039,108,6.916050910949707,1,0,1,0,0.0,0.8,[0.9996597766876221],0.0,6.916050910949707,15,12,0,7.91608190536499
35,35,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1682009776.8783941,107,6.949613094329834,1,0,1,0,0.0,0.8666666666666667,[0.9829950332641602],0.0,6.949613094329834,15,13,0,7.949476957321167
36,36,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682009787.5608408,107,7.09932279586792,1,0,-1,0,0.15,0.6,[0.9832408428192139],0.0,7.09932279586792,15,9,0,8.09917163848877
37,37,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682009798.360897,107,7.083172082901001,1,0,-1,0,0.15,0.6666666666666666,[0.9831681251525879],0.0,7.083172082901001,15,10,0,8.082311153411865
38,38,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682009809.4092119,122,7.182207107543945,1,0,-1,0,0.15,0.8666666666666667,[1.2340281009674072],1.0,7.182207107543945,15,13,0,8.181978225708008
39,39,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1682009820.0754309,108,5.950594902038574,1,0,-1,0,0.15,0.5833333333333334,[0.9998838901519775],1.0,5.950594902038574,12,7,0,6.949321985244751
