,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,2.0,2.0,0.0,0.0,self,1.1179192066192627,1.0,0.0,1.0,Lalo,20230330
1,1R,Low,4.0,4.0,0.0,0.0,self,0.9989957809448242,1.0,1.0,2.0,Lalo,20230330
2,1R,Med,9.0,9.0,1.0,0.0,self,0.9997193813323975,-1.0,2.0,3.0,Lalo,20230330
3,1R,Low,3.0,3.0,0.0,0.0,self,1.0316729545593262,1.0,4.0,5.0,Lalo,20230330
4,1R,Low,1.0,1.0,0.0,0.0,self,0.9823989868164062,1.0,8.0,9.0,Lalo,20230330
5,1R,Low,5.0,5.0,0.0,0.0,self,1.0165188312530518,1.0,9.0,10.0,Lalo,20230330
6,1R,Low,6.0,6.0,0.0,0.0,self,0.9840798377990723,1.0,10.0,11.0,Lalo,20230330
7,1R,Low,8.0,8.0,0.0,0.0,self,1.0830152034759521,1.0,11.0,12.0,Lalo,20230330
8,1R,Med,9.0,9.0,0.0,0.0,self,0.9997291564941406,1.0,0.0,14.0,Lalo,20230330
9,1R,Low,6.0,6.0,0.0,0.0,self,1.0495591163635254,1.0,1.0,15.0,Lalo,20230330
10,1R,Low,1.0,1.0,0.0,0.0,self,0.9832220077514648,1.0,2.0,16.0,Lalo,20230330
11,1R,Low,6.0,6.0,0.0,0.0,self,0.9829328060150146,1.0,3.0,17.0,Lalo,20230330
12,1R,Med,9.0,9.0,0.0,0.0,self,1.0496249198913574,1.0,4.0,18.0,Lalo,20230330
13,1R,Low,5.0,5.0,0.0,0.0,self,0.9834978580474854,1.0,5.0,19.0,Lalo,20230330
14,1R,Low,4.0,4.0,0.0,0.0,self,1.699772834777832,1.0,6.0,20.0,Lalo,20230330
15,1R,Low,2.0,2.0,0.0,0.0,self,0.9834818840026855,1.0,7.0,21.0,Lalo,20230330
16,1R,Low,5.0,5.0,0.0,0.0,self,1.0162980556488037,1.0,8.0,22.0,Lalo,20230330
17,1R,Low,5.0,5.0,0.0,0.0,self,0.9997739791870117,1.0,9.0,23.0,Lalo,20230330
18,1R,Low,7.0,7.0,0.0,0.0,self,0.9999558925628662,1.0,10.0,24.0,Lalo,20230330
19,1R,Low,3.0,3.0,0.0,0.0,self,0.9828879833221436,1.0,11.0,25.0,Lalo,20230330
20,1R,Low,1.0,1.0,0.0,1.0,self,1.1667420864105225,-1.0,12.0,26.0,Lalo,20230330
21,1R,Low,4.0,4.0,0.0,0.0,self,0.9995429515838623,1.0,0.0,32.0,Lalo,20230330
22,1R,Low,5.0,5.0,0.0,0.0,self,0.983212947845459,1.0,5.0,37.0,Lalo,20230330
23,1R,Low,4.0,4.0,0.0,0.0,self,0.9829599857330322,1.0,6.0,38.0,Lalo,20230330
24,1R,Med,9.0,9.0,0.0,0.0,self,0.9997220039367676,1.0,7.0,39.0,Lalo,20230330
25,1R,Low,2.0,2.0,0.0,1.0,self,1.0164048671722412,-1.0,8.0,40.0,Lalo,20230330
26,1R,Low,6.0,6.0,0.0,0.0,self,0.9998610019683838,1.0,0.0,42.0,Lalo,20230330
27,1R,Low,1.0,1.0,0.0,0.0,self,0.9997079372406006,1.0,1.0,43.0,Lalo,20230330
28,1R,Low,1.0,1.0,0.0,0.0,self,0.9986491203308105,1.0,3.0,45.0,Lalo,20230330
29,1R,Low,1.0,1.0,0.0,0.0,self,0.9831509590148926,1.0,4.0,46.0,Lalo,20230330
30,1R,Low,2.0,2.0,0.0,0.0,self,0.9997303485870361,1.0,5.0,47.0,Lalo,20230330
31,1R,Med,11.0,11.0,0.0,0.0,self,1.0329399108886719,1.0,6.0,48.0,Lalo,20230330
32,1R,Low,1.0,1.0,0.0,0.0,self,1.0497140884399414,1.0,7.0,49.0,Lalo,20230330
33,1R,Low,1.0,1.0,0.0,0.0,self,1.0845320224761963,1.0,8.0,50.0,Lalo,20230330
34,1R,Low,3.0,3.0,0.0,1.0,self,0.9840631484985352,-1.0,9.0,51.0,Lalo,20230330
35,1R,Low,3.0,3.0,0.0,0.0,self,0.998661994934082,1.0,0.0,53.0,Lalo,20230330
36,1R,Low,7.0,7.0,0.0,0.0,self,0.9993898868560791,1.0,1.0,54.0,Lalo,20230330
37,1R,Med,11.0,11.0,0.0,0.0,self,0.9998459815979004,1.0,2.0,55.0,Lalo,20230330
38,1R,Low,2.0,2.0,0.0,0.0,self,0.9998891353607178,1.0,3.0,56.0,Lalo,20230330
39,1R,Low,7.0,7.0,0.0,0.0,self,0.98307204246521,1.0,4.0,57.0,Lalo,20230330
40,1R,Med,11.0,11.0,0.0,0.0,self,0.9997742176055908,1.0,5.0,58.0,Lalo,20230330
