,Unnamed: 0,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,history,pos_in_block,switched
0,0,0,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1680196130.459587,249,9.282440185546877,1,0,-1,0,0.0,0.7333333333333333,[3.3493411540985107],0.0,9.282440185546877,15,11,0,10.282250165939333,,,
1,1,1,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196141.075379,110,2.93294095993042,1,0,1,0,0.15,0.6666666666666666,[1.0328078269958496],1.0,2.93294095993042,3,2,0,3.93276309967041,1R,0.0,1.0
2,2,2,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196147.50845,115,3.3663220405578613,1,0,1,0,0.15,1.0,[1.1179192066192627],1.0,3.3663220405578613,4,4,0,4.366100072860718,1R,1.0,1.0
3,3,3,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196154.157891,108,5.932042837142944,1,0,1,0,0.15,0.75,[0.9989957809448242],1.0,5.932042837142944,12,9,0,6.932644128799439,1R,2.0,1.0
4,4,4,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1680196163.6071548,108,6.9658522605896,1,0,-1,0,0.0,0.6,[0.9997193813323975],0.0,6.9658522605896,15,9,0,7.965539216995239,,,
5,5,5,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196174.123159,107,2.9338719844818115,1,0,1,0,0.15,1.0,[0.9835760593414307],1.0,2.9338719844818115,3,3,0,3.950191020965576,1R,4.0,1.0
6,6,6,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196180.5232031,110,6.964585065841675,1,0,1,0,0.15,0.8,[1.0316729545593262],0.0,6.964585065841675,15,12,0,7.964261054992676,1NR,5.0,1.0
7,7,7,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1680196190.9886248,107,7.08293890953064,1,0,-1,0,0.0,0.8666666666666667,[0.983259916305542],0.0,7.08293890953064,15,13,0,8.082627058029175,,,
8,8,8,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1680196201.621165,107,7.099764823913574,1,0,-1,0,0.0,0.7333333333333333,[0.9830217361450195],0.0,7.099764823913574,15,11,0,8.099087715148926,,,
9,9,9,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196212.303919,108,2.2321879863739014,1,0,1,0,0.15,1.0,[0.9988317489624023],1.0,2.2321879863739014,1,1,0,3.231679916381836,1R,8.0,1.0
10,10,10,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196217.903556,107,3.882174015045166,1,0,1,0,0.15,0.8333333333333334,[0.9823989868164062],1.0,3.882174015045166,6,5,0,4.881875038146973,1R,9.0,1.0
11,11,11,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196225.252887,109,4.583014726638794,1,0,1,0,0.15,0.75,[1.0165188312530518],1.0,4.583014726638794,8,6,0,5.583272933959961,1R,10.0,1.0
12,12,12,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196233.269055,107,5.933000087738037,1,0,1,0,0.15,0.6666666666666666,[0.9840798377990723],1.0,5.933000087738037,12,8,0,6.932554960250855,1R,11.0,1.0
13,13,13,[1.0],1.0,0,1.0,1.0,0,[1.0],1680196242.818763,113,7.016629934310913,1,0,1,0,0.15,0.8,[1.0830152034759521],0.0,7.016629934310913,15,12,0,8.015527248382568,1NR,12.0,1.0
14,14,14,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1680196253.350975,110,5.632709980010986,1,0,-1,0,0.15,0.8181818181818182,[1.0329461097717285],1.0,5.632709980010986,11,9,0,6.63212513923645,1R,0.0,1.0
15,15,15,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1680196262.484438,108,3.9161360263824463,1,0,-1,0,0.15,1.0,[0.9997291564941406],1.0,3.9161360263824463,6,6,0,4.915924072265625,1R,1.0,1.0
