Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1676658005.696842,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1676658008.530251,170,8.014506101608276,1,0,-1,-1,0.0,0.6,"[1.9154679775238037, 2.032052993774414]",0.0,8.014506101608276,15,9,2.557941761794236,0,9.0142080783844,2023_02_17_13_20_04,1,"[1, 0]","[1, 3]","[1, 0]","[1, 2]",1NRO,1NR,0.0,1,0.7729866372195842,0.8310856826253369,0.9536323446235636,0.002500952285678,0.0071180949669299,0.0094266663075559,,,,,,
1,1,1676658017.494862,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1676658019.4968169,120,7.299315929412842,1,0,1,-1,0.15,0.6,"[1.1669259071350098, 1.1997129917144775]",0.0,7.299315929412842,15,9,2.184109180216711,0,8.299016952514648,2023_02_17_13_20_16,2,"[0, 0]","[11, 2]","[0, 1]","[6, 1]",2NRO,2NR,1.0,2,0.8241860598147399,0.8341590874791649,0.9557171227851744,0.0,0.0,0.031236275326312,0.3059649619312237,0.3104810499302086,0.8919273797995083,0.0293545719934015,0.0760208146495783,0.1663425746292754
2,2,1676658028.560338,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1676658031.145801,155,3.383817911148072,1,0,1,-1,0.15,1.0,"[1.7831430435180664, 1.1001088619232178]",1.0,3.383817911148072,2,2,2.1522605044140906,0,4.40035605430603,2023_02_17_13_20_27,3,"[0, 1]","[10, 1]","[0, 0]","[5, 2]",1R,1R,0.0,3,0.9318987436897648,0.9995365557317638,0.9995365557317638,0.0,0.0,0.0,0.3244109873866251,0.5886994751803621,0.6175081729019544,0.3582298934076246,0.393301351503476,0.4033217681022907
3,3,1676658035.559969,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676658037.461382,114,7.050270080566406,0,1,1,1,0.15,0.8,"[1.099961280822754, 1.033290147781372]",0.0,7.050270080566406,15,12,1.2961849772379277,0,8.05090594291687,2023_02_17_13_20_34,4,"[0, 1]","[9, 1]","[0, 1]","[4, 1]",1NR,1NR,1.0,4,0.4504876863149964,0.472557130337304,0.8971035403453776,0.0,0.0,0.155841249455768,0.3562085701846126,0.3562085701846126,0.9999006875019152,0.0,0.0,0.0
4,4,1676658046.358912,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1676658048.444939,125,3.5336709022521973,1,0,1,-1,0.15,0.5,"[1.284040927886963, 1.0006840229034424]",1.0,3.5336709022521973,4,2,1.5973020799983613,0,4.5335469245910645,2023_02_17_13_20_45,5,"[0, 1]","[8, 1]","[0, 0]","[3, 2]",1R,1R,2.0,5,0.8687845303867403,0.869475138121547,1.0,0.0,0.0,0.0,0.3584952318058824,0.3743823037356228,0.7017941339398391,0.1125909880238127,0.1277873176957384,0.3094525315010314
5,5,1676658053.492512,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676658055.3595362,112,7.182680130004883,1,0,1,1,0.15,0.6666666666666666,"[1.0494530200958252, 1.0659980773925781]",0.0,7.182680130004883,15,10,1.995277621657636,0,8.183599948883057,2023_02_17_13_20_52,6,"[0, 1]","[7, 1]","[0, 1]","[2, 1]",1NR,1NR,3.0,6,0.8881301110612954,0.8999443418461057,0.9998964848350564,0.0,0.0,0.0,0.2366596706417556,0.2979811542391044,0.721980770182852,0.0210030769507738,0.0877628572585908,0.2839165937809969
6,6,1676658064.4244502,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1676658066.526572,126,7.233735799789429,0,1,-1,1,0.0,0.6,"[1.3004159927368164, 0.9835057258605957]",0.0,7.233735799789429,15,9,2.677634464502876,0,8.233078002929688,2023_02_17_13_21_03,7,"[0, 1]","[6, 1]","[1, 1]","[1, 1]",1NRO,2NR,4.0,7,0.5204749280291792,0.5496168612894915,0.5637992688095103,0.0623637371770684,0.0744090695913309,0.3996330447764171,0.1424069138653931,0.9224393274664212,0.970620657123471,0.0299190514805873,0.0310847288109998,0.0310847288109998
7,7,1676658075.407275,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676658077.708201,138,6.749829053878784,0,1,1,1,0.15,0.6923076923076923,"[1.4168288707733154, 1.4998750686645508]",1.0,6.749829053878784,13,9,1.7876306202886862,0,7.766832828521728,2023_02_17_13_21_14,8,"[0, 0]","[5, 4]","[0, 0]","[5, 4]",1R,1R,5.0,8,0.7772517430286278,0.8161368070957049,0.9651587578267576,0.0,0.0,0.0379859874412487,0.3149015881963873,0.3441215785358095,0.9867365968466384,0.0123623036051401,0.0159586101084536,0.0159586101084536
8,8,1676658085.9066508,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676658087.807769,114,2.433488130569458,0,1,1,1,0.15,1.0,"[1.0995514392852783, 0.9993152618408203]",1.0,2.433488130569458,1,1,2.1361416880123776,0,3.433227062225342,2023_02_17_13_21_24,9,"[0, 0]","[4, 3]","[0, 0]","[4, 3]",1R,1R,6.0,9,0.6179866034024699,0.6179866034024699,0.99929748635293,0.0,0.0,0.0,0.8001893405758426,0.8001893405758426,0.99929748635293,0.0,0.0,0.0
9,9,1676658091.90604,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1676658093.77451,112,3.632956027984619,0,1,1,1,0.15,1.0,"[1.0670390129089355, 0.9830560684204102]",1.0,3.632956027984619,5,5,1.5019046675633243,0,4.633197069168091,2023_02_17_13_21_30,10,"[0, 0]","[3, 2]","[0, 0]","[3, 2]",1R,1R,7.0,10,0.6007582021914698,0.6007582021914698,0.920973659019942,0.0,0.0,0.0,0.3603399433427762,0.4487252124645892,1.0,0.0,0.0,0.0
