,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.30434782608695654,L,0.30434782608695654,,2021_08_14
1,-10,0.41304347826086957,L,0.41304347826086957,,2021_08_14
2,-9,0.6956521739130435,L,0.6956521739130435,,2021_08_14
3,-8,0.7608695652173914,L,0.7608695652173914,,2021_08_14
4,-7,0.9130434782608695,L,0.9130434782608695,,2021_08_14
5,-6,0.9347826086956522,L,0.9347826086956522,,2021_08_14
6,-5,0.9130434782608695,L,0.9130434782608695,,2021_08_14
7,-4,0.9347826086956522,L,0.9347826086956522,,2021_08_14
8,-3,1.0,L,1.0,,2021_08_14
9,-2,0.9782608695652174,L,0.9782608695652174,,2021_08_14
10,-1,0.9782608695652174,L,0.9782608695652174,,2021_08_14
11,0,0.043478260869565216,L,0.043478260869565216,,2021_08_14
12,1,0.13043478260869565,L,0.13043478260869565,,2021_08_14
13,2,0.391304347826087,L,0.391304347826087,,2021_08_14
14,3,0.5652173913043478,L,0.5652173913043478,,2021_08_14
15,4,0.7608695652173914,L,0.7608695652173914,,2021_08_14
16,5,0.8478260869565217,L,0.8478260869565217,,2021_08_14
17,6,0.9347826086956522,L,0.9347826086956522,,2021_08_14
18,7,0.9347826086956522,L,0.9347826086956522,,2021_08_14
19,8,0.9347826086956522,L,0.9347826086956522,,2021_08_14
20,9,1.0,L,1.0,,2021_08_14
21,10,1.0,L,1.0,,2021_08_14
