,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,4.0,2021_08_08,LD
1,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,5.0,2021_08_08,LD
2,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,7.0,2021_08_08,LD
3,1R,Low,7.0,7.0,0.0,0.0,self,1.0,4.0,8.0,2021_08_08,LD
4,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,9.0,2021_08_08,LD
5,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,10.0,2021_08_08,LD
6,1R,Low,6.0,6.0,0.0,0.0,self,1.0,7.0,11.0,2021_08_08,LD
7,1R,Med,9.0,9.0,0.0,1.0,self,0.0,8.0,12.0,2021_08_08,LD
8,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,18.0,2021_08_08,LD
9,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,28.0,2021_08_08,LD
10,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,29.0,2021_08_08,LD
11,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,31.0,2021_08_08,LD
12,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,32.0,2021_08_08,LD
13,1R,Low,8.0,8.0,0.0,0.0,self,1.0,5.0,33.0,2021_08_08,LD
14,1R,Low,1.0,1.0,0.0,1.0,self,0.0,6.0,34.0,2021_08_08,LD
15,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,37.0,2021_08_08,LD
16,1R,Low,5.0,5.0,0.0,0.0,self,1.0,1.0,38.0,2021_08_08,LD
17,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,39.0,2021_08_08,LD
18,1R,Low,8.0,8.0,0.0,0.0,self,1.0,3.0,40.0,2021_08_08,LD
19,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,41.0,2021_08_08,LD
20,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,43.0,2021_08_08,LD
21,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,44.0,2021_08_08,LD
22,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,50.0,2021_08_08,LD
23,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,51.0,2021_08_08,LD
24,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,53.0,2021_08_08,LD
25,1R,Low,7.0,7.0,0.0,0.0,self,1.0,5.0,55.0,2021_08_08,LD
26,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,62.0,2021_08_08,LD
27,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,63.0,2021_08_08,LD
28,1R,Low,8.0,8.0,0.0,0.0,self,1.0,3.0,65.0,2021_08_08,LD
29,1R,Low,5.0,5.0,0.0,0.0,self,1.0,4.0,66.0,2021_08_08,LD
