,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted
0,"[-1.0, 0.0]",-1.0,0.0,1.0,"[1.566650152206421, -1628898753.7841868]","[1.0, 0.0]","[2.03403902053833, -1628898753.7841868]","[0.0, 0.0]",0.0,0.0,4.749143123626709,1628898755.8182259,1,0,0,-1,0.6,0.0,15,9,0
1,"[1.0, 0.0]",1.0,0.0,1.0,"[0.15038299560546875, -1628898761.350645]","[1.0, 0.0]","[0.6000900268554688, -1628898761.350645]","[1.0, 0.0]",1.0,0.0,2.449885845184326,1628898761.950735,1,0,0,1,0.75,1.0,4,3,0
2,"[1.0, 0.0]",1.0,0.0,1.0,"[0.2648932933807373, -1628898765.4527428]","[4.0, 0.0]","[0.38163113594055176, -1628898765.4527428]","[1.0, 0.0]",1.0,0.0,4.499529123306274,1628898765.834374,1,0,0,1,0.8571428571428571,1.0,14,12,0
3,"[1.0, 0.0]",1.0,0.0,1.0,"[0.03342175483703613, -1628898771.5523882]","[4.0, 0.0]","[0.5484848022460938, -1628898771.5523882]","[1.0, 0.0]",1.0,0.0,2.2496590614318848,1628898772.100873,1,0,0,1,1.0,1.0,3,3,0
4,"[1.0, 0.0]",1.0,0.0,1.0,"[0.46781110763549805, -1628898774.616556]","[4.0, 0.0]","[0.8840899467468262, -1628898774.616556]","[1.0, 0.0]",1.0,0.0,4.750162124633789,1628898775.5006459,1,0,0,1,0.7333333333333333,0.0,15,11,0
5,"[1.0, 0.0]",1.0,0.0,1.0,"[0.19834303855895996, -1628898781.201828]","[3.0, 0.0]","[0.49825215339660645, -1628898781.201828]","[1.0, 0.0]",1.0,0.0,2.26704478263855,1628898781.7000802,1,0,0,1,0.6666666666666666,1.0,3,2,0
6,"[1.0, 0.0]",1.0,0.0,1.0,"[0.19984793663024902, -1628898784.784312]","[3.0, 0.0]","[0.982266902923584, -1628898784.784312]","[1.0, 0.0]",1.0,0.0,1.8673279285430908,1628898785.766579,1,0,0,1,1.0,1.0,1,1,0
7,"[1.0, 0.0]",1.0,0.0,1.0,"[0.03397417068481445, -1628898788.3506508]","[3.0, 0.0]","[0.3492400646209717, -1628898788.3506508]","[1.0, 0.0]",1.0,0.0,4.467069387435913,1628898788.6998909,1,0,0,1,0.7142857142857143,1.0,14,10,0
8,"[1.0, 0.0]",1.0,0.0,1.0,"[0.05000925064086914, -1628898793.934156]","[3.0, 0.0]","[0.6166212558746338, -1628898793.934156]","[1.0, 0.0]",1.0,0.0,4.748686790466309,1628898794.5507772,1,0,0,1,0.6666666666666666,0.0,15,10,0
9,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628898800.5355232]","[2.0, 0.0]","[0.5653488636016846, -1628898800.5355232]","[1.0, 0.0]",1.0,0.0,4.74940299987793,1628898801.100872,1,0,0,1,0.5333333333333333,0.0,15,8,0
10,"[1.0, 0.0]",1.0,0.0,1.0,"[0.449923038482666, -1628898806.617265]","[2.0, 0.0]","[0.5501160621643066, -1628898806.617265]","[1.0, 0.0]",1.0,0.0,2.2496089935302734,1628898807.167381,1,0,0,1,0.6666666666666666,1.0,3,2,0
11,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628898810.218303]","[2.0, 0.0]","[0.4324369430541992, -1628898810.218303]","[1.0, 0.0]",1.0,0.0,4.749539136886597,1628898810.65074,1,0,0,1,0.5333333333333333,0.0,15,8,0
12,"[1.0, 0.0]",1.0,0.0,1.0,"[0.0, -1628898816.300786]","[2.0, 0.0]","[0.4490060806274414, -1628898816.300786]","[1.0, 0.0]",1.0,0.0,4.750509977340698,1628898816.749792,1,0,0,1,0.6,0.0,15,9,0
