,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9837770462036133,1.0,0.0,,,0.0,0.0,Lalo,20230113
1,1R,Low,2.0,2.0,0.0,0.0,Observer,1.749622106552124,1.0,1.0,,,0.0,1.0,Lalo,20230113
2,1R,Low,6.0,6.0,0.0,0.0,Actor,1.6499693393707275,1.0,2.0,,,0.0,2.0,Lalo,20230113
3,1R,Med,9.0,9.0,0.0,0.0,Actor,1.6163949966430664,1.0,3.0,,,0.0,3.0,Lalo,20230113
4,1R,Low,1.0,1.0,0.0,0.0,Observer,1.3829641342163086,1.0,4.0,,,0.0,4.0,Lalo,20230113
5,1R,Low,5.0,5.0,0.0,0.0,Actor-incongruent,1.0003457069396973,1.0,8.0,,,0.0,8.0,Lalo,20230113
6,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0172669887542725,1.0,9.0,,,0.0,9.0,Lalo,20230113
7,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9833118915557861,1.0,0.0,,,0.0,14.0,Lalo,20230113
8,1R,Low,2.0,2.0,0.0,0.0,Actor,1.049910068511963,1.0,1.0,,,0.0,15.0,Lalo,20230113
9,1R,Low,5.0,5.0,0.0,0.0,Actor,0.983238935470581,1.0,3.0,,,0.0,17.0,Lalo,20230113
10,1R,Low,5.0,5.0,0.0,0.0,Actor-incongruent,0.9834039211273193,1.0,5.0,,,0.0,19.0,Lalo,20230113
11,1R,Low,3.0,3.0,0.0,0.0,Actor,1.017063856124878,1.0,0.0,,,0.0,28.0,Lalo,20230113
12,1R,Med,10.0,10.0,0.0,0.0,Actor,0.9836111068725586,1.0,1.0,,,0.0,29.0,Lalo,20230113
13,1R,Low,7.0,7.0,0.0,0.0,Actor,0.9834773540496826,1.0,2.0,,,0.0,30.0,Lalo,20230113
14,1R,Low,8.0,8.0,0.0,0.0,Actor,1.0178139209747314,1.0,4.0,,,0.0,32.0,Lalo,20230113
15,1R,High,12.0,12.0,0.0,0.0,Actor,0.983328104019165,1.0,5.0,,,0.0,33.0,Lalo,20230113
16,1R,Low,2.0,2.0,0.0,0.0,Actor,0.983046293258667,1.0,6.0,,,0.0,34.0,Lalo,20230113
17,1R,Low,5.0,5.0,0.0,0.0,Observer,1.0167779922485352,1.0,7.0,,,0.0,35.0,Lalo,20230113
18,1R,Low,5.0,5.0,0.0,0.0,Observer,0.983360767364502,1.0,8.0,,,0.0,36.0,Lalo,20230113
19,1R,Low,8.0,8.0,0.0,0.0,Actor,1.0328528881072998,1.0,9.0,,,0.0,37.0,Lalo,20230113
20,1R,Low,8.0,8.0,0.0,0.0,Observer,0.9838268756866455,1.0,11.0,,,0.0,39.0,Lalo,20230113
21,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9840083122253418,1.0,12.0,,,0.0,40.0,Lalo,20230113
22,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0007929801940918,1.0,13.0,,,0.0,41.0,Lalo,20230113
23,1R,Low,3.0,3.0,0.0,0.0,Actor,1.000319004058838,1.0,14.0,,,0.0,42.0,Lalo,20230113
24,1R,Low,3.0,3.0,0.0,0.0,Observer,1.1665048599243164,1.0,15.0,,,0.0,43.0,Lalo,20230113
25,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0001111030578613,1.0,16.0,,,0.0,44.0,Lalo,20230113
26,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9993710517883301,1.0,0.0,,,0.0,47.0,Lalo,20230113
27,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9993658065795898,1.0,1.0,,,0.0,48.0,Lalo,20230113
28,1R,Low,4.0,4.0,0.0,0.0,Actor,1.1327338218688965,1.0,3.0,,,0.0,50.0,Lalo,20230113
29,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9823188781738281,1.0,4.0,,,0.0,51.0,Lalo,20230113
30,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9825839996337891,1.0,5.0,,,0.0,52.0,Lalo,20230113
31,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0009000301361084,1.0,6.0,,,0.0,53.0,Lalo,20230113
32,1R,Low,1.0,1.0,0.0,0.0,Observer,1.015275001525879,1.0,7.0,,,0.0,54.0,Lalo,20230113
33,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9995098114013672,1.0,8.0,,,0.0,55.0,Lalo,20230113
34,1R,Low,1.0,1.0,0.0,0.0,Actor,1.016359806060791,1.0,9.0,,,0.0,56.0,Lalo,20230113
35,1R,Low,6.0,6.0,0.0,1.0,Actor,0.9833710193634033,-1.0,10.0,,,0.0,57.0,Lalo,20230113
36,1R,Low,3.0,3.0,0.0,0.0,Observer,0.9835281372070312,1.0,0.0,,,0.0,60.0,Lalo,20230113
37,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9833199977874756,1.0,1.0,,,0.0,61.0,Lalo,20230113
38,1R,Low,7.0,7.0,0.0,0.0,Actor,0.9833390712738037,1.0,2.0,,,0.0,62.0,Lalo,20230113
39,1R,Low,5.0,5.0,0.0,0.0,Observer,1.000201940536499,1.0,3.0,,,0.0,63.0,Lalo,20230113
40,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9827227592468262,1.0,5.0,,,0.0,65.0,Lalo,20230113
41,1R,Low,3.0,3.0,0.0,0.0,Actor,1.116631031036377,1.0,6.0,,,0.0,66.0,Lalo,20230113
42,1R,Low,2.0,2.0,0.0,0.0,Observer,1.1329500675201416,1.0,7.0,,,0.0,67.0,Lalo,20230113
43,1R,Low,4.0,4.0,0.0,1.0,Observer,0.99996018409729,-1.0,8.0,,,0.0,68.0,Lalo,20230113
44,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,0.9830729961395264,1.0,0.0,,,0.0,70.0,Lalo,20230113
45,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9995667934417725,1.0,1.0,,,0.0,71.0,Lalo,20230113
46,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0835719108581543,1.0,2.0,,,0.0,72.0,Lalo,20230113
47,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9999938011169434,1.0,3.0,,,0.0,73.0,Lalo,20230113
48,1R,Med,9.0,9.0,0.0,0.0,Actor,0.9831259250640869,1.0,4.0,,,0.0,74.0,Lalo,20230113
49,1R,Low,5.0,5.0,0.0,0.0,Observer,0.9830007553100586,1.0,5.0,,,0.0,75.0,Lalo,20230113
50,1R,Low,6.0,6.0,0.0,0.0,Actor-incongruent,1.0664722919464111,1.0,11.0,,,0.0,81.0,Lalo,20230113
51,1R,Low,4.0,4.0,0.0,0.0,Observer,0.983896017074585,1.0,12.0,,,0.0,82.0,Lalo,20230113
52,1R,Low,5.0,5.0,0.0,1.0,Actor,0.9995698928833008,-1.0,13.0,,,0.0,83.0,Lalo,20230113
53,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9833390712738037,1.0,0.0,,,0.0,86.0,Lalo,20230113
54,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9831643104553223,1.0,1.0,,,0.0,87.0,Lalo,20230113
55,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9833767414093018,1.0,2.0,,,0.0,88.0,Lalo,20230113
56,1R,Low,6.0,6.0,0.0,0.0,Actor,1.0166759490966797,1.0,3.0,,,0.0,89.0,Lalo,20230113
57,1R,Med,11.0,11.0,0.0,0.0,Actor,0.9843850135803223,1.0,4.0,,,0.0,90.0,Lalo,20230113
58,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9841039180755615,1.0,5.0,,,0.0,91.0,Lalo,20230113
