Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1673635586.676121,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1673635593.727538,423,7.83423900604248,0,1,1,1,0.15,0.5,"[2.3001391887664795, 6.250305891036987]",1.0,7.83423900604248,2,1,1.7176929834385477,0,8.833580017089844,2023_01_13_13_46_25,1,"[0, 0]","[7, 6]","[0, 0]","[13, 6]",1R,1R,0.0,1,0.7305236270753512,0.7305236270753512,1.0,0.0,0.0,0.0,,,,,,
1,1,1673635598.308676,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1673635601.660015,201,4.13371205329895,1,0,1,1,0.15,1.0,"[2.549989938735962, 0.9837770462036133]",1.0,4.13371205329895,2,2,1.0249297477416073,0,5.13408899307251,2023_01_13_13_46_37,2,"[0, 0]","[6, 5]","[0, 0]","[12, 5]",1R,1R,1.0,2,0.9629629629629628,0.9629629629629628,1.0,0.0,0.0,0.0,,,,,,
2,2,1673635606.075437,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1673635609.0927832,181,5.799309015274048,0,1,1,1,0.15,0.75,"[2.2161951065063477, 1.749622106552124]",1.0,5.799309015274048,8,6,1.476009481726777,0,6.798991918563843,2023_01_13_13_46_45,3,"[0, 0]","[5, 4]","[0, 0]","[11, 4]",1R,1R,2.0,3,0.8339033470078688,0.8339033470078688,0.953956673689174,0.0,0.0,0.0,,,,,,
3,3,1673635615.5744178,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1673635619.092727,211,6.982752084732056,0,1,1,1,0.15,0.9,"[2.716954231262207, 1.6499693393707275]",1.0,6.982752084732056,10,9,1.2219393949882786,0,7.982451200485229,2023_01_13_13_46_54,4,"[0, 0]","[4, 3]","[0, 0]","[10, 3]",1R,1R,3.0,4,0.7041847041847041,0.7041847041847041,0.9376623376623376,0.0,0.0,0.0,,,,,,
4,4,1673635626.307342,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1673635628.8250391,151,3.617101907730103,1,0,1,1,0.15,0.3333333333333333,"[1.7166719436645508, 1.6163949966430664]",1.0,3.617101907730103,3,1,1.7811236924787317,0,4.61621880531311,2023_01_13_13_47_05,5,"[0, 0]","[3, 2]","[0, 0]","[9, 2]",1R,1R,4.0,5,0.83406476963161,0.9304779272989498,0.99960434223025,0.0,0.0,0.0,,,,,,
5,5,1673635633.5065238,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1673635636.357888,170,7.949361324310303,0,1,1,1,0.15,0.8,"[2.033421039581299, 1.3829641342163086]",0.0,7.949361324310303,15,12,2.0639071611523927,0,8.948841333389282,2023_01_13_13_47_12,6,"[0, 1]","[2, 1]","[0, 1]","[8, 1]",1NR,1NR,5.0,6,0.8271372958004055,0.8658360634205569,0.9999136118418892,0.0,0.0,0.0,,,,,,
6,6,1673635645.2726111,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1673635648.507822,194,8.400115966796875,0,1,-1,1,0.0,0.8,"[2.4332380294799805, 1.0000739097595215]",0.0,8.400115966796875,15,12,1.305719313880064,0,9.400502920150757,2023_01_13_13_47_24,7,"[1, 0]","[1, 2]","[0, 0]","[7, 2]",1NRO,2NR,6.0,7,0.3325325917644867,0.334269558291405,0.3757637586566776,0.0441961482960345,0.1518880729649744,0.573584946444605,,,,,,
7,7,1673635657.471533,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1673635659.622699,129,7.317003011703491,0,1,-1,-1,0.0,0.7333333333333333,"[1.3500359058380127, 0.9834740161895752]",0.0,7.317003011703491,15,11,1.5452088046119692,0,8.315748929977417,2023_01_13_13_47_36,8,"[0, 1]","[2, 1]","[0, 1]","[6, 1]",2NRO,3NR,7.0,8,0.7254301777797538,0.7337285277782986,0.7966415998602884,0.0401408558069137,0.0528778581302613,0.185458473223289,,,,,,
8,8,1673635668.5211709,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1673635670.3230772,108,4.60108208656311,0,1,1,-1,0.15,0.625,"[0.9991731643676758, 0.9827241897583008]",1.0,4.60108208656311,8,5,2.5584908558905823,0,5.598910093307495,2023_01_13_13_47_47,9,"[1, 0]","[1, 4]","[0, 0]","[5, 4]",1R,1R,8.0,9,0.4619280871211421,0.5616016650846368,0.8409734857565108,0.0014290118704443,0.0053587945141663,0.105032372477661,,,,,,
9,9,1673635676.769921,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1673635678.73816,118,4.06739616394043,0,1,1,1,0.15,0.6666666666666666,"[1.166930913925171, 1.0003457069396973]",1.0,4.06739616394043,6,4,2.196112974566819,0,5.066807985305786,2023_01_13_13_47_55,10,"[0, 0]","[4, 3]","[0, 0]","[4, 3]",1R,1R,9.0,10,0.731904761904762,0.7980952380952381,1.0,0.0,0.0019047619047619,0.0019047619047619,,,,,,
