,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.3,CK,0.13333333333333333,0.4,2021_09_09
1,-10,0.6,CK,0.7142857142857143,0.47368421052631576,2021_09_09
2,-9,0.675,CK,0.6956521739130435,0.6470588235294118,2021_09_09
3,-8,0.825,CK,0.7647058823529411,0.8695652173913043,2021_09_09
4,-7,0.85,CK,0.8333333333333334,0.8636363636363636,2021_09_09
5,-6,0.975,CK,0.9375,1.0,2021_09_09
6,-5,0.975,CK,1.0,0.9545454545454546,2021_09_09
7,-4,1.0,CK,1.0,1.0,2021_09_09
8,-3,1.0,CK,1.0,1.0,2021_09_09
9,-2,0.975,CK,1.0,0.9565217391304348,2021_09_09
10,-1,0.925,CK,0.9545454545454546,0.8888888888888888,2021_09_09
11,0,0.075,CK,0.0,0.15,2021_09_09
12,1,0.1,CK,0.13333333333333333,0.08,2021_09_09
13,2,0.425,CK,0.5416666666666666,0.25,2021_09_09
14,3,0.725,CK,0.6153846153846154,0.7777777777777778,2021_09_09
15,4,0.9,CK,0.85,0.95,2021_09_09
16,5,0.925,CK,0.875,0.9583333333333334,2021_09_09
17,6,0.925,CK,1.0,0.85,2021_09_09
18,7,0.975,CK,1.0,0.96,2021_09_09
19,8,1.0,CK,1.0,1.0,2021_09_09
20,9,1.0,CK,1.0,1.0,2021_09_09
21,10,1.0,CK,1.0,1.0,2021_09_09
