,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.48282718658447266,1.0,0.0,0.0,AP,2021_09_22
1,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,1.5819623470306396,1.0,2.0,2.0,AP,2021_09_22
2,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.14823198318481445,1.0,3.0,3.0,AP,2021_09_22
3,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.1160738468170166,1.0,4.0,4.0,AP,2021_09_22
4,1R,Med,10.0,10.0,0.0,4.0,0.0,Actor,0.08194518089294434,1.0,5.0,5.0,AP,2021_09_22
5,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,1.1314311027526855,1.0,7.0,7.0,AP,2021_09_22
6,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.23361992835998535,1.0,8.0,8.0,AP,2021_09_22
7,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.18261098861694336,1.0,10.0,10.0,AP,2021_09_22
8,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.18332290649414062,1.0,11.0,11.0,AP,2021_09_22
9,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.0,1.0,12.0,12.0,AP,2021_09_22
10,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.3833448886871338,1.0,0.0,15.0,AP,2021_09_22
11,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.0,1.0,1.0,16.0,AP,2021_09_22
12,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.21487116813659668,1.0,3.0,18.0,AP,2021_09_22
13,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.23349928855895996,1.0,4.0,19.0,AP,2021_09_22
14,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.06672215461730957,1.0,5.0,20.0,AP,2021_09_22
15,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.05007290840148926,1.0,6.0,21.0,AP,2021_09_22
16,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.40009188652038574,1.0,7.0,22.0,AP,2021_09_22
17,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.016833066940307617,1.0,8.0,23.0,AP,2021_09_22
18,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.03383898735046387,1.0,9.0,24.0,AP,2021_09_22
19,1R,Low,1.0,1.0,0.0,4.0,1.0,Observer,0.13188934326171875,0.0,10.0,25.0,AP,2021_09_22
20,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.08316516876220703,1.0,0.0,29.0,AP,2021_09_22
21,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.050170183181762695,1.0,1.0,30.0,AP,2021_09_22
22,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.0,1.0,2.0,31.0,AP,2021_09_22
23,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.0,1.0,3.0,32.0,AP,2021_09_22
24,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.16640090942382812,1.0,4.0,33.0,AP,2021_09_22
25,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.5658519268035889,1.0,5.0,34.0,AP,2021_09_22
26,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.19975781440734863,1.0,6.0,35.0,AP,2021_09_22
27,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.2486400604248047,1.0,8.0,37.0,AP,2021_09_22
28,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor-incongruent,0.4005138874053955,1.0,0.0,40.0,AP,2021_09_22
29,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.16655898094177246,1.0,1.0,41.0,AP,2021_09_22
30,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.0,1.0,2.0,42.0,AP,2021_09_22
31,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.11762619018554688,1.0,4.0,44.0,AP,2021_09_22
32,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.016111135482788086,1.0,5.0,45.0,AP,2021_09_22
33,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.0,1.0,6.0,46.0,AP,2021_09_22
34,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.04889798164367676,1.0,8.0,48.0,AP,2021_09_22
35,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.1501481533050537,1.0,0.0,52.0,AP,2021_09_22
36,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.06553220748901367,1.0,2.0,54.0,AP,2021_09_22
37,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.0,1.0,3.0,55.0,AP,2021_09_22
38,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.19905424118041992,1.0,5.0,57.0,AP,2021_09_22
39,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.0,1.0,0.0,64.0,AP,2021_09_22
40,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.03274798393249512,1.0,3.0,67.0,AP,2021_09_22
41,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.016971826553344727,1.0,4.0,68.0,AP,2021_09_22
