,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[1.0, 1.0]",1.0,1.0,1.0,"[3.09960675239563, 2.5833499431610107]","[2.0, 1.0]","[4.433410882949829, 2.900108814239502]","[1.0, 1.0]",1.0,1.0,5.582899808883667,1628195450.808295,1,1,0,1,0.4666666666666667,0.0,15,7,0,1,"[0, 1]","[0, 0]","[0, 1]","[2, 1]","[0, 0]","[2, 1]","[0, 1]","[0, 0]","[0, 1]","[2, 1]","[0, 0]","[2, 1]",1NRO,1NR,0.0,1
1,"[1.0, -1.0]",1.0,-1.0,1.0,"[1.9979701042175293, 0.6816580295562744]","[2.0, 1.0]","[3.1651079654693604, 1.1984901428222656]","[1.0, 0.0]",1.0,0.0,5.58282995223999,1628195460.64149,1,-1,0,1,0.6666666666666666,0.0,15,10,0,2,"[1, 0]","[0, 0]","[1, 0]","[1, 3]","[0, 3]","[1, 0]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[1.6994879245758057, 1.049428939819336]","[3.0, 2.0]","[3.2492599487304688, 1.9825680255889893]","[0.0, 0.0]",0.0,0.0,5.849561929702759,1628195470.307832,0,-1,1,-1,0.5333333333333333,0.0,15,8,0,3,"[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]",3NRO,3NR,2.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.8644826412200928, 1.914991855621338]","[3.0, 1.0]","[1.3981819152832031, 2.515002727508545]","[0.0, 0.0]",0.0,0.0,5.849415063858032,1628195479.67442,0,-1,1,-1,0.7333333333333333,0.0,15,11,0,4,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",4NRO,4NR,3.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[1.7483999729156494, 1.5484378337860107]","[2.0, 1.0]","[2.71504282951355, 2.030979871749878]","[1.0, 1.0]",1.0,1.0,2.6985561847686768,1628195489.4741518,1,1,0,1,1.0,1.0,1,1,0,5,"[0, 0]","[0, 0]","[0, 0]","[15, 15]","[0, 0]","[15, 15]","[0, 0]","[0, 0]","[0, 0]","[15, 15]","[0, 0]","[15, 15]",1R,1R,0.0,5
5,"[1.0, 1.0]",1.0,1.0,1.0,"[0.8152570724487305, 0.4160349369049072]","[4.0, 4.0]","[1.598357915878296, 0.7159469127655029]","[1.0, 1.0]",1.0,1.0,3.517063856124878,1628195494.956418,0,1,1,1,0.4,1.0,5,2,0,6,"[0, 0]","[0, 0]","[0, 0]","[14, 14]","[0, 0]","[14, 14]","[0, 0]","[0, 0]","[0, 0]","[14, 14]","[0, 0]","[14, 14]",1R,1R,1.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[0.7487170696258545, 0.531768798828125]","[4.0, 4.0]","[1.5486350059509277, 1.014652967453003]","[1.0, 1.0]",1.0,1.0,2.682796001434326,1628195501.007261,1,1,0,1,1.0,1.0,1,1,0,7,"[0, 0]","[0, 0]","[0, 0]","[13, 13]","[0, 0]","[13, 13]","[0, 0]","[0, 0]","[0, 0]","[13, 13]","[0, 0]","[13, 13]",1R,1R,2.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.9161019325256348, 0.4326181411743164]","[4.0, 4.0]","[1.5657689571380615, 0.8159630298614502]","[1.0, 1.0]",1.0,1.0,5.583122968673706,1628195506.106901,1,1,0,1,0.4666666666666667,0.0,15,7,0,8,"[0, 0]","[0, 0]","[0, 0]","[12, 12]","[0, 0]","[12, 12]","[0, 0]","[0, 0]","[0, 0]","[12, 12]","[0, 0]","[12, 12]",1NR,1NR,3.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.8825421333312988, 0.6151752471923828]","[4.0, 4.0]","[1.6323750019073486, 0.9158072471618652]","[1.0, 1.0]",1.0,1.0,3.699673175811768,1628195514.2567968,1,1,0,1,0.5,1.0,6,3,0,9,"[0, 0]","[0, 0]","[0, 0]","[11, 11]","[0, 0]","[11, 11]","[0, 0]","[0, 0]","[0, 0]","[11, 11]","[0, 0]","[11, 11]",1R,1R,4.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[1.115940809249878, 0.7494280338287354]","[4.0, 4.0]","[1.766083002090454, 0.9159369468688965]","[1.0, 1.0]",1.0,1.0,5.581825733184815,1628195520.456911,1,1,0,1,0.4,0.0,15,6,0,10,"[0, 0]","[0, 0]","[0, 0]","[10, 10]","[0, 0]","[10, 10]","[0, 0]","[0, 0]","[0, 0]","[10, 10]","[0, 0]","[10, 10]",1NR,1NR,5.0,10
10,"[1.0, 1.0]",1.0,1.0,1.0,"[0.8653171062469482, 0.46511101722717285]","[4.0, 4.0]","[1.5808486938476562, 0.8653171062469482]","[1.0, 1.0]",1.0,1.0,5.850304126739502,1628195528.8724108,0,1,1,1,0.4666666666666667,0.0,15,7,0,11,"[0, 0]","[0, 0]","[0, 0]","[9, 9]","[0, 0]","[9, 9]","[0, 0]","[0, 0]","[0, 0]","[9, 9]","[0, 0]","[9, 9]",2NR,2NR,6.0,11
11,"[1.0, 1.0]",1.0,1.0,1.0,"[0.7481570243835449, 1.1639719009399414]","[3.0, 3.0]","[1.7811920642852783, 1.6813719272613525]","[1.0, 1.0]",1.0,1.0,2.699626922607422,1628195537.67295,0,1,1,1,1.0,1.0,1,1,0,12,"[0, 0]","[0, 0]","[0, 0]","[8, 8]","[0, 0]","[8, 8]","[0, 0]","[0, 0]","[0, 0]","[8, 8]","[0, 0]","[8, 8]",1R,1R,7.0,12
12,"[1.0, 1.0]",1.0,1.0,1.0,"[0.814422607421875, 0.3820369243621826]","[4.0, 4.0]","[1.4817769527435303, 0.681769847869873]","[1.0, 1.0]",1.0,1.0,3.699526786804199,1628195542.956437,1,1,0,1,0.8333333333333334,1.0,6,5,0,13,"[0, 0]","[0, 0]","[0, 0]","[7, 7]","[0, 0]","[7, 7]","[0, 0]","[0, 0]","[0, 0]","[7, 7]","[0, 0]","[7, 7]",1R,1R,8.0,13
13,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6820061206817627, 0.5816822052001953]","[4.0, 4.0]","[1.7818841934204102, 0.9643640518188477]","[1.0, 1.0]",1.0,1.0,5.84935188293457,1628195549.356301,0,1,1,1,0.7333333333333333,0.0,15,11,0,14,"[0, 0]","[0, 0]","[0, 0]","[6, 6]","[0, 0]","[6, 6]","[0, 0]","[0, 0]","[0, 0]","[6, 6]","[0, 0]","[6, 6]",1NR,1NR,9.0,14
14,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6818423271179199, 0.9650869369506836]","[3.0, 3.0]","[1.5146162509918213, 1.5483081340789795]","[1.0, 1.0]",1.0,1.0,4.1331071853637695,1628195557.722523,1,1,0,1,0.875,1.0,8,7,0,15,"[0, 0]","[0, 0]","[0, 0]","[5, 5]","[0, 0]","[5, 5]","[0, 0]","[0, 0]","[0, 0]","[5, 5]","[0, 0]","[5, 5]",1R,1R,10.0,15
15,"[1.0, 1.0]",1.0,1.0,1.0,"[0.8495991230010986, 0.9661250114440918]","[4.0, 4.0]","[1.5830051898956299, 1.4330310821533203]","[1.0, 1.0]",1.0,1.0,4.49943995475769,1628195564.339224,1,1,0,1,0.6,1.0,10,6,0,16,"[0, 0]","[0, 0]","[0, 0]","[4, 4]","[0, 0]","[4, 4]","[0, 0]","[0, 0]","[0, 0]","[4, 4]","[0, 0]","[4, 4]",1R,1R,11.0,16
