,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.4,AP,0.42105263157894735,0.38095238095238093,2021_08_07
1,-10,0.525,AP,0.4782608695652174,0.5882352941176471,2021_08_07
2,-9,0.85,AP,0.8235294117647058,0.8695652173913043,2021_08_07
3,-8,0.925,AP,1.0,0.8421052631578947,2021_08_07
4,-7,0.95,AP,1.0,0.8823529411764706,2021_08_07
5,-6,0.95,AP,1.0,0.9047619047619048,2021_08_07
6,-5,0.975,AP,0.9375,1.0,2021_08_07
7,-4,0.95,AP,0.9545454545454546,0.9444444444444444,2021_08_07
8,-3,0.975,AP,0.9545454545454546,1.0,2021_08_07
9,-2,0.9,AP,0.9565217391304348,0.8235294117647058,2021_08_07
10,-1,0.925,AP,0.9,0.95,2021_08_07
11,0,0.075,AP,0.10526315789473684,0.047619047619047616,2021_08_07
12,1,0.23076923076923078,AP,0.21739130434782608,0.25,2021_08_07
13,2,0.5897435897435898,AP,0.4444444444444444,0.7142857142857143,2021_08_07
14,3,0.8717948717948718,AP,0.8181818181818182,0.9411764705882353,2021_08_07
15,4,0.9230769230769231,AP,1.0,0.875,2021_08_07
16,5,0.9487179487179487,AP,1.0,0.8888888888888888,2021_08_07
17,6,0.9487179487179487,AP,1.0,0.8947368421052632,2021_08_07
18,7,0.9743589743589743,AP,1.0,0.9473684210526315,2021_08_07
19,8,1.0,AP,1.0,1.0,2021_08_07
20,9,0.9743589743589743,AP,1.0,0.9375,2021_08_07
21,10,0.8974358974358975,AP,0.85,0.9473684210526315,2021_08_07
