,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[1.3665049076080322, 1.699774980545044]","[4.0, 1.0]","[2.0166778564453125, 2.44903302192688]","[0.0, 0.0]",0.0,0.0,5.850538015365601,1631216773.384907,0,-1,1,-1,0.8,0.0,15,12,0,1,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,1.0,"[0.4656350612640381, 2.2159459590911865]","[2.0, 1.0]","[0.8156261444091797, 3.7490012645721436]","[1.0, 1.0]",1.0,1.0,3.299679040908813,1631216784.285808,0,1,1,1,0.75,1.0,4,3,0,2,"[0, 0]","[0, 0]","[0, 0]","[13, 13]","[0, 0]","[13, 13]","[0, 0]","[0, 0]","[0, 0]","[13, 13]","[0, 0]","[13, 13]",1R,1R,0.0,2
2,"[1.0, 1.0]",1.0,1.0,1.0,"[0.5987367630004883, 0.3644826412200928]","[4.0, 4.0]","[1.4153096675872803, 0.3644826412200928]","[1.0, 1.0]",1.0,1.0,2.899738073348999,1631216790.0525289,0,1,1,1,1.0,1.0,2,2,0,3,"[0, 0]","[0, 0]","[0, 0]","[12, 12]","[0, 0]","[12, 12]","[0, 0]","[0, 0]","[0, 0]","[12, 12]","[0, 0]","[12, 12]",1R,1R,1.0,3
3,"[1.0, 1.0]",1.0,1.0,1.0,"[1.017002820968628, 0.33353376388549805]","[4.0, 4.0]","[1.3002967834472656, 0.716864824295044]","[1.0, 1.0]",1.0,1.0,5.849541187286377,1631216795.0025458,0,1,1,1,0.6,0.0,15,9,0,4,"[0, 0]","[0, 0]","[0, 0]","[11, 11]","[0, 0]","[11, 11]","[0, 0]","[0, 0]","[0, 0]","[11, 11]","[0, 0]","[11, 11]",1NR,1NR,2.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[0.41547608375549316, 0.698822021484375]","[3.0, 4.0]","[1.0654301643371582, 1.1654019355773926]","[1.0, 1.0]",1.0,1.0,2.699623107910156,1631216802.969062,0,1,1,1,1.0,1.0,1,1,0,5,"[0, 0]","[0, 0]","[0, 0]","[10, 10]","[0, 0]","[10, 10]","[0, 0]","[0, 0]","[0, 0]","[10, 10]","[0, 0]","[10, 10]",1R,1R,3.0,5
5,"[1.0, 1.0]",1.0,1.0,1.0,"[0.7329959869384766, 0.4152719974517822]","[4.0, 4.0]","[1.5830368995666504, 0.9829120635986328]","[1.0, 1.0]",1.0,1.0,4.882814168930054,1631216807.952454,1,1,0,1,0.5833333333333334,1.0,12,7,0,6,"[0, 0]","[0, 0]","[0, 0]","[9, 9]","[0, 0]","[9, 9]","[0, 0]","[0, 0]","[0, 0]","[9, 9]","[0, 0]","[9, 9]",1R,1R,4.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6156868934631348, 1.165802001953125]","[4.0, 4.0]","[1.049124002456665, 2.0980329513549805]","[1.0, 1.0]",1.0,1.0,2.717236995697021,1631216816.05139,0,1,1,1,1.0,1.0,1,1,0,7,"[0, 0]","[0, 0]","[0, 0]","[8, 8]","[0, 0]","[8, 8]","[0, 0]","[0, 0]","[0, 0]","[8, 8]","[0, 0]","[8, 8]",1R,1R,5.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6659901142120361, 0.382875919342041]","[4.0, 4.0]","[1.3661880493164062, 0.832435131072998]","[1.0, 1.0]",1.0,1.0,5.849348068237305,1631216820.902422,0,1,1,1,0.5333333333333333,0.0,15,8,0,8,"[0, 0]","[0, 0]","[0, 0]","[7, 7]","[0, 0]","[7, 7]","[0, 0]","[0, 0]","[0, 0]","[7, 7]","[0, 0]","[7, 7]",1NR,1NR,6.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.5167162418365479, 0.266538143157959]","[4.0, 4.0]","[1.066528081893921, 0.7666041851043701]","[1.0, 1.0]",1.0,1.0,3.282925128936768,1631216828.685483,0,1,1,1,0.5,1.0,4,2,0,9,"[0, 0]","[0, 0]","[0, 0]","[6, 6]","[0, 0]","[6, 6]","[0, 0]","[0, 0]","[0, 0]","[6, 6]","[0, 0]","[6, 6]",1R,1R,7.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6830611228942871, 0.39977097511291504]","[4.0, 4.0]","[1.3163299560546875, 0.9831039905548096]","[1.0, 1.0]",1.0,1.0,2.916309118270874,1631216834.018689,0,1,1,1,0.5,1.0,2,1,0,10,"[0, 0]","[0, 0]","[0, 0]","[5, 5]","[0, 0]","[5, 5]","[0, 0]","[0, 0]","[0, 0]","[5, 5]","[0, 0]","[5, 5]",1R,1R,8.0,10
