,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5336167812347412, 1.1668658256530762]","[2.0, 1.0]","[1.0168559551239014, 1.4169249534606934]","[1.0, 1.0]",1.0,1.0,3.4994499683380127,1632340419.963422,0,-1,1,-1,0.8,1.0,5,4,0,1,"[0, 0]","[0, 0]","[0, 0]","[15, 15]","[15, 15]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[15, 15]","[15, 15]","[0, 0]",1R,1R,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3161642551422119, 0.48282718658447266]","[4.0, 4.0]","[0.8828160762786865, 0.7820072174072266]","[1.0, 1.0]",1.0,1.0,5.849487066268921,1632340425.5133,0,-1,1,-1,0.5333333333333333,0.0,15,8,0,2,"[0, 0]","[0, 0]","[0, 0]","[14, 14]","[14, 14]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[14, 14]","[14, 14]","[0, 0]",1NR,1NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.1833357810974121, 0.533275842666626]","[4.0, 4.0]","[0.6663658618927002, 0.6998248100280762]","[1.0, 1.0]",1.0,1.0,3.698677062988281,1632340432.929951,0,-1,1,-1,1.0,1.0,6,6,0,3,"[0, 0]","[0, 0]","[0, 0]","[13, 13]","[13, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[13, 13]","[13, 13]","[0, 0]",1R,1R,2.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.11556506156921387, 1.5819623470306396]","[4.0, 4.0]","[0.7153902053833008, 1.8986191749572754]","[1.0, 1.0]",1.0,1.0,4.899493932723999,1632340439.729867,1,-1,0,-1,0.6666666666666666,1.0,12,8,0,4,"[0, 0]","[0, 0]","[0, 0]","[12, 12]","[12, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[12, 12]","[12, 12]","[0, 0]",1R,1R,3.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.11508512496948242, 0.14823198318481445]","[4.0, 4.0]","[0.6479628086090088, 0.3303670883178711]","[1.0, 1.0]",1.0,1.0,3.4830353260040283,1632340446.5798578,0,-1,1,-1,0.8,1.0,5,4,0,5,"[0, 0]","[0, 0]","[0, 0]","[11, 11]","[11, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[11, 11]","[11, 11]","[0, 0]",1R,1R,4.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3827509880065918, 0.1160738468170166]","[4.0, 4.0]","[0.7157280445098877, 0.36552000045776367]","[1.0, 1.0]",1.0,1.0,4.899834871292114,1632340451.72969,0,-1,1,-1,0.8333333333333334,1.0,12,10,0,6,"[0, 0]","[0, 0]","[0, 0]","[10, 10]","[10, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 10]","[10, 10]","[0, 0]",1R,1R,5.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.2649550437927246, 0.08194518089294434]","[4.0, 4.0]","[0.6816902160644531, 0.39737796783447266]","[1.0, 1.0]",1.0,1.0,5.582873106002808,1632340458.279724,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,7,"[0, 0]","[0, 0]","[0, 0]","[9, 9]","[9, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 9]","[9, 9]","[0, 0]",1NR,1NR,6.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3334319591522217, 0.3833470344543457]","[2.0, 4.0]","[1.049994945526123, 0.5834009647369385]","[1.0, 1.0]",1.0,1.0,2.8995869159698486,1632340465.713027,1,-1,0,-1,1.0,1.0,2,2,0,8,"[0, 0]","[0, 0]","[0, 0]","[8, 8]","[8, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 8]","[8, 8]","[0, 0]",1R,1R,7.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.03380417823791504, 1.1314311027526855]","[4.0, 4.0]","[0.5154712200164795, 1.2813091278076172]","[1.0, 1.0]",1.0,1.0,3.5004708766937256,1632340471.04549,0,-1,1,-1,0.6,1.0,5,3,0,9,"[0, 0]","[0, 0]","[0, 0]","[7, 7]","[7, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 7]","[7, 7]","[0, 0]",1R,1R,8.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.4170858860015869, 0.23361992835998535]","[4.0, 4.0]","[0.7502527236938477, 0.4836266040802002]","[1.0, 1.0]",1.0,1.0,5.849583148956299,1632340476.096221,0,-1,1,-1,0.8,0.0,15,12,0,10,"[0, 0]","[0, 0]","[0, 0]","[6, 6]","[6, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 6]","[6, 6]","[0, 0]",1NR,1NR,9.0,10
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.38186001777648926, 0.1818249225616455]","[4.0, 4.0]","[0.8316981792449951, 0.36535096168518066]","[1.0, 1.0]",1.0,1.0,3.0829877853393555,1632340483.7794392,1,-1,0,-1,1.0,1.0,3,3,0,11,"[0, 0]","[0, 0]","[0, 0]","[5, 5]","[5, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 5]","[5, 5]","[0, 0]",1R,1R,10.0,11
11,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.1989428997039795, 0.18261098861694336]","[4.0, 4.0]","[0.5990729331970215, 0.36617398262023926]","[1.0, 1.0]",1.0,1.0,3.699541091918945,1632340488.629577,0,-1,1,-1,0.8333333333333334,1.0,6,5,0,12,"[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]",1R,1R,11.0,12
12,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.39920592308044434, 0.18332290649414062]","[4.0, 4.0]","[0.6666769981384277, 0.3500180244445801]","[1.0, 1.0]",1.0,1.0,3.299631118774414,1632340493.77951,1,-1,0,-1,0.75,1.0,4,3,0,13,"[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]",1R,1R,12.0,13
13,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.132155179977417, 0.0]","[4.0, 4.0]","[0.7161951065063477, 1.098694086074829]","[1.0, 1.0]",1.0,1.0,5.58375883102417,1632340499.31196,1,-1,0,-1,0.6,0.0,15,9,0,14,"[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]",1NR,1NR,13.0,14
