,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor-incongruent,0.5832169055938721,1.0,0.0,3.0,CK,2021_09_15
1,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.4492778778076172,1.0,1.0,4.0,CK,2021_09_15
2,1R,Low,2.0,2.0,0.0,2.0,0.0,Observer,0.39861202239990234,1.0,2.0,5.0,CK,2021_09_15
3,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.3151719570159912,1.0,3.0,6.0,CK,2021_09_15
4,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,0.2147691249847412,1.0,5.0,8.0,CK,2021_09_15
5,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.3314039707183838,1.0,8.0,11.0,CK,2021_09_15
6,1R,Low,4.0,4.0,0.0,4.0,1.0,Actor,0.2989387512207031,0.0,9.0,12.0,CK,2021_09_15
7,1R,High,14.0,14.0,0.0,4.0,0.0,Observer-incongruent,0.19827795028686523,1.0,0.0,16.0,CK,2021_09_15
8,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.31528496742248535,1.0,1.0,17.0,CK,2021_09_15
9,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.13165712356567383,1.0,6.0,22.0,CK,2021_09_15
10,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.3333916664123535,1.0,7.0,23.0,CK,2021_09_15
11,1R,Low,6.0,6.0,0.0,4.0,1.0,Observer,0.3490440845489502,0.0,9.0,25.0,CK,2021_09_15
12,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.3824307918548584,1.0,0.0,29.0,CK,2021_09_15
13,1R,Med,11.0,11.0,0.0,4.0,0.0,Actor,0.18145394325256348,1.0,1.0,30.0,CK,2021_09_15
14,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.2484149932861328,1.0,2.0,31.0,CK,2021_09_15
15,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.24938178062438965,1.0,3.0,32.0,CK,2021_09_15
16,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.16500520706176758,1.0,4.0,33.0,CK,2021_09_15
17,1R,High,12.0,12.0,0.0,4.0,0.0,Observer,0.34879398345947266,1.0,5.0,34.0,CK,2021_09_15
18,1R,Med,9.0,9.0,0.0,4.0,0.0,Actor,0.4166829586029053,1.0,6.0,35.0,CK,2021_09_15
19,1R,Low,2.0,2.0,0.0,2.0,0.0,Observer,0.8164169788360596,1.0,0.0,40.0,CK,2021_09_15
20,1R,Low,4.0,4.0,0.0,2.0,0.0,Observer,0.682487964630127,1.0,2.0,42.0,CK,2021_09_15
21,1R,Low,1.0,1.0,0.0,1.0,0.0,Observer,0.9993658065795898,1.0,3.0,43.0,CK,2021_09_15
22,1R,Low,1.0,1.0,0.0,1.0,0.0,Observer,0.3820028305053711,1.0,5.0,45.0,CK,2021_09_15
23,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.29877495765686035,1.0,6.0,46.0,CK,2021_09_15
24,1R,Low,3.0,3.0,0.0,4.0,1.0,Observer,0.965440034866333,0.0,7.0,47.0,CK,2021_09_15
25,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.0,1.0,0.0,50.0,CK,2021_09_15
26,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.26548099517822266,1.0,2.0,52.0,CK,2021_09_15
27,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.41693592071533203,1.0,3.0,53.0,CK,2021_09_15
28,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.2653031349182129,1.0,5.0,55.0,CK,2021_09_15
29,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.0,1.0,6.0,56.0,CK,2021_09_15
30,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.28164029121398926,1.0,8.0,58.0,CK,2021_09_15
31,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.04794192314147949,1.0,9.0,59.0,CK,2021_09_15
32,1R,Low,3.0,3.0,0.0,4.0,1.0,Actor,0.24917197227478027,0.0,10.0,60.0,CK,2021_09_15
33,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.08266210556030273,1.0,0.0,65.0,CK,2021_09_15
34,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.1996920108795166,1.0,2.0,67.0,CK,2021_09_15
35,1R,High,14.0,14.0,0.0,4.0,0.0,Actor,0.14762496948242188,1.0,3.0,68.0,CK,2021_09_15
36,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.01736593246459961,1.0,4.0,69.0,CK,2021_09_15
37,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.0,1.0,5.0,70.0,CK,2021_09_15
38,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.4334540367126465,1.0,7.0,72.0,CK,2021_09_15
39,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.0,1.0,8.0,73.0,CK,2021_09_15
40,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.1819908618927002,1.0,9.0,74.0,CK,2021_09_15
41,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.0,1.0,10.0,75.0,CK,2021_09_15
42,1R,Med,11.0,11.0,0.0,4.0,0.0,Actor,0.017277956008911133,1.0,12.0,77.0,CK,2021_09_15
43,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.5985548496246338,1.0,13.0,78.0,CK,2021_09_15
44,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.38159894943237305,1.0,14.0,79.0,CK,2021_09_15
45,1R,High,13.0,13.0,0.0,4.0,0.0,Observer,0.40038609504699707,1.0,15.0,80.0,CK,2021_09_15
46,1R,Med,10.0,10.0,0.0,4.0,0.0,Observer,0.26397109031677246,1.0,0.0,87.0,CK,2021_09_15
47,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.33342742919921875,1.0,1.0,88.0,CK,2021_09_15
48,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,0.13169312477111816,1.0,2.0,89.0,CK,2021_09_15
49,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.33191394805908203,1.0,3.0,90.0,CK,2021_09_15
