,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[1.4814820289611816, 2.0482380390167236]","[2.0, 1.0]","[1.9488649368286133, 2.44915509223938]","[1.0, 0.0]",1.0,0.0,5.849304914474487,1631303301.659161,0,-1,1,1,0.7333333333333333,0.0,15,11,0,1,"[0, 1]","[0, 0]","[0, 1]","[16, 1]","[16, 0]","[0, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",1NRO,1NR,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5147199630737305, 0.5813729763031006]","[2.0, 1.0]","[1.1481351852416992, 0.9981369972229004]","[1.0, 1.0]",1.0,1.0,2.699548959732056,1631303309.9589062,0,-1,1,-1,1.0,1.0,1,1,0,2,"[0, 0]","[0, 0]","[0, 0]","[15, 16]","[15, 16]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[15, 16]","[15, 16]","[0, 0]",1R,1R,0.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5999882221221924, 0.5491182804107666]","[4.0, 4.0]","[1.2000341415405273, 1.0166070461273193]","[1.0, 1.0]",1.0,1.0,5.849737882614136,1631303314.592211,0,-1,1,-1,0.9333333333333332,0.0,15,14,0,3,"[0, 0]","[0, 0]","[0, 0]","[14, 15]","[14, 15]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[14, 15]","[14, 15]","[0, 0]",1NR,1NR,1.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3151590824127197, 0.4984722137451172]","[3.0, 4.0]","[1.0319912433624268, 0.7319061756134033]","[1.0, 1.0]",1.0,1.0,5.299392938613892,1631303322.525629,1,-1,0,-1,0.7857142857142857,1.0,14,11,0,4,"[0, 0]","[0, 0]","[0, 0]","[13, 14]","[13, 14]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[13, 14]","[13, 14]","[0, 0]",1R,1R,2.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.31524181365966797, 0.2486116886138916]","[4.0, 4.0]","[0.8149449825286865, 0.498626708984375]","[1.0, 1.0]",1.0,1.0,5.849841833114624,1631303329.89178,0,-1,1,-1,0.8,0.0,15,12,0,5,"[0, 0]","[0, 0]","[0, 0]","[12, 13]","[12, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[12, 13]","[12, 13]","[0, 0]",1NR,1NR,3.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.41637611389160156, 0.21627306938171387]","[4.0, 4.0]","[0.8329620361328125, 0.533210039138794]","[1.0, 1.0]",1.0,1.0,3.098827123641968,1631303337.508735,0,-1,1,-1,1.0,1.0,3,3,0,6,"[0, 0]","[0, 0]","[0, 0]","[11, 12]","[11, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[11, 12]","[11, 12]","[0, 0]",1R,1R,4.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.44878697395324707, 0.5157656669616699]","[4.0, 4.0]","[1.1981236934661865, 1.9320237636566162]","[1.0, 1.0]",1.0,1.0,3.099754095077514,1631303343.691933,0,-1,1,-1,1.0,1.0,3,3,0,7,"[0, 0]","[0, 0]","[0, 0]","[10, 11]","[10, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 11]","[10, 11]","[0, 0]",1R,1R,5.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.331895112991333, 0.1645958423614502]","[4.0, 4.0]","[0.7653849124908447, 0.5153179168701172]","[1.0, 1.0]",1.0,1.0,4.499497175216675,1631303348.625404,0,-1,1,-1,0.6,1.0,10,6,0,8,"[0, 0]","[0, 0]","[0, 0]","[9, 10]","[9, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 10]","[9, 10]","[0, 0]",1R,1R,6.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3166499137878418, 0.3335127830505371]","[4.0, 4.0]","[0.7992308139801025, 0.6001839637756348]","[1.0, 1.0]",1.0,1.0,5.850370168685913,1631303354.724532,0,-1,1,-1,0.6,0.0,15,9,0,9,"[0, 0]","[0, 0]","[0, 0]","[8, 9]","[8, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 9]","[8, 9]","[0, 0]",1NR,1NR,7.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.19967269897460938, 0.39873194694519043]","[4.0, 4.0]","[0.6661460399627686, 0.6161658763885498]","[1.0, 1.0]",1.0,1.0,4.116278648376465,1631303362.1918342,1,-1,0,-1,0.5,1.0,8,4,0,10,"[0, 0]","[0, 0]","[0, 0]","[7, 8]","[7, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 8]","[7, 8]","[0, 0]",1R,1R,8.0,10
