,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,2.0,2.0,1.0,2.0,0.0,Observer-incongruent,0.9322926998138428,0.0,0.0,0.0,CK,2021_09_14
1,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.4150228500366211,1.0,2.0,2.0,CK,2021_09_14
2,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.31577086448669434,1.0,4.0,4.0,CK,2021_09_14
3,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.4676210880279541,1.0,6.0,6.0,CK,2021_09_14
4,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.39996886253356934,1.0,7.0,7.0,CK,2021_09_14
5,1R,High,12.0,12.0,0.0,4.0,0.0,Actor,0.11639070510864258,1.0,9.0,9.0,CK,2021_09_14
6,1R,Med,11.0,11.0,0.0,4.0,1.0,Observer,0.3828728199005127,0.0,10.0,10.0,CK,2021_09_14
7,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.3317101001739502,1.0,0.0,14.0,CK,2021_09_14
8,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.3150360584259033,1.0,1.0,15.0,CK,2021_09_14
9,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.4834859371185303,1.0,2.0,16.0,CK,2021_09_14
10,1R,High,12.0,12.0,0.0,4.0,0.0,Observer,0.448911190032959,1.0,3.0,17.0,CK,2021_09_14
11,1R,Med,10.0,10.0,0.0,4.0,0.0,Actor,0.3318789005279541,1.0,5.0,19.0,CK,2021_09_14
12,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.3168628215789795,1.0,6.0,20.0,CK,2021_09_14
13,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.19860291481018066,1.0,7.0,21.0,CK,2021_09_14
14,1R,Low,1.0,1.0,0.0,4.0,1.0,Observer,0.3659799098968506,0.0,8.0,22.0,CK,2021_09_14
15,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.34888696670532227,1.0,0.0,26.0,CK,2021_09_14
16,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.38335275650024414,1.0,1.0,27.0,CK,2021_09_14
17,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.28154611587524414,1.0,2.0,28.0,CK,2021_09_14
