,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[1.0, -1.0]",1.0,-1.0,-1.0,"[1.4992718696594238, 1.4814341068267822]","[1.0, 1.0]","[4.248857021331787, 1.7989130020141602]","[0.0, 1.0]",0.0,1.0,5.583005905151367,1630526564.940654,1,-1,0,1,0.7333333333333333,0.0,15,11,0,1,"[1, 0]","[0, 0]","[1, 0]","[1, 2]","[0, 2]","[1, 0]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",1NRO,1NR,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[2.4314630031585693, 0.4480409622192383]","[2.0, 1.0]","[4.0479490756988525, 0.8146848678588867]","[1.0, 1.0]",1.0,1.0,5.582873821258545,1630526575.840408,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,2,"[0, 1]","[0, 1]","[0, 0]","[8, 1]","[8, 1]","[0, 0]","[0, 1]","[0, 1]","[0, 0]","[8, 1]","[8, 1]","[0, 0]",2NRO,2NR,1.0,2
2,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[0.5989761352539062, 1.332259178161621]","[2.0, 1.0]","[1.332259178161621, 1.6822280883789062]","[1.0, 0.0]",1.0,0.0,2.6829521656036377,1630526584.056913,1,1,0,-1,1.0,1.0,1,1,0,3,"[0, 1]","[0, 0]","[0, 1]","[7, 1]","[7, 0]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[7, 7]","[7, 7]","[0, 0]",1R,1R,0.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.950206995010376, 0.7001028060913086]","[4.0, 1.0]","[1.816605806350708, 1.1165428161621094]","[1.0, 1.0]",1.0,1.0,3.682458877563477,1630526589.273505,0,-1,1,-1,0.3333333333333333,1.0,6,2,0,4,"[0, 0]","[0, 0]","[0, 0]","[6, 6]","[6, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 6]","[6, 6]","[0, 0]",1R,1R,1.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.4323568344116211, 0.3657078742980957]","[4.0, 1.0]","[1.248236894607544, 0.8324179649353027]","[1.0, 1.0]",1.0,1.0,3.5005011558532715,1630526595.30584,0,-1,1,-1,0.8,1.0,5,4,0,5,"[0, 0]","[0, 0]","[0, 0]","[5, 5]","[5, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 5]","[5, 5]","[0, 0]",1R,1R,2.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.33330798149108887, 0.3668050765991211]","[4.0, 1.0]","[1.1165392398834229, 0.7155971527099609]","[1.0, 1.0]",1.0,1.0,5.849463701248169,1630526600.7399411,0,-1,1,-1,1.0,0.0,15,15,0,6,"[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]",1NR,1NR,3.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.4650256633758545, 0.7314350605010986]","[2.0, 2.0]","[1.1973776817321777, 1.4313669204711914]","[1.0, 1.0]",1.0,1.0,3.4995458126068115,1630526609.156321,1,-1,0,-1,0.8,1.0,5,4,0,7,"[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]",1R,1R,4.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.3490161895751953, 0.3490161895751953]","[4.0, 4.0]","[1.0646350383758545, 0.7656872272491455]","[1.0, 1.0]",1.0,1.0,5.85036301612854,1630526614.88868,0,-1,1,-1,0.6666666666666666,0.0,15,10,0,8,"[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]",1NR,1NR,5.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.382127046585083, 0.4154508113861084]","[3.0, 3.0]","[1.1321110725402832, 0.8656661510467529]","[1.0, 1.0]",1.0,1.0,5.848773002624512,1630526623.055962,0,-1,1,-1,0.8666666666666667,0.0,15,13,0,9,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",2NR,2NR,6.0,9
9,"[1.0, 1.0]",1.0,1.0,-1.0,"[0.5151529312133789, 0.2651829719543457]","[3.0, 2.0]","[1.2318038940429688, 0.7318289279937744]","[0.0, 0.0]",0.0,0.0,5.5828857421875,1630526631.255788,1,1,0,1,0.8,0.0,15,12,0,10,"[0, 0]","[0, 0]","[0, 0]","[3, 2]","[0, 0]","[3, 2]","[0, 0]","[0, 0]","[0, 0]","[3, 2]","[0, 0]","[3, 2]",1NRO,3NR,7.0,10
10,"[1.0, 1.0]",1.0,1.0,-1.0,"[0.5979609489440918, 0.38063812255859375]","[3.0, 2.0]","[1.4646849632263184, 1.9813611507415771]","[0.0, 0.0]",0.0,0.0,5.582791805267334,1630526640.105667,1,1,0,1,0.6,0.0,15,9,0,11,"[0, 1]","[0, 0]","[0, 1]","[2, 1]","[0, 0]","[2, 1]","[0, 1]","[0, 0]","[0, 1]","[2, 1]","[0, 0]","[2, 1]",2NRO,4NR,8.0,11
11,"[1.0, -1.0]",1.0,-1.0,-1.0,"[0.7486951351165771, 0.8656058311462402]","[2.0, 2.0]","[1.6152839660644531, 1.3319611549377441]","[0.0, 1.0]",0.0,1.0,5.583033084869385,1630526648.338677,1,-1,0,1,0.6,0.0,15,9,0,12,"[1, 0]","[0, 0]","[1, 0]","[1, 5]","[0, 5]","[1, 0]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",3NRO,5NR,9.0,12
12,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.4326961040496826, 0.33254313468933105]","[3.0, 1.0]","[1.1324069499969482, 0.7824671268463135]","[1.0, 1.0]",1.0,1.0,4.099758148193359,1630526655.9218628,0,-1,1,-1,1.0,1.0,8,8,0,13,"[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]",1R,1R,10.0,13
13,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.41652393341064453, 0.7824759483337402]","[4.0, 4.0]","[1.2000250816345215, 1.149871826171875]","[0.0, 0.0]",0.0,0.0,5.581933736801148,1630526662.0719092,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,14,"[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]",1NR,1NR,11.0,1
