,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.4523809523809524,CK,0.47619047619047616,0.42857142857142855,2021_09_08
1,-10,0.6190476190476191,CK,0.55,0.6818181818181818,2021_09_08
2,-9,0.7857142857142857,CK,0.8181818181818182,0.75,2021_09_08
3,-8,0.9047619047619048,CK,0.9473684210526315,0.8695652173913043,2021_09_08
4,-7,0.9047619047619048,CK,0.8421052631578947,0.9565217391304348,2021_09_08
5,-6,0.9761904761904762,CK,0.95,1.0,2021_09_08
6,-5,0.9761904761904762,CK,0.96,1.0,2021_09_08
7,-4,1.0,CK,1.0,1.0,2021_09_08
8,-3,0.9761904761904762,CK,1.0,0.9473684210526315,2021_09_08
9,-2,0.9047619047619048,CK,0.88,0.9411764705882353,2021_09_08
10,-1,0.8571428571428571,CK,0.8695652173913043,0.8421052631578947,2021_09_08
11,0,0.09523809523809523,CK,0.11764705882352941,0.08,2021_09_08
12,1,0.2926829268292683,CK,0.2631578947368421,0.3181818181818182,2021_09_08
13,2,0.5365853658536586,CK,0.5833333333333334,0.47058823529411764,2021_09_08
14,3,0.8292682926829268,CK,0.8888888888888888,0.782608695652174,2021_09_08
15,4,0.9024390243902439,CK,0.9090909090909091,0.8947368421052632,2021_09_08
16,5,0.9512195121951219,CK,0.9,1.0,2021_09_08
17,6,1.0,CK,1.0,1.0,2021_09_08
18,7,1.0,CK,1.0,1.0,2021_09_08
19,8,1.0,CK,1.0,1.0,2021_09_08
20,9,0.9512195121951219,CK,0.95,0.9523809523809523,2021_09_08
21,10,0.8780487804878049,CK,0.8695652173913043,0.8888888888888888,2021_09_08
