,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,6.0,6.0,0.0,0.0,Observer-incongruent,1.0167179107666016,1.0,0.0,,,0.0,0.0,Offenbach,20221221
1,1R,Low,5.0,5.0,1.0,0.0,Actor,1.0514380931854248,-1.0,2.0,,,0.0,2.0,Offenbach,20221221
2,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,1.1830799579620361,1.0,4.0,,,0.0,4.0,Offenbach,20221221
3,1R,Low,6.0,6.0,0.0,0.0,Actor-incongruent,1.632556676864624,1.0,7.0,,,0.0,7.0,Offenbach,20221221
4,1R,Low,3.0,3.0,0.0,0.0,Observer,1.9167301654815674,1.0,0.0,,,0.0,16.0,Offenbach,20221221
5,1R,Low,3.0,3.0,0.0,0.0,Actor,1.1329841613769531,1.0,1.0,,,0.0,17.0,Offenbach,20221221
6,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0994620323181152,1.0,2.0,,,0.0,18.0,Offenbach,20221221
7,1R,Low,2.0,2.0,0.0,0.0,Actor,1.232757806777954,1.0,3.0,,,0.0,19.0,Offenbach,20221221
8,1R,Low,5.0,5.0,0.0,0.0,Actor,1.4172101020812988,1.0,5.0,,,0.0,21.0,Offenbach,20221221
9,1R,Low,3.0,3.0,0.0,0.0,Actor-incongruent,0.9826350212097168,1.0,7.0,,,0.0,23.0,Offenbach,20221221
10,1R,Low,2.0,2.0,0.0,0.0,Actor,1.516249179840088,1.0,0.0,,,0.0,26.0,Offenbach,20221221
11,1R,Low,3.0,3.0,0.0,0.0,Actor,1.2676868438720703,1.0,1.0,,,0.0,27.0,Offenbach,20221221
12,1R,Low,5.0,5.0,0.0,0.0,Actor,1.1993021965026855,1.0,2.0,,,0.0,28.0,Offenbach,20221221
13,1R,Low,5.0,5.0,0.0,0.0,Observer,1.216719150543213,1.0,3.0,,,0.0,29.0,Offenbach,20221221
14,1R,Low,4.0,4.0,0.0,0.0,Actor,2.04978609085083,1.0,4.0,,,0.0,30.0,Offenbach,20221221
15,1R,Low,6.0,6.0,0.0,0.0,Actor,1.2323529720306396,1.0,5.0,,,0.0,31.0,Offenbach,20221221
16,1R,Low,2.0,2.0,0.0,0.0,Actor-incongruent,0.9838688373565674,1.0,6.0,,,0.0,32.0,Offenbach,20221221
17,1R,Low,1.0,1.0,0.0,0.0,Actor,1.1995432376861572,1.0,9.0,,,0.0,35.0,Offenbach,20221221
18,1R,Low,5.0,5.0,0.0,0.0,Actor,1.7677028179168701,1.0,10.0,,,0.0,36.0,Offenbach,20221221
19,1R,Low,8.0,8.0,0.0,1.0,Actor,1.4669828414916992,-1.0,11.0,,,0.0,37.0,Offenbach,20221221
20,1R,Low,2.0,2.0,0.0,0.0,Observer-incongruent,1.4992940425872803,1.0,0.0,,,0.0,38.0,Offenbach,20221221
21,1R,Low,2.0,2.0,0.0,0.0,Actor,1.100126028060913,1.0,1.0,,,0.0,39.0,Offenbach,20221221
22,1R,Low,7.0,7.0,0.0,0.0,Observer,1.6000878810882568,1.0,3.0,,,0.0,41.0,Offenbach,20221221
23,1R,Low,8.0,8.0,0.0,0.0,Actor,2.5658628940582275,1.0,4.0,,,0.0,42.0,Offenbach,20221221
24,1R,Low,8.0,8.0,1.0,0.0,Observer-incongruent,1.8995990753173828,-1.0,6.0,,,0.0,44.0,Offenbach,20221221
25,1R,Low,6.0,6.0,1.0,0.0,Observer-incongruent,1.8996868133544922,-1.0,7.0,,,0.0,45.0,Offenbach,20221221
26,1R,Low,8.0,8.0,0.0,0.0,Actor-incongruent,1.233492136001587,1.0,9.0,,,0.0,47.0,Offenbach,20221221
27,1R,Low,2.0,2.0,0.0,1.0,Actor,1.0831208229064941,-1.0,10.0,,,0.0,48.0,Offenbach,20221221
28,1R,Low,5.0,5.0,0.0,0.0,Observer,1.3664839267730713,1.0,0.0,,,0.0,50.0,Offenbach,20221221
29,1R,Low,8.0,8.0,0.0,0.0,Observer,1.166574239730835,1.0,1.0,,,0.0,51.0,Offenbach,20221221
30,1R,Low,1.0,1.0,0.0,0.0,Observer,1.3167150020599365,1.0,2.0,,,0.0,52.0,Offenbach,20221221
31,1R,Low,1.0,1.0,0.0,0.0,Actor,1.166490077972412,1.0,3.0,,,0.0,53.0,Offenbach,20221221
32,1R,Low,6.0,6.0,0.0,0.0,Observer-incongruent,1.0331320762634277,1.0,7.0,,,0.0,57.0,Offenbach,20221221
33,1R,Low,1.0,1.0,0.0,0.0,Actor,1.2667498588562012,1.0,8.0,,,0.0,58.0,Offenbach,20221221
34,1R,Low,8.0,8.0,0.0,0.0,Observer,1.1995010375976562,1.0,9.0,,,0.0,59.0,Offenbach,20221221
35,1R,Low,2.0,2.0,0.0,0.0,Observer,1.250460147857666,1.0,10.0,,,0.0,60.0,Offenbach,20221221
36,1R,Low,1.0,1.0,0.0,0.0,Observer,1.5831279754638672,1.0,11.0,,,0.0,61.0,Offenbach,20221221
37,1R,Med,9.0,9.0,0.0,1.0,Actor,1.4000530242919922,-1.0,12.0,,,0.0,62.0,Offenbach,20221221
38,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9826207160949707,1.0,0.0,,,0.0,65.0,Offenbach,20221221
39,1R,Med,9.0,9.0,0.0,0.0,Actor,1.2001910209655762,1.0,1.0,,,0.0,66.0,Offenbach,20221221
40,1R,Low,1.0,1.0,0.0,0.0,Actor,2.916593074798584,1.0,3.0,,,0.0,68.0,Offenbach,20221221
41,1R,Low,1.0,1.0,0.0,0.0,Observer,1.1495709419250488,1.0,4.0,,,0.0,69.0,Offenbach,20221221
42,1R,Low,4.0,4.0,0.0,0.0,Observer,1.199371099472046,1.0,5.0,,,0.0,70.0,Offenbach,20221221
43,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0661399364471436,1.0,6.0,,,0.0,71.0,Offenbach,20221221
44,1R,Low,6.0,6.0,0.0,0.0,Observer,2.382899045944214,1.0,0.0,,,0.0,76.0,Offenbach,20221221
45,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,1.43277907371521,1.0,4.0,,,0.0,80.0,Offenbach,20221221
46,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,1.16731595993042,1.0,6.0,,,0.0,82.0,Offenbach,20221221
47,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0504522323608398,1.0,0.0,,,0.0,87.0,Offenbach,20221221
48,1R,Low,5.0,5.0,0.0,0.0,Observer,1.315943956375122,1.0,1.0,,,0.0,88.0,Offenbach,20221221
49,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0499279499053955,1.0,3.0,,,0.0,90.0,Offenbach,20221221
50,1R,Low,1.0,1.0,0.0,0.0,Actor,1.266516923904419,1.0,4.0,,,0.0,91.0,Offenbach,20221221
51,1R,Med,11.0,11.0,0.0,0.0,Observer,1.515575885772705,1.0,5.0,,,0.0,92.0,Offenbach,20221221
52,1R,Low,5.0,5.0,0.0,0.0,Actor,1.2163877487182617,1.0,6.0,,,0.0,93.0,Offenbach,20221221
53,1R,Low,1.0,1.0,0.0,0.0,Actor,1.1000158786773682,1.0,7.0,,,0.0,94.0,Offenbach,20221221
54,1R,Med,9.0,9.0,0.0,0.0,Observer,1.2835328578948975,1.0,8.0,,,0.0,95.0,Offenbach,20221221
55,1R,Low,6.0,6.0,0.0,0.0,Observer,1.0337932109832764,1.0,9.0,,,0.0,96.0,Offenbach,20221221
56,1R,Low,7.0,7.0,0.0,0.0,Actor,1.1164708137512207,1.0,10.0,,,0.0,97.0,Offenbach,20221221
57,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0167229175567627,1.0,11.0,,,0.0,98.0,Offenbach,20221221
58,1R,Low,6.0,6.0,0.0,1.0,Observer,1.2327837944030762,-1.0,12.0,,,0.0,99.0,Offenbach,20221221
59,1R,Low,6.0,6.0,0.0,0.0,Actor-incongruent,1.3503129482269287,1.0,0.0,,,0.0,101.0,Offenbach,20221221
60,1R,Low,8.0,8.0,0.0,0.0,Actor,1.1838419437408447,1.0,2.0,,,0.0,103.0,Offenbach,20221221
61,1R,Low,6.0,6.0,0.0,0.0,Observer,1.4493451118469238,1.0,3.0,,,0.0,104.0,Offenbach,20221221
62,1R,Med,9.0,9.0,0.0,0.0,Actor-incongruent,1.1503849029541016,1.0,5.0,,,0.0,106.0,Offenbach,20221221
63,1R,Low,1.0,1.0,0.0,0.0,Observer,1.3679747581481934,1.0,6.0,,,0.0,107.0,Offenbach,20221221
64,1R,Low,3.0,3.0,0.0,0.0,Actor,1.2339329719543457,1.0,8.0,,,0.0,109.0,Offenbach,20221221
65,1R,Low,1.0,1.0,0.0,1.0,Observer,1.2327120304107666,-1.0,9.0,,,0.0,110.0,Offenbach,20221221
66,1R,Low,1.0,1.0,0.0,0.0,Actor,1.1332848072052002,1.0,0.0,,,0.0,112.0,Offenbach,20221221
67,1R,Low,3.0,3.0,0.0,0.0,Observer-incongruent,2.2827773094177246,1.0,5.0,,,0.0,117.0,Offenbach,20221221
68,1R,Low,5.0,5.0,0.0,0.0,Observer,1.132340908050537,1.0,6.0,,,0.0,118.0,Offenbach,20221221
69,1R,Low,3.0,3.0,0.0,1.0,Actor,1.1158039569854736,-1.0,9.0,,,0.0,121.0,Offenbach,20221221
70,1R,Low,2.0,2.0,0.0,0.0,Actor,1.1156022548675537,1.0,0.0,,,0.0,123.0,Offenbach,20221221
71,1R,Low,2.0,2.0,0.0,0.0,Actor,0.984227180480957,1.0,1.0,,,0.0,124.0,Offenbach,20221221
72,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0000717639923096,1.0,2.0,,,0.0,125.0,Offenbach,20221221
73,1R,Low,5.0,5.0,0.0,0.0,Actor,1.0000090599060059,1.0,3.0,,,0.0,126.0,Offenbach,20221221
74,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9833250045776367,1.0,4.0,,,0.0,127.0,Offenbach,20221221
75,1R,Low,3.0,3.0,0.0,0.0,Observer,2.3329291343688965,1.0,5.0,,,0.0,128.0,Offenbach,20221221
76,1R,Low,1.0,1.0,0.0,0.0,Actor,1.3003380298614502,1.0,6.0,,,0.0,129.0,Offenbach,20221221
77,1R,Low,7.0,7.0,0.0,0.0,Actor,1.399893045425415,1.0,7.0,,,0.0,130.0,Offenbach,20221221
78,1R,Low,7.0,7.0,1.0,1.0,Observer,0.9834959506988525,1.0,11.0,,,0.0,134.0,Offenbach,20221221
79,1R,Med,10.0,10.0,0.0,0.0,Actor-incongruent,1.1166253089904785,1.0,0.0,,,0.0,136.0,Offenbach,20221221
80,1R,Low,5.0,5.0,0.0,0.0,Actor,1.1166110038757324,1.0,1.0,,,0.0,137.0,Offenbach,20221221
81,1R,Low,1.0,1.0,0.0,0.0,Observer,1.166167974472046,1.0,2.0,,,0.0,138.0,Offenbach,20221221
82,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9992640018463135,1.0,3.0,,,0.0,139.0,Offenbach,20221221
