Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1671641934.245694,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671641944.3463738,605,14.8647780418396,0,1,1,-1,0.15,0.4285714285714285,"[2.164989948272705, 9.298203229904175]",1.0,14.8647780418396,14,6,2.667245165172889,0,15.86423397064209,2022_12_21_11_58_53,1,"[1, 1]","[1, 1]","[0, 1]","[2, 1]",1R,1R,0.0,1,,,,,,,,,,,,
1,1,1671641953.209978,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671641955.028765,109,7.132256031036377,0,1,-1,1,0.0,0.6,"[1.0167179107666016, 0.983367919921875]",0.0,7.132256031036377,15,9,1.1761153821435628,0,8.1320059299469,2022_12_21_11_59_12,2,"[0, 1]","[2, 1]","[1, 1]","[1, 1]",1NRO,1NR,1.0,2,,,,,,,,,,,,
2,2,1671641964.092374,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671641972.410083,499,10.750033855438232,1,0,1,1,0.15,0.7142857142857143,"[1.0164008140563965, 7.516266822814941]",1.0,10.750033855438232,7,5,1.1502105522444015,0,11.749918937683104,2022_12_21_11_59_23,3,"[1, 0]","[1, 2]","[1, 0]","[1, 4]",1R,1R,2.0,3,,,,,,,,,,,,
3,3,1671641978.791036,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671641983.16055,261,9.482705116271973,1,0,-1,1,0.0,0.5333333333333333,"[1.0514380931854248, 3.5669350624084473]",0.0,9.482705116271973,15,8,1.9201706208404128,0,10.482365131378174,2022_12_21_11_59_37,4,"[1, 1]","[1, 1]","[1, 0]","[1, 3]",1NRO,1NR,3.0,4,,,,,,,,,,,,
4,4,1671641992.140851,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671641994.1262,119,3.749511003494263,1,0,1,-1,0.15,0.2,"[1.182487964630127, 1.0332629680633545]",1.0,3.749511003494263,5,1,2.163627938060271,0,4.749017000198364,2022_12_21_11_59_51,5,"[0, 1]","[2, 1]","[0, 0]","[2, 2]",1R,1R,4.0,5,,,,,,,,,,,,
5,5,1671641999.5070982,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671642001.724054,133,7.532412767410278,1,0,1,1,0.15,0.5333333333333333,"[1.1830799579620361, 1.4163367748260498]",0.0,7.532412767410278,15,8,1.946940965769936,0,8.532975673675537,2022_12_21_11_59_58,6,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NR,1NR,5.0,6,,,,,,,,,,,,
6,6,1671642010.8063,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671642013.740698,176,8.231925010681152,1,0,-1,-1,0.0,0.5333333333333333,"[2.132683038711548, 1.3322961330413818]",0.0,8.231925010681152,15,8,1.915177316283812,0,9.23229718208313,2022_12_21_12_00_09,7,"[1, 0]","[1, 2]","[1, 0]","[1, 3]",1NRO,2NR,6.0,7,,,,,,,,,,,,
7,7,1671642022.822453,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671642026.173332,201,7.266134977340698,1,0,1,-1,0.15,0.5454545454545454,"[2.548866033554077, 0.9820659160614014]",1.0,7.266134977340698,11,6,1.7834857048126138,0,8.264986038208008,2022_12_21_12_00_21,8,"[0, 1]","[2, 1]","[0, 0]","[2, 2]",1R,1R,7.0,8,,,,,,,,,,,,
8,8,1671642033.8551512,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671642036.28852,146,7.548545837402344,0,1,1,1,0.15,0.6666666666666666,"[1.632556676864624, 1.382077932357788]",0.0,7.548545837402344,15,10,1.907427008376156,0,8.548418760299683,2022_12_21_12_00_32,9,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NR,1NR,8.0,9,,,,,,,,,,,,
9,9,1671642045.169919,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671642047.10462,116,7.05000901222229,1,0,-1,-1,0.0,0.4,"[1.13297700881958, 0.9996438026428223]",0.0,7.05000901222229,15,6,2.416662743571859,0,8.04894208908081,2022_12_21_12_00_44,10,"[1, 0]","[1, 2]","[1, 0]","[1, 2]",1NRO,2NR,9.0,10,,,,,,,,,,,,
10,10,1671642055.952708,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671642059.555129,216,8.899478197097778,0,1,-1,1,0.0,0.6,"[2.7998239994049072, 1.2166919708251953]",0.0,8.899478197097778,15,9,1.750482625540269,0,9.899360179901125,2022_12_21_12_00_54,11,"[0, 1]","[2, 1]","[1, 1]","[1, 1]",2NRO,3NR,10.0,11,,,,,,,,,,,,
11,11,1671642068.685236,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671642072.08673,204,8.699275016784668,0,1,1,1,0.15,0.7333333333333333,"[2.599574089050293, 1.6164019107818604]",0.0,8.699275016784668,15,11,1.4050673787525283,0,9.71613311767578,2022_12_21_12_01_07,12,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRG,4NR,11.0,12,,,,,,,,,,,,
12,12,1671642081.2176902,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671642086.385198,310,10.299534797668455,0,1,-1,-1,0.0,0.5333333333333333,"[4.365895748138428, 0.9837548732757568]",0.0,10.299534797668455,15,8,1.7249835052199087,0,11.298819780349731,2022_12_21_12_01_20,13,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",1NRO,5NR,12.0,13,,,,,,,,,,,,
13,13,1671642095.4171772,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671642097.967809,153,7.681865930557251,0,1,-1,-1,0.15,0.6,"[1.7489359378814697, 1.3989176750183105]",0.0,7.681865930557251,15,9,1.9077545050922355,0,8.681796789169312,2022_12_21_12_01_34,14,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",2NRO,6NR,13.0,1,,,,,,,,,,,,
14,14,1671642106.882396,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671642111.86708,299,10.21766996383667,0,1,1,1,0.0,0.6,"[4.183845043182373, 1.5332059860229492]",0.0,10.21766996383667,15,9,1.6373054069255244,0,11.216481924057009,2022_12_21_12_01_45,15,"[1, 0]","[1, 2]","[1, 0]","[1, 2]",1NRG,7NR,14.0,2,,,,,,,,,,,,
15,15,1671642120.981538,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671642125.966955,298,10.283798933029177,0,1,1,-1,0.0,0.6,"[4.183018922805786, 0.9998149871826172]",0.0,10.283798933029177,15,9,1.154293744103157,0,11.28310489654541,2022_12_21_12_01_59,16,"[0, 1]","[11, 1]","[1, 1]","[1, 1]",2NRG,8NR,15.0,3,,,,,,,,,,,,
16,16,1671642135.1642072,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671642138.747991,215,5.349477767944336,0,1,-1,-1,0.15,0.6,"[2.782444715499878, 1.3664708137512207]",1.0,5.349477767944336,5,3,1.4522140679174482,0,6.349260568618774,2022_12_21_12_02_14,17,"[0, 0]","[10, 4]","[0, 0]","[5, 4]",1R,1R,0.0,4,,,,,,,,,,,,
17,17,1671642144.196286,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671642146.914809,163,4.900827169418335,1,0,-1,-1,0.15,0.5,"[1.9167301654815674, 0.9837329387664795]",1.0,4.900827169418335,6,3,1.6447782641100217,0,5.900936841964722,2022_12_21_12_02_23,18,"[0, 0]","[9, 3]","[0, 0]","[4, 3]",1R,1R,1.0,5,,,,,,,,,,,,
18,18,1671642152.76326,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671642154.697458,116,3.700380086898804,0,1,-1,-1,0.15,0.2,"[1.1329841613769531, 0.9824070930480957]",1.0,3.700380086898804,5,1,2.049568827906241,0,4.699770212173462,2022_12_21_12_02_31,19,"[0, 0]","[8, 2]","[0, 0]","[3, 2]",1R,1R,2.0,6,,,,,,,,,,,,
19,19,1671642160.045831,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671642161.947028,114,4.349074125289917,1,0,-1,-1,0.15,0.2857142857142857,"[1.0994620323181152, 0.9996011257171631]",1.0,4.349074125289917,7,2,1.7724352034565147,0,5.3487389087677,2022_12_21_12_02_38,20,"[0, 1]","[7, 1]","[0, 1]","[2, 1]",1R,1R,3.0,7,,,,,,,,,,,,
20,20,1671642168.028358,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671642170.130546,126,7.216152906417847,0,1,1,-1,0.0,0.6666666666666666,"[1.232757806777954, 1.2997500896453857]",0.0,7.216152906417847,15,10,1.5416833823723357,0,8.216466188430786,2022_12_21_12_02_46,21,"[0, 1]","[6, 1]","[1, 1]","[1, 1]",1NRO,1NR,4.0,8,,,,,,,,,,,,
