Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1670615630.833762,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1670615633.233377,144,7.714436054229736,1,0,-1,-1,0.0,0.5333333333333333,"[1.5986640453338623, 0.9978382587432861]",0.0,7.714436054229736,15,8,1.9289798685905784,0,8.71429991722107,2022_12_09_14_53_49,1,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,1NR,0.0,1,,,,,,,,,,,,
1,1,1670615642.3312829,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1670615649.982034,459,8.749320983886719,0,1,1,1,0.15,0.6666666666666666,"[2.266364336013794, 6.849421262741089]",1.0,8.749320983886719,3,2,1.2465069129296789,0,9.749319314956663,2022_12_09_14_54_01,2,"[0, 1]","[3, 1]","[0, 1]","[2, 1]",1R,1R,0.0,2,,,,,,,,,,,,
2,2,1670615654.930418,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670615657.466125,151,7.832463979721069,0,1,-1,1,0.0,0.1333333333333333,"[1.7164688110351562, 1.2834851741790771]",0.0,7.832463979721069,15,2,2.5893943195899944,0,8.832271099090576,2022_12_09_14_54_13,3,"[0, 0]","[2, 16]","[1, 0]","[1, 8]",1NRO,1NR,1.0,3,,,,,,,,,,,,
3,3,1670615666.530018,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670615671.4978611,298,10.265891790390016,0,1,-1,1,0.0,0.3333333333333333,"[4.165392875671387, 0.982428789138794]",0.0,10.265891790390016,15,5,2.1989096973313305,0,11.265236854553224,2022_12_09_14_54_25,4,"[1, 0]","[1, 15]","[0, 0]","[2, 7]",2NRO,2NR,2.0,4,,,,,,,,,,,,
4,4,1670615680.695564,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1670615682.663327,118,7.15020489692688,1,0,-1,-1,0.0,0.6666666666666666,"[1.1664540767669678, 0.9823880195617676]",0.0,7.15020489692688,15,10,1.778255885135611,0,8.150252103805542,2022_12_09_14_54_39,5,"[1, 0]","[1, 14]","[1, 0]","[1, 6]",3NRO,3NR,3.0,5,,,,,,,,,,,,
5,5,1670615691.6112058,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670615712.4129589,1247,26.09814715385437,0,1,-1,1,0.0,0.2,"[2.833261013031006, 19.999138116836548]",0.0,26.09814715385437,15,3,2.4438067891427853,0,27.09819221496582,2022_12_09_14_54_50,6,"[0, 0]","[8, 13]","[1, 0]","[1, 5]",4NRO,4NR,4.0,6,,,,,,,,,,,,
6,6,1670615722.359089,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670615734.711149,740,17.649205923080444,0,1,-1,1,0.0,0.2666666666666666,"[2.466696262359619, 11.549413204193115]",0.0,17.649205923080444,15,4,1.6562540868209623,0,18.648620128631592,2022_12_09_14_55_21,7,"[0, 0]","[7, 12]","[1, 0]","[1, 4]",5NRO,5NR,5.0,7,,,,,,,,,,,,
7,7,1670615767.1895769,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670615776.490947,558,14.600366115570068,0,1,-1,1,0.0,0.2666666666666666,"[6.549554109573364, 8.499377965927124]",0.0,14.600366115570068,15,4,2.1806625430149755,0,15.599963188171388,2022_12_09_14_56_06,8,"[0, 0]","[6, 11]","[1, 0]","[1, 3]",6NRO,6NR,6.0,8,,,,,,,,,,,,
8,8,1670616107.916057,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670616114.185128,375,11.365272760391235,0,1,-1,1,0.0,0.3333333333333333,"[5.466844797134399, 4.383098840713501]",0.0,11.365272760391235,15,5,1.843581174546304,0,12.365320920944214,2022_12_09_15_01_46,9,"[0, 0]","[5, 10]","[1, 0]","[1, 2]",7NRO,7NR,7.0,9,,,,,,,,,,,,
9,9,1670616191.926666,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1670616194.545343,157,5.084518909454346,1,0,1,-1,0.15,0.5714285714285714,"[1.8170838356018066, 1.0333428382873535]",1.0,5.084518909454346,7,4,1.72026481568555,0,6.084326982498169,2022_12_09_15_03_10,10,"[0, 0]","[4, 9]","[0, 1]","[2, 1]",1R,1R,8.0,10,,,,,,,,,,,,
