,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,1.0,0.0,self,0.0,0.0,0.0,2021_06_15,SC
1,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,3.0,2021_06_15,SC
2,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,5.0,2021_06_15,SC
3,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,8.0,2021_06_15,SC
4,1R,Low,6.0,6.0,0.0,0.0,self,1.0,9.0,9.0,2021_06_15,SC
5,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,10.0,2021_06_15,SC
6,1R,Low,4.0,4.0,0.0,1.0,self,0.0,11.0,11.0,2021_06_15,SC
7,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,15.0,2021_06_15,SC
8,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,16.0,2021_06_15,SC
9,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,17.0,2021_06_15,SC
10,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,18.0,2021_06_15,SC
11,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,19.0,2021_06_15,SC
12,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,26.0,2021_06_15,SC
13,1R,Low,2.0,2.0,0.0,0.0,self,1.0,2.0,28.0,2021_06_15,SC
14,1R,Low,5.0,5.0,0.0,0.0,self,1.0,6.0,32.0,2021_06_15,SC
15,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,34.0,2021_06_15,SC
16,1R,Low,7.0,7.0,0.0,0.0,self,1.0,10.0,36.0,2021_06_15,SC
17,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,41.0,2021_06_15,SC
18,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,42.0,2021_06_15,SC
19,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,46.0,2021_06_15,SC
20,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,52.0,2021_06_15,SC
21,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,55.0,2021_06_15,SC
22,1R,Low,5.0,5.0,0.0,0.0,self,1.0,4.0,56.0,2021_06_15,SC
23,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,63.0,2021_06_15,SC
24,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,64.0,2021_06_15,SC
25,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,66.0,2021_06_15,SC
26,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,67.0,2021_06_15,SC
27,1R,Low,4.0,4.0,0.0,0.0,self,1.0,5.0,68.0,2021_06_15,SC
28,1R,Low,1.0,1.0,0.0,0.0,self,1.0,6.0,69.0,2021_06_15,SC
29,1R,Low,7.0,7.0,0.0,0.0,self,1.0,7.0,70.0,2021_06_15,SC
30,1R,Low,3.0,3.0,0.0,0.0,self,1.0,10.0,73.0,2021_06_15,SC
31,1R,Low,2.0,2.0,0.0,0.0,self,1.0,12.0,75.0,2021_06_15,SC
32,1R,Low,3.0,3.0,0.0,0.0,self,1.0,13.0,76.0,2021_06_15,SC
33,1R,Low,6.0,6.0,0.0,1.0,self,0.0,14.0,77.0,2021_06_15,SC
34,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,83.0,2021_06_15,SC
35,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,84.0,2021_06_15,SC
36,1R,Med,10.0,10.0,0.0,1.0,self,0.0,5.0,88.0,2021_06_15,SC
37,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,90.0,2021_06_15,SC
38,1R,Med,10.0,10.0,0.0,0.0,self,1.0,1.0,91.0,2021_06_15,SC
39,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,93.0,2021_06_15,SC
40,1R,Low,6.0,6.0,0.0,0.0,self,1.0,4.0,94.0,2021_06_15,SC
41,1R,Low,7.0,7.0,0.0,0.0,self,1.0,6.0,96.0,2021_06_15,SC
42,1R,Low,4.0,4.0,0.0,0.0,self,1.0,7.0,97.0,2021_06_15,SC
43,1R,Low,2.0,2.0,0.0,0.0,self,1.0,8.0,98.0,2021_06_15,SC
44,1R,Low,6.0,6.0,0.0,1.0,self,0.0,10.0,100.0,2021_06_15,SC
45,1R,Med,9.0,9.0,0.0,0.0,self,1.0,0.0,105.0,2021_06_15,SC
46,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,106.0,2021_06_15,SC
47,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,107.0,2021_06_15,SC
48,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,108.0,2021_06_15,SC
49,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,109.0,2021_06_15,SC
50,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,110.0,2021_06_15,SC
51,1R,Low,5.0,5.0,0.0,1.0,self,0.0,7.0,112.0,2021_06_15,SC
52,1R,High,12.0,12.0,1.0,0.0,self,0.0,0.0,115.0,2021_06_15,SC
53,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,119.0,2021_06_15,SC
54,1R,Low,5.0,5.0,0.0,0.0,self,1.0,5.0,120.0,2021_06_15,SC
55,1R,Low,4.0,4.0,0.0,0.0,self,1.0,6.0,121.0,2021_06_15,SC
56,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,128.0,2021_06_15,SC
57,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,130.0,2021_06_15,SC
58,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,132.0,2021_06_15,SC
59,1R,Low,3.0,3.0,0.0,0.0,self,1.0,5.0,133.0,2021_06_15,SC
