,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,0.0,2021_07_02,SC
1,1R,Low,6.0,6.0,0.0,0.0,self,1.0,1.0,1.0,2021_07_02,SC
2,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,3.0,2021_07_02,SC
3,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,4.0,2021_07_02,SC
4,1R,Low,7.0,7.0,0.0,0.0,self,1.0,5.0,5.0,2021_07_02,SC
5,1R,Low,6.0,6.0,0.0,0.0,self,1.0,7.0,7.0,2021_07_02,SC
6,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,8.0,2021_07_02,SC
7,1R,Low,6.0,6.0,0.0,0.0,self,1.0,9.0,9.0,2021_07_02,SC
8,1R,Low,6.0,6.0,0.0,0.0,self,1.0,10.0,10.0,2021_07_02,SC
9,1R,Low,4.0,4.0,0.0,1.0,self,0.0,11.0,11.0,2021_07_02,SC
10,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,14.0,2021_07_02,SC
11,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,15.0,2021_07_02,SC
12,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,16.0,2021_07_02,SC
13,1R,Low,3.0,3.0,0.0,0.0,self,1.0,3.0,17.0,2021_07_02,SC
14,1R,Low,3.0,3.0,0.0,0.0,self,1.0,4.0,18.0,2021_07_02,SC
15,1R,Low,2.0,2.0,0.0,0.0,self,1.0,5.0,19.0,2021_07_02,SC
16,1R,Low,8.0,8.0,0.0,0.0,self,1.0,8.0,22.0,2021_07_02,SC
17,1R,Low,1.0,1.0,0.0,0.0,self,1.0,9.0,23.0,2021_07_02,SC
18,1R,Low,3.0,3.0,0.0,1.0,self,0.0,11.0,25.0,2021_07_02,SC
19,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,28.0,2021_07_02,SC
20,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,30.0,2021_07_02,SC
21,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,31.0,2021_07_02,SC
22,1R,Med,9.0,9.0,0.0,0.0,self,1.0,5.0,33.0,2021_07_02,SC
23,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,34.0,2021_07_02,SC
24,1R,Med,11.0,11.0,0.0,0.0,self,1.0,7.0,35.0,2021_07_02,SC
25,1R,Low,2.0,2.0,0.0,1.0,self,0.0,8.0,36.0,2021_07_02,SC
26,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,42.0,2021_07_02,SC
27,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,43.0,2021_07_02,SC
28,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,45.0,2021_07_02,SC
29,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,46.0,2021_07_02,SC
30,1R,Low,2.0,2.0,0.0,1.0,self,0.0,9.0,51.0,2021_07_02,SC
31,1R,Med,11.0,11.0,0.0,0.0,self,1.0,0.0,55.0,2021_07_02,SC
32,1R,Low,7.0,7.0,0.0,0.0,self,1.0,1.0,56.0,2021_07_02,SC
33,1R,Low,7.0,7.0,0.0,0.0,self,1.0,2.0,57.0,2021_07_02,SC
34,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,58.0,2021_07_02,SC
35,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,61.0,2021_07_02,SC
36,1R,Low,2.0,2.0,0.0,0.0,self,1.0,7.0,62.0,2021_07_02,SC
37,1R,Low,2.0,2.0,0.0,1.0,self,0.0,8.0,63.0,2021_07_02,SC
38,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,69.0,2021_07_02,SC
39,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,72.0,2021_07_02,SC
40,1R,Med,10.0,10.0,0.0,0.0,self,1.0,4.0,73.0,2021_07_02,SC
41,1R,Low,2.0,2.0,0.0,1.0,self,0.0,5.0,74.0,2021_07_02,SC
42,1R,Med,10.0,10.0,0.0,0.0,self,1.0,0.0,79.0,2021_07_02,SC
43,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,81.0,2021_07_02,SC
44,1R,Low,5.0,5.0,0.0,0.0,self,1.0,3.0,82.0,2021_07_02,SC
45,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,86.0,2021_07_02,SC
46,1R,Low,8.0,8.0,0.0,0.0,self,1.0,2.0,88.0,2021_07_02,SC
47,1R,Med,9.0,9.0,0.0,0.0,self,1.0,3.0,89.0,2021_07_02,SC
48,1R,Low,1.0,1.0,0.0,0.0,self,1.0,4.0,90.0,2021_07_02,SC
49,1R,Med,10.0,10.0,0.0,0.0,self,1.0,5.0,91.0,2021_07_02,SC
50,1R,Low,1.0,1.0,0.0,0.0,self,1.0,7.0,93.0,2021_07_02,SC
51,1R,Low,6.0,6.0,0.0,0.0,self,1.0,8.0,94.0,2021_07_02,SC
52,1R,Med,11.0,11.0,0.0,0.0,self,1.0,9.0,95.0,2021_07_02,SC
53,1R,Low,2.0,2.0,0.0,1.0,self,0.0,10.0,96.0,2021_07_02,SC
54,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,99.0,2021_07_02,SC
55,1R,Low,4.0,4.0,1.0,0.0,self,0.0,8.0,107.0,2021_07_02,SC
56,1R,Med,9.0,9.0,0.0,0.0,self,1.0,12.0,111.0,2021_07_02,SC
57,1R,Low,2.0,2.0,0.0,1.0,self,0.0,13.0,112.0,2021_07_02,SC
58,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,117.0,2021_07_02,SC
59,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,122.0,2021_07_02,SC
60,1R,Low,3.0,3.0,0.0,1.0,self,0.0,6.0,123.0,2021_07_02,SC
61,1R,High,13.0,13.0,0.0,0.0,self,1.0,0.0,128.0,2021_07_02,SC
62,1R,High,12.0,12.0,0.0,0.0,self,1.0,1.0,129.0,2021_07_02,SC
63,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,131.0,2021_07_02,SC
64,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,133.0,2021_07_02,SC
65,1R,Low,2.0,2.0,0.0,0.0,self,1.0,6.0,134.0,2021_07_02,SC
66,1R,Med,9.0,9.0,0.0,0.0,self,1.0,7.0,135.0,2021_07_02,SC
67,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,137.0,2021_07_02,SC
68,1R,Med,10.0,10.0,0.0,1.0,self,0.0,10.0,138.0,2021_07_02,SC
69,1R,High,14.0,14.0,0.0,0.0,self,1.0,0.0,143.0,2021_07_02,SC
70,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,145.0,2021_07_02,SC
71,1R,Low,8.0,8.0,0.0,0.0,self,1.0,4.0,147.0,2021_07_02,SC
72,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,158.0,2021_07_02,SC
73,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,159.0,2021_07_02,SC
74,1R,Med,10.0,10.0,0.0,0.0,self,1.0,3.0,161.0,2021_07_02,SC
75,1R,Low,5.0,5.0,0.0,0.0,self,1.0,6.0,164.0,2021_07_02,SC
76,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,172.0,2021_07_02,SC
77,1R,Low,4.0,4.0,0.0,0.0,self,1.0,1.0,173.0,2021_07_02,SC
78,1R,Med,9.0,9.0,0.0,0.0,self,1.0,2.0,174.0,2021_07_02,SC
79,1R,Med,10.0,10.0,0.0,0.0,self,1.0,3.0,175.0,2021_07_02,SC
80,1R,Low,1.0,1.0,0.0,0.0,self,1.0,0.0,178.0,2021_07_02,SC
81,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,180.0,2021_07_02,SC
82,1R,Med,10.0,10.0,0.0,0.0,self,1.0,3.0,181.0,2021_07_02,SC
83,1R,Low,1.0,1.0,0.0,0.0,self,1.0,5.0,183.0,2021_07_02,SC
84,1R,Low,7.0,7.0,0.0,0.0,self,1.0,8.0,186.0,2021_07_02,SC
85,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,187.0,2021_07_02,SC
86,1R,Low,2.0,2.0,0.0,1.0,self,0.0,10.0,188.0,2021_07_02,SC
87,1R,Low,5.0,5.0,0.0,0.0,self,1.0,0.0,192.0,2021_07_02,SC
88,1R,Low,8.0,8.0,0.0,0.0,self,1.0,2.0,194.0,2021_07_02,SC
89,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,195.0,2021_07_02,SC
90,1R,Low,3.0,3.0,0.0,0.0,self,1.0,6.0,198.0,2021_07_02,SC
91,1R,Low,2.0,2.0,1.0,1.0,self,1.0,7.0,199.0,2021_07_02,SC
92,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,200.0,2021_07_02,SC
93,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,201.0,2021_07_02,SC
94,1R,Low,4.0,4.0,0.0,0.0,self,1.0,2.0,202.0,2021_07_02,SC
95,1R,Low,4.0,4.0,0.0,0.0,self,1.0,3.0,203.0,2021_07_02,SC
96,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,204.0,2021_07_02,SC
97,1R,Low,8.0,8.0,0.0,0.0,self,1.0,5.0,205.0,2021_07_02,SC
98,1R,Low,5.0,5.0,0.0,1.0,self,0.0,11.0,211.0,2021_07_02,SC
99,1R,Low,7.0,7.0,0.0,0.0,self,1.0,0.0,216.0,2021_07_02,SC
100,1R,Low,8.0,8.0,0.0,0.0,self,1.0,2.0,218.0,2021_07_02,SC
101,1R,Low,6.0,6.0,0.0,0.0,self,1.0,3.0,219.0,2021_07_02,SC
102,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,220.0,2021_07_02,SC
103,1R,Low,6.0,6.0,0.0,0.0,self,1.0,0.0,227.0,2021_07_02,SC
104,1R,Low,7.0,7.0,0.0,0.0,self,1.0,9.0,236.0,2021_07_02,SC
105,1R,Low,6.0,6.0,0.0,1.0,self,0.0,10.0,237.0,2021_07_02,SC
