,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,confidence
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260815.9634447, 0.0]","[1.0, 1.0]",1.0,1.0,2.9666831493377686,1625260823.31176,1,-1,0,-1,0.9090909090909091,1.0,11,10,0,"[0, 0]"
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260824.763133, 0.0]","[1.0, 1.0]",1.0,1.0,2.7500839233398438,1625260828.2616801,1,-1,0,-1,0.6,1.0,10,6,0,"[0, 0]"
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260828.229889, 0.0]","[1.0, 1.0]",1.0,1.0,3.883310079574585,1625260832.7949219,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,"[0, 0]"
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260834.528819, 0.0]","[1.0, 1.0]",1.0,1.0,3.1842029094696045,1625260838.444083,1,-1,0,-1,0.5,1.0,12,6,0,"[0, 0]"
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260839.6284475, 0.0]","[1.0, 1.0]",1.0,1.0,3.167327404022217,1625260843.6948218,1,-1,0,-1,0.6666666666666666,1.0,12,8,0,"[0, 0]"
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260844.0964394, 0.0]","[1.0, 1.0]",1.0,1.0,3.799970865249634,1625260848.661489,1,-1,0,-1,0.4666666666666667,1.0,15,7,0,"[0, 0]"
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260849.6297538, 0.0]","[1.0, 1.0]",1.0,1.0,3.8665621280670166,1625260854.2114718,1,-1,0,-1,0.8666666666666667,0.0,15,13,0,"[0, 0]"
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260856.0794518, 0.0]","[1.0, 1.0]",1.0,1.0,3.016738176345825,1625260859.911264,1,-1,0,-1,0.5454545454545454,1.0,11,6,0,"[0, 0]"
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260862.713092, 0.0]","[1.0, 1.0]",1.0,1.0,0.9658000469207764,1625260864.427951,1,-1,0,-1,1.0,1.0,1,1,0,"[0, 0]"
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[-1625260863.8617098, 0.0]","[1.0, 1.0]",1.0,1.0,2.4000942707061768,1625260866.894599,1,-1,0,-1,0.75,1.0,8,6,0,"[0, 0]"
