Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1674248054.165167,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1674248059.831545,339,10.780325889587402,1,0,-1,1,0.0,0.6666666666666666,"[2.3643078804016113, 4.864574909210205]",0.0,10.780325889587402,15,10,2.0107436924775937,0,11.780179023742676,2023_01_20_15_54_13,1,"[1, 0]","[1, 2]","[1, 1]","[1, 1]",1NRO,1NR,0.0,1,0.811185867200959,0.8182023715784781,0.9039596473037116,0.0791305771464654,0.0851725670271069,0.0884859163164909,,,,,,
1,1,1674248068.862887,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674248072.213133,201,5.116756916046143,0,1,1,1,0.15,0.8,"[2.5493581295013428, 1.149487018585205]",1.0,5.116756916046143,5,4,2.2243420453914515,0,6.115599155426025,2023_01_20_15_54_27,2,"[0, 1]","[2, 1]","[0, 1]","[2, 1]",1R,1R,0.0,2,0.8347481607243916,0.8839841539332202,1.0,0.0,0.0,0.0,0.3351077439431936,0.8292784541837478,0.9996626280467568,0.0,0.0,0.0
2,2,1674248077.661709,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1674248081.047095,202,8.533344030380249,1,0,1,-1,0.15,0.8,"[2.5668821334838867, 0.9835720062255859]",0.0,8.533344030380249,15,12,1.704631380938715,0,9.533041954040527,2023_01_20_15_54_36,3,"[1, 0]","[1, 2]","[1, 1]","[1, 1]",1NR,1NR,1.0,3,0.8828881145954317,0.8908246225319396,0.967866821525358,0.0315524583817266,0.0334881920247773,0.0334881920247773,0.1883870697902998,0.8476450067234664,0.9490990915848406,0.0,0.0025169906549577,0.0437569144631117
3,3,1674248090.011179,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1674248092.712383,162,7.816411018371582,1,0,-1,-1,0.0,0.4666666666666667,"[1.8996260166168213, 1.0831620693206787]",0.0,7.816411018371582,15,7,1.6085256293909538,0,8.815562963485718,2023_01_20_15_54_48,4,"[0, 1]","[2, 1]","[0, 1]","[2, 1]",1NRO,2NR,2.0,4,0.8401586069779438,0.8458103350230285,0.9214265585227832,0.0457984858825833,0.0664565263232379,0.0705491569765751,0.5086555240594309,0.7132870567270181,0.9559215883185856,0.0,0.0,0.0
4,4,1674248101.60999,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1674248103.5950358,119,7.167356252670288,1,0,-1,1,0.0,0.6,"[1.183387041091919, 1.1672680377960205]",0.0,7.167356252670288,15,9,1.7772630249197068,0,8.167181015014648,2023_01_20_15_55_00,5,"[1, 0]","[1, 2]","[1, 1]","[1, 1]",2NRO,3NR,3.0,5,0.7757887730885457,0.8298419953146506,0.9069784441141812,0.0015388817715617,0.026160990116549,0.1134925306526759,0.2217913353275727,0.2818077244188153,0.4653193756785763,0.117339735082237,0.1456166876348417,0.3622142969833646
5,5,1674248112.526429,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674248114.9444108,145,7.5157151222229,1,0,1,1,0.15,0.6666666666666666,"[1.2160930633544922, 1.6158580780029297]",0.0,7.5157151222229,15,10,2.038436445598302,0,8.515560865402222,2023_01_20_15_55_11,6,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRG,4NR,4.0,6,0.8663849107075734,0.8906303922981261,0.9999305875329564,0.0,0.0,0.0,0.1437131368480456,0.7740956582060037,0.9506575120478884,0.0,0.0,0.0
6,6,1674248123.825513,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1674248126.443197,157,7.733122110366821,0,1,-1,-1,0.0,0.7333333333333333,"[1.8163471221923828, 1.1492161750793457]",0.0,7.733122110366821,15,11,1.696752338300567,0,8.732752084732056,2023_01_20_15_55_22,7,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,5NR,5.0,7,0.6114582363113382,0.6691356225280866,0.7244747363306423,0.0023382724141924,0.0196804594861201,0.2420111948689235,0.8170660432495617,0.9651276056886812,1.0,0.0,0.0,0.0
7,7,1674248135.340918,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1674248138.592006,195,8.34976577758789,0,1,1,1,0.15,0.8,"[2.4497199058532715, 1.150068998336792]",0.0,8.34976577758789,15,12,1.45513177360192,0,9.34932780265808,2023_01_20_15_55_34,8,"[1, 0]","[1, 2]","[1, 0]","[1, 6]",1NRG,6NR,6.0,8,0.8520328381548085,0.8999218139171228,1.0,0.0,0.0,0.0,0.0426114151681,0.7888975762314308,1.0,0.0,0.0,0.0
8,8,1674248147.5070138,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1674248150.359309,171,7.966203212738037,1,0,-1,1,0.0,0.5333333333333333,"[2.0497453212738037, 1.0995583534240723]",0.0,7.966203212738037,15,8,1.5983559366331406,0,8.965278387069702,2023_01_20_15_55_46,9,"[1, 1]","[1, 1]","[1, 0]","[1, 5]",1NRO,7NR,7.0,9,0.8551579196825381,0.8592505168368985,0.9633194159049192,0.0202681001930227,0.0226067271383715,0.0487213946947663,0.2640699592480672,0.4969582258911966,0.9299939819422708,0.0,0.0,0.0
9,9,1674248159.2733262,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1674248162.64196,202,5.465886831283569,1,0,1,-1,0.15,0.3333333333333333,"[2.5663957595825195, 0.9827327728271484]",1.0,5.465886831283569,6,2,1.7555905830880398,0,6.466416835784912,2023_01_20_15_55_58,10,"[0, 1]","[4, 1]","[0, 0]","[4, 4]",1R,1R,8.0,10,0.8374642516682554,0.838417540514776,1.0,0.0,0.0,0.0,0.2512804814744071,0.73143123070539,0.8763824002845546,0.0,0.0061985697517405,0.1301699647865524
