,Unnamed: 0,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,history,pos_in_block,switched
0,0,0,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668447983.471828,576,11.098777055740356,1,0,-1,0,0.15,0.5,[8.81551718711853],1.0,11.098777055740356,4,2,0,11.598318099975586,1R,0.0,1.0
1,1,1,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668447989.039089,106,7.066274642944336,1,0,1,0,0.0,0.2666666666666666,[0.9671769142150879],0.0,7.066274642944336,15,4,0,7.566003799438477,,,
2,2,2,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668447999.221181,166,3.866530179977417,1,0,-1,0,0.15,0.6666666666666666,[1.9667799472808838],1.0,3.866530179977417,3,2,0,4.366177082061768,1R,2.0,1.0
3,3,3,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668448004.337784,120,3.432703971862793,1,0,-1,0,0.15,0.75,[1.1985399723052979],1.0,3.432703971862793,4,3,0,3.9327759742736816,1R,3.0,1.0
4,4,4,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668448010.037675,137,7.582996129989624,1,0,1,0,0.0,0.3333333333333333,[1.4828619956970215],0.0,7.582996129989624,15,5,0,8.082618951797485,,,
5,5,5,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668448021.120529,219,8.816050052642822,1,0,1,0,0.0,0.8,[2.8501670360565186],0.0,8.816050052642822,15,12,0,9.315981149673462,,,
6,6,6,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668448030.636217,130,6.599604845046997,1,0,-1,0,0.15,0.6923076923076923,[1.3673210144042969],1.0,6.599604845046997,13,9,0,7.099583864212036,1R,6.0,1.0
7,7,7,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668448038.951526,107,6.882770776748657,1,0,-1,0,0.15,0.8666666666666667,[0.9826700687408447],0.0,6.882770776748657,15,13,0,7.382092952728271,1NR,7.0,1.0
8,8,8,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668448047.93471,106,7.082741022109985,1,0,1,0,0.0,0.5333333333333333,[0.9678080081939697],0.0,7.082741022109985,15,8,0,7.582647085189819,,,
9,9,9,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668448057.9998631,158,7.930785894393921,1,0,1,0,0.0,0.0666666666666666,[1.8312158584594727],0.0,7.930785894393921,15,1,0,8.43114709854126,,,
10,10,10,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668448067.215909,106,3.86758804321289,1,0,-1,0,0.15,0.6666666666666666,[0.9662289619445801],1.0,3.86758804321289,6,4,0,4.367851972579956,1R,10.0,1.0
11,11,11,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1668448073.6988292,143,2.832725048065185,1,0,-1,0,0.15,1.0,[1.582468032836914],1.0,2.832725048065185,1,1,0,3.332322120666504,1R,11.0,1.0
12,12,12,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1668448077.998879,113,7.033572673797607,1,0,1,0,0.0,0.7333333333333333,[1.0841689109802246],0.0,7.033572673797607,15,11,0,7.532577753067017,,,
