,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,total_polls,touched_polls,trial_aborted,trial_duration
509,509,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046564.7201831,119,0,1,-1,-1,0.15,0.7,0.7497150897979736,1.0,10,7,0,5.433625221252441
510,510,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046575.552953,221,1,0,-1,-1,0.15,0.6666666666666666,0.74969482421875,0.0,15,10,0,8.79974889755249
511,511,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046586.318571,108,1,0,-1,-1,0.15,0.75,0.7494947910308838,1.0,4,3,0,3.2835428714752197
512,512,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046593.3679922,117,0,1,-1,-1,0.15,1.0,0.747650146484375,1.0,2,2,0,2.832036018371582
513,513,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046599.767626,116,1,0,-1,-1,0.15,0.5,0.7502808570861816,1.0,2,1,0,2.699968099594116
514,514,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046605.96722,112,0,1,-1,-1,0.15,0.8,0.7503800392150879,1.0,5,4,0,3.6338961124420166
515,515,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671046613.5518541,134,1,0,1,-1,0.0,0.8,0.7498970031738281,0.0,15,12,0,7.53368878364563
516,516,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046624.449197,108,0,1,1,1,0.0,0.8,0.7659192085266113,0.0,15,12,0,6.917447090148926
517,517,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046636.1316009,170,1,0,1,1,0.15,0.8,0.7500410079956055,0.0,15,12,0,8.000466108322144
518,518,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671046647.1987221,125,0,1,-1,1,0.0,0.8666666666666667,0.7496383190155029,0.0,15,13,0,7.199306964874268
519,519,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671046660.081377,242,1,0,1,-1,0.15,1.0,0.75006103515625,1.0,6,6,0,6.133457899093628
520,520,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046667.6966999,108,1,0,1,1,0.15,0.6666666666666666,0.7497999668121338,1.0,3,2,0,2.9008781909942627
521,521,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046674.445942,125,0,1,1,1,0.15,0.8333333333333334,0.7663371562957764,1.0,6,5,0,4.233916282653809
522,522,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046682.095093,113,0,1,1,1,0.15,0.8888888888888888,0.7495372295379639,1.0,9,8,0,4.9837751388549805
523,523,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046690.711068,111,1,0,1,1,0.15,0.6666666666666666,0.7483599185943604,1.0,6,4,0,3.9657890796661377
524,524,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046698.243913,108,0,1,1,1,0.15,0.6666666666666666,0.7496120929718018,0.0,15,10,0,6.933805227279663
525,525,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671046711.294505,250,0,1,1,-1,0.15,0.8,0.749506950378418,0.0,15,12,0,9.467077016830444
526,526,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046725.492387,301,0,1,-1,-1,0.0,0.7333333333333333,0.749539852142334,0.0,15,11,0,10.133014917373657
527,527,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046736.5248551,122,0,1,-1,-1,0.0,0.6666666666666666,0.7500202655792236,0.0,15,10,0,7.167509078979492
528,528,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671046747.5093791,125,1,0,1,-1,0.0,0.5333333333333333,0.7498619556427002,0.0,15,8,0,7.399677038192749
529,529,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671046759.041245,147,1,0,-1,1,0.15,1.0,0.7489228248596191,1.0,1,1,0,2.899343967437744
530,530,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046765.256208,131,1,0,-1,-1,0.15,0.6,0.7496697902679443,1.0,5,3,0,4.083606958389282
531,531,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046772.889716,125,0,1,-1,-1,0.15,0.45454545454545453,0.7499289512634277,1.0,11,5,0,5.866895914077759
532,532,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046782.205065,111,0,1,-1,-1,0.15,0.6,0.7490460872650146,1.0,5,3,0,3.6166248321533203
533,533,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046790.087973,151,0,1,-1,-1,0.15,0.3333333333333333,0.7498190402984619,1.0,3,1,0,3.615931749343872
534,534,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046797.003903,133,1,0,-1,-1,0.15,1.0,0.7494516372680664,1.0,1,1,0,2.650441884994507
535,535,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046802.870029,111,1,0,-1,-1,0.15,0.6,0.749535083770752,0.0,15,9,0,6.95008397102356
536,536,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046813.61967,114,0,1,-1,-1,0.15,0.8,0.7499442100524902,0.0,15,12,0,7.0174620151519775
537,537,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046824.58573,126,1,0,1,1,0.0,0.8666666666666667,0.7501778602600098,0.0,15,13,0,7.216360092163086
538,538,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046836.117878,160,1,0,1,1,0.0,0.7333333333333333,0.749474048614502,0.0,15,11,0,7.766252040863037
539,539,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671046847.03514,122,1,0,1,-1,0.0,0.6666666666666666,0.7493939399719238,0.0,15,10,0,7.1491639614105225
540,540,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671046857.684129,107,1,0,1,-1,0.0,0.7333333333333333,0.7494158744812012,0.0,15,11,0,6.883581876754761
541,541,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046868.382336,111,1,0,-1,-1,0.15,0.5555555555555556,0.7494878768920898,1.0,9,5,0,5.066208839416504
542,542,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046877.1649432,113,0,1,-1,-1,0.15,1.0,0.764901876449585,1.0,1,1,0,2.333061933517456
543,543,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046883.1478431,121,1,0,-1,-1,0.0,0.4666666666666667,0.7500920295715332,0.0,15,7,0,7.316897869110107
544,544,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671046894.2147882,120,0,1,1,-1,0.15,0.6666666666666666,0.7506427764892578,1.0,3,2,0,3.1015968322753906
545,545,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671046901.064665,130,0,1,1,-1,0.15,1.0,0.7495801448822021,1.0,4,4,0,3.6172831058502197
546,546,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671046907.9305139,109,0,1,1,-1,0.15,0.6666666666666666,0.7498717308044434,0.0,15,10,0,6.982785940170288
547,547,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671046919.145401,138,0,1,1,-1,0.15,1.0,0.7494521141052246,1.0,3,3,0,3.4007890224456787
548,548,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671046926.5459719,162,0,1,1,-1,0.15,1.0,0.7500019073486328,1.0,8,8,0,5.483032703399658
549,549,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671046935.095762,125,0,1,1,-1,0.15,0.3333333333333333,0.749351978302002,1.0,3,1,0,3.2005579471588135
550,550,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671046941.7446988,117,0,1,1,-1,0.15,0.8333333333333334,0.7489800453186035,1.0,6,5,0,4.067917823791504
551,551,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046949.643404,130,0,1,1,1,0.15,0.75,0.7497410774230957,1.0,4,3,0,3.617224931716919
552,552,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046957.45934,165,1,0,1,1,0.15,0.4,0.765894889831543,1.0,5,2,0,4.533910036087036
553,553,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046964.876128,120,1,0,1,1,0.15,0.7142857142857143,0.7500243186950684,1.0,7,5,0,4.4328932762146
554,554,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046974.475107,212,0,1,1,1,0.0,0.7333333333333333,0.7490241527557373,0.0,15,11,0,8.698233127593994
555,555,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671046989.141691,340,0,1,-1,1,0.15,0.9333333333333333,0.7490699291229248,1.0,15,14,0,10.83213210105896
556,556,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671047007.740669,569,1,0,1,-1,0.0,0.6,0.7492051124572754,0.0,15,9,0,14.798640012741089
557,557,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047019.1052392,117,1,0,1,1,0.0,0.8666666666666667,0.7503843307495117,0.0,15,13,0,7.099884033203125
558,558,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047030.1045241,125,1,0,-1,-1,0.15,0.6666666666666666,0.7500340938568115,1.0,3,2,0,3.184357166290283
559,559,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047037.370541,155,1,0,-1,-1,0.15,0.5,0.7497439384460449,1.0,4,2,0,4.050558805465698
560,560,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047044.820313,141,1,0,-1,-1,0.15,0.9090909090909091,0.7499470710754395,1.0,11,10,0,6.117194890975952
561,561,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047054.085876,107,0,1,-1,-1,0.15,1.0,0.7663218975067139,1.0,4,4,0,3.2328059673309326
562,562,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047060.885897,107,1,0,-1,-1,0.15,0.8333333333333334,0.7498021125793457,1.0,6,5,0,3.8835699558258057
563,563,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047068.418101,109,0,1,-1,-1,0.15,1.0,0.7498149871826172,1.0,3,3,0,2.9336671829223633
564,564,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047074.968048,112,1,0,-1,-1,0.15,0.625,0.7507636547088623,1.0,8,5,0,4.683835744857788
565,565,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047085.234018,227,1,0,-1,-1,0.15,0.5714285714285714,0.7488090991973877,1.0,14,8,0,8.548634052276611
566,566,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047097.899922,245,0,1,-1,-1,0.15,0.9166666666666666,0.7498219013214111,1.0,12,11,0,8.182603120803833
567,567,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047108.4322948,156,1,0,-1,-1,0.15,0.6,0.7504458427429199,1.0,10,6,0,6.033618927001953
568,568,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047117.41479,110,1,0,-1,-1,0.0,0.6,0.7486460208892822,0.0,15,9,0,7.132105827331543
569,569,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671047128.565066,125,1,0,-1,1,0.0,0.6,0.7495899200439453,0.0,15,9,0,7.299949645996094
570,570,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047139.563833,122,1,0,1,1,0.15,0.6666666666666666,0.7497670650482178,1.0,6,4,0,4.133097171783447
571,571,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047147.4964721,131,0,1,1,1,0.15,0.9333333333333333,0.7494089603424072,0.0,15,14,0,7.349699974060059
572,572,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047158.6455412,133,0,1,1,1,0.15,0.5,0.7503712177276611,1.0,2,1,0,3.000007152557373
573,573,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047165.8615239,172,0,1,1,1,0.15,0.6,0.7493381500244141,0.0,15,9,0,7.965907096862793
574,574,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047176.8944042,128,0,1,1,1,0.15,0.6666666666666666,0.7496569156646729,1.0,3,2,0,3.250426769256592
575,575,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047183.477084,112,1,0,1,1,0.15,0.5,0.7494020462036133,1.0,6,3,0,3.9674909114837646
576,576,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047191.3267572,128,1,0,1,1,0.15,0.625,0.7497830390930176,1.0,8,5,0,4.9506518840789795
577,577,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047199.859211,123,0,1,1,1,0.15,0.7692307692307693,0.7491700649261475,1.0,13,10,0,6.516592979431152
578,578,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047209.875534,108,0,1,1,1,0.15,0.5,0.7497291564941406,1.0,4,2,0,3.2672250270843506
579,579,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047216.791741,111,0,1,1,1,0.15,0.5,0.7495689392089844,1.0,2,1,0,2.6499650478363037
580,580,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047223.0242,112,0,1,1,1,0.15,1.0,0.7497529983520508,1.0,5,5,0,3.700150966644287
581,581,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047230.790708,141,1,0,1,1,0.15,0.6666666666666666,0.7494478225708008,0.0,15,10,0,7.4828081130981445
582,582,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671047243.757875,244,1,0,-1,1,0.0,0.6666666666666666,0.7492179870605469,0.0,15,10,0,9.23204493522644
583,583,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047254.755491,119,0,1,-1,-1,0.0,0.8666666666666667,0.7495532035827637,0.0,15,13,0,7.301217079162598
584,584,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047266.0879302,135,0,1,-1,-1,0.0,0.6666666666666666,0.7495529651641846,0.0,15,10,0,7.349040985107422
585,585,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047277.003391,123,1,0,-1,-1,0.0,0.6,0.7494730949401855,0.0,15,9,0,7.166078090667725
586,586,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671047288.120707,135,1,0,1,-1,0.0,0.6,0.7505049705505371,0.0,15,9,0,7.350136995315552
587,587,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047300.902904,235,0,1,1,1,0.0,0.9333333333333333,0.7492852210998535,0.0,15,14,0,9.233455181121826
588,588,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047312.9180002,171,1,0,1,1,0.0,0.6666666666666666,0.7498879432678223,0.0,15,10,0,7.950784921646118
589,589,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047323.634103,109,1,0,1,1,0.0,0.8,0.749121904373169,0.0,15,12,0,6.9336090087890625
590,590,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047334.2832918,107,0,1,-1,-1,0.15,1.0,0.7497818470001221,1.0,7,7,0,4.2171571254730225
591,591,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047342.667594,139,0,1,-1,-1,0.15,0.6666666666666666,0.7500040531158447,1.0,9,6,0,5.41589093208313
592,592,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047351.2488692,108,0,1,-1,-1,0.15,0.7333333333333333,0.7501928806304932,0.0,15,11,0,6.934494972229004
593,593,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047362.215034,125,1,0,-1,-1,0.15,0.6666666666666666,0.7495501041412354,1.0,3,2,0,3.2000701427459717
594,594,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047369.131517,133,1,0,-1,-1,0.15,0.7142857142857143,0.749995231628418,1.0,7,5,0,4.651382923126221
595,595,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047377.1643038,117,0,1,-1,-1,0.15,0.8,0.7495522499084473,1.0,5,4,0,3.7165639400482178
596,596,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671047384.447755,115,0,1,-1,1,0.15,0.8,0.7495880126953125,0.0,15,12,0,7.215667009353638
597,597,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047397.079148,214,0,1,1,1,0.0,0.8666666666666667,0.7500498294830322,0.0,15,13,0,8.699609756469727
598,598,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047408.244917,133,1,0,1,1,0.0,0.5333333333333333,0.7502281665802002,0.0,15,8,0,7.516010999679565
599,599,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047419.11068,108,0,1,1,1,0.15,0.9166666666666666,0.7505381107330322,1.0,12,11,0,5.934096097946167
600,600,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047432.393069,326,0,1,1,1,0.15,1.0,0.7500717639923096,1.0,5,5,0,7.232810974121094
601,601,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047443.942262,359,0,1,1,1,0.15,0.6666666666666666,0.7499980926513672,1.0,6,4,0,8.083505868911743
602,602,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047452.442302,155,1,0,1,1,0.15,0.7857142857142857,0.7499501705169678,1.0,14,11,0,7.367786169052124
603,603,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047463.841216,171,0,1,1,1,0.15,0.4,0.7497642040252686,1.0,5,2,0,4.6503942012786865
604,604,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047471.190312,115,1,0,1,1,0.15,0.7,0.7493178844451904,1.0,10,7,0,5.3663129806518555
605,605,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047480.3413272,121,1,0,1,1,0.15,0.3333333333333333,0.7499370574951172,1.0,3,1,0,3.134467124938965
606,606,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047486.856169,110,0,1,1,1,0.15,0.8,0.7494568824768066,1.0,10,8,0,5.266341924667358
607,607,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047495.8724768,114,0,1,1,1,0.15,0.7857142857142857,0.7497129440307617,1.0,14,11,0,6.666767120361328
608,608,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047506.15494,108,0,1,1,1,0.15,0.7333333333333333,0.7495579719543457,0.0,15,11,0,6.91588020324707
609,609,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047518.770331,225,1,0,1,1,0.15,0.6,0.7497110366821289,1.0,5,3,0,5.5174219608306885
610,610,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047526.653344,145,1,0,1,1,0.15,0.7857142857142857,0.7497003078460693,1.0,14,11,0,7.233267068862915
611,611,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047537.3508182,118,0,1,1,1,0.15,0.8333333333333334,0.7501270771026611,1.0,6,5,0,4.214622974395752
612,612,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047545.049629,119,1,0,1,1,0.15,0.625,0.749891996383667,1.0,8,5,0,4.833662033081055
613,613,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047553.4490979,114,0,1,1,1,0.15,0.8333333333333334,0.7491137981414795,1.0,6,5,0,3.999453067779541
614,614,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047561.148789,118,1,0,1,1,0.15,0.5,0.7495839595794678,1.0,2,1,0,2.734560012817383
615,615,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047567.281634,108,1,0,1,1,0.0,0.6666666666666666,0.749464750289917,0.0,15,10,0,6.898741960525513
616,616,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671047577.931107,108,0,1,1,1,0.0,0.8666666666666667,0.7496809959411621,0.0,15,13,0,6.982845783233643
617,617,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047589.1302478,136,1,0,-1,-1,0.15,0.6666666666666666,0.7493619918823242,1.0,3,2,0,3.3664510250091553
618,618,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047595.81304,119,1,0,-1,-1,0.15,0.7333333333333333,0.7498757839202881,0.0,15,11,0,7.083329916000366
619,619,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047606.462243,107,1,0,-1,-1,0.15,1.0,0.750396728515625,1.0,1,1,0,2.2337417602539062
620,620,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047612.312712,110,1,0,-1,-1,0.15,0.42857142857142855,0.7498130798339844,1.0,7,3,0,4.300211191177368
621,621,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047620.178039,107,0,1,-1,-1,0.15,0.75,0.7495648860931396,1.0,12,9,0,5.883307933807373
622,622,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047630.160976,131,1,0,-1,-1,0.15,0.75,0.7494971752166748,1.0,4,3,0,3.634078025817871
623,623,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671047637.1438122,116,0,1,-1,-1,0.15,0.8,0.7491459846496582,0.0,15,12,0,7.149429082870483
624,624,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671047650.76026,278,0,1,-1,1,0.15,0.75,0.7502200603485107,1.0,4,3,0,6.066595077514648
625,625,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671047657.676068,107,0,1,-1,1,0.15,0.6,0.7487900257110596,1.0,5,3,0,3.5653040409088135
626,626,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671047665.4755561,145,0,1,-1,1,0.0,0.7333333333333333,0.7665390968322754,0.0,15,11,0,7.533921003341675
627,627,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671047676.9415371,157,1,0,1,-1,0.15,0.9,0.7506310939788818,1.0,10,9,0,6.101099967956543
628,628,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047685.924192,107,0,1,1,1,0.15,0.6666666666666666,0.749730110168457,1.0,3,2,0,2.900423288345337
629,629,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047692.756342,128,0,1,1,1,0.15,1.0,0.7500128746032715,1.0,4,4,0,3.566462993621826
630,630,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047699.6389031,111,1,0,1,1,0.15,0.6,0.7491540908813477,1.0,5,3,0,3.70054030418396
631,631,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047707.1052969,121,0,1,1,1,0.15,0.75,0.7503650188446045,1.0,4,3,0,3.4506471157073975
632,632,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047713.971595,110,0,1,1,1,0.15,0.5,0.7496130466461182,1.0,6,3,0,3.9835150241851807
633,633,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047721.637675,114,0,1,1,1,0.15,0.8888888888888888,0.7495150566101074,1.0,9,8,0,5.000538110733032
634,634,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047730.337584,116,1,0,1,1,0.15,0.75,0.7496440410614014,1.0,4,3,0,3.4337239265441895
635,635,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047737.3868742,117,1,0,1,1,0.15,1.0,0.7508449554443359,1.0,1,1,0,2.4012041091918945
636,636,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047743.386256,118,1,0,1,1,0.15,0.7777777777777778,0.7495732307434082,1.0,9,7,0,5.10131311416626
637,637,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671047752.118708,117,1,0,1,1,0.15,0.6666666666666666,0.7496068477630615,1.0,3,2,0,3.0508248805999756
