,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,date_time
115,115,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567800.525558,123,3.8158600330352783,1,0,1,0,0.15,0.4,[1.249626874923706],1.0,3.8158600330352783,5,2,0,4.816827774047852,2023_05_08_13_43_17
116,116,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567807.6748931,108,2.8997597694396973,1,0,1,0,0.15,0.6666666666666666,[0.9998178482055664],1.0,2.8997597694396973,3,2,0,3.8998188972473145,2023_05_08_13_43_24
117,117,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567814.124556,108,2.89980411529541,1,0,1,0,0.15,0.6666666666666666,[0.9998581409454346],1.0,2.89980411529541,3,2,0,3.899510145187378,2023_05_08_13_43_31
118,118,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567820.557607,107,6.916014194488525,1,0,1,0,0.15,0.6,[0.9831421375274658],0.0,6.916014194488525,15,9,0,7.915425062179565,2023_05_08_13_43_37
119,119,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567831.606555,132,7.299237251281738,1,0,1,0,0.15,0.6,[1.3993070125579834],0.0,7.299237251281738,15,9,0,8.29888105392456,2023_05_08_13_43_48
120,120,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567842.388986,117,7.0827319622039795,1,0,-1,0,0.0,0.6,[1.1498117446899414],0.0,7.0827319622039795,15,9,0,8.082422018051147,2023_05_08_13_43_59
121,121,[1.0],1.0,0,1.0,1.0,0,[1.0],1683567853.121927,112,6.983102798461914,1,0,1,0,0.15,0.5333333333333333,[1.0828847885131836],0.0,6.983102798461914,15,8,0,7.982381820678711,2023_05_08_13_44_10
122,122,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567863.787764,111,3.2995007038116455,1,0,-1,0,0.15,0.25,[1.0496768951416016],1.0,3.2995007038116455,4,1,0,4.298841953277588,2023_05_08_13_44_20
123,123,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567870.5874019,107,6.899502992630005,1,0,-1,0,0.15,0.6,[0.9831249713897705],0.0,6.899502992630005,15,9,0,7.898886203765869,2023_05_08_13_44_27
124,124,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567881.2036219,108,7.098679780960083,1,0,-1,0,0.15,0.6,[0.9995601177215576],0.0,7.098679780960083,15,9,0,8.09862208366394,2023_05_08_13_44_38
125,125,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567892.102255,114,4.0835230350494385,1,0,-1,0,0.15,0.6666666666666666,[1.099519968032837],1.0,4.0835230350494385,6,4,0,5.0826311111450195,2023_05_08_13_44_49
126,126,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567899.718878,111,6.982361078262329,1,0,-1,0,0.15,0.4666666666666667,[1.0499241352081299],0.0,6.982361078262329,15,7,0,7.982169151306152,2023_05_08_13_44_56
127,127,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567910.352066,107,4.232938051223755,1,0,-1,0,0.15,0.42857142857142855,[0.9831769466400146],1.0,4.232938051223755,7,3,0,5.23300313949585,2023_05_08_13_45_07
128,128,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567919.268656,172,7.966196060180664,1,0,-1,0,0.15,0.5333333333333333,[2.0666089057922363],0.0,7.966196060180664,15,8,0,8.966047048568726,2023_05_08_13_45_15
129,129,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567929.899659,107,6.899521827697754,1,0,-1,0,0.15,0.5333333333333333,[0.983004093170166],0.0,6.899521827697754,15,8,0,7.916414976119995,2023_05_08_13_45_27
130,130,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567940.6162949,113,6.983293056488037,1,0,1,0,0.0,0.4666666666666667,[1.0827240943908691],0.0,6.983293056488037,15,7,0,7.982901096343994,2023_05_08_13_45_37
131,131,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683567951.231696,108,7.099280118942261,1,0,1,0,0.0,0.6666666666666666,[0.9998869895935059],0.0,7.099280118942261,15,10,0,8.099251985549927,2023_05_08_13_45_48
132,132,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567962.0643148,109,3.582951068878174,1,0,-1,0,0.15,0.6,[1.0163819789886475],1.0,3.582951068878174,5,3,0,4.5828468799591064,2023_05_08_13_45_59
133,133,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683567969.280431,111,5.299623966217041,1,0,-1,0,0.15,0.8,[1.0496399402618408],1.0,5.299623966217041,10,8,0,6.299843788146973,2023_05_08_13_46_06
134,134,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567978.163564,108,6.916087865829468,1,0,-1,0,0.0,0.7333333333333333,[0.9999089241027832],0.0,6.916087865829468,15,11,0,7.915857791900635,2023_05_08_13_46_15
135,135,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567988.828989,111,7.166501998901367,1,0,-1,0,0.0,0.6,[1.0493409633636475],0.0,7.166501998901367,15,9,0,8.165411949157715,2023_05_08_13_46_25
136,136,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683567999.728163,113,7.000046730041504,1,0,-1,0,0.0,0.7333333333333333,[1.0830368995666504],0.0,7.000046730041504,15,11,0,7.999600887298584,2023_05_08_13_46_36
137,137,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568010.3444989,107,4.599710941314697,1,0,1,0,0.15,0.5,[0.9832320213317871],1.0,4.599710941314697,8,4,0,5.599272012710571,2023_05_08_13_46_47
138,138,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568018.727215,117,4.716634035110474,1,0,1,0,0.15,0.5,[1.150141954421997],1.0,4.716634035110474,8,4,0,5.732934951782227,2023_05_08_13_46_55
139,139,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568026.942931,108,6.249024152755737,1,0,1,0,0.15,0.5384615384615384,[0.9994308948516846],1.0,6.249024152755737,13,7,0,7.248676061630249,2023_05_08_13_47_04
140,140,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568037.209172,128,4.299666881561279,1,0,1,0,0.15,0.3333333333333333,[1.3329970836639404],1.0,4.299666881561279,6,2,0,5.2992260456085205,2023_05_08_13_47_14
141,141,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568044.775087,108,7.099177122116089,1,0,1,0,0.15,0.5333333333333333,[0.9993650913238525],0.0,7.099177122116089,15,8,0,8.099048137664795,2023_05_08_13_47_21
142,142,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568055.741568,116,4.732697010040283,1,0,1,0,0.15,0.5,[1.133023977279663],1.0,4.732697010040283,8,4,0,5.732465982437134,2023_05_08_13_47_32
143,143,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568063.973624,109,5.916298866271973,1,0,1,0,0.15,0.6666666666666666,[1.0164988040924072],1.0,5.916298866271973,12,8,0,6.916033983230591,2023_05_08_13_47_41
144,144,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568073.706382,118,7.0663230419158936,1,0,1,0,0.15,0.26666666666666666,[1.1671230792999268],0.0,7.0663230419158936,15,4,0,8.066433906555176,2023_05_08_13_47_50
145,145,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568084.33902,108,6.249675989151001,1,0,1,0,0.15,0.5384615384615384,[0.9997680187225342],1.0,6.249675989151001,13,7,0,7.249309778213501,2023_05_08_13_48_01
146,146,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568094.521881,123,7.150213956832886,1,0,1,0,0.15,0.6,[1.2505319118499756],0.0,7.150213956832886,15,9,0,8.149152040481567,2023_05_08_13_48_11
147,147,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683568105.1876118,111,7.16605806350708,1,0,1,0,0.0,0.8,[1.049881935119629],0.0,7.16605806350708,15,12,0,8.16599988937378,2023_05_08_13_48_22
148,148,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683568117.153356,176,5.382893800735474,1,0,-1,0,0.15,0.5714285714285714,[2.133211851119995],1.0,5.382893800735474,7,4,0,6.382699012756348,2023_05_08_13_48_33
149,149,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683568125.220186,118,2.7330281734466553,1,0,-1,0,0.15,0.5,[1.1668281555175781],1.0,2.7330281734466553,2,1,0,3.7324271202087402,2023_05_08_13_48_42
150,150,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683568131.4524841,116,2.699323892593384,1,0,-1,0,0.15,1.0,[1.1328248977661133],1.0,2.699323892593384,2,2,0,3.6999130249023438,2023_05_08_13_48_48
151,151,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683568137.6190138,111,3.9829273223876953,1,0,-1,0,0.15,0.8333333333333334,[1.0497469902038574],1.0,3.9829273223876953,6,5,0,4.982629299163818,2023_05_08_13_48_54
152,152,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683568145.1856189,110,4.2826619148254395,1,0,-1,0,0.15,0.8571428571428571,[1.0326697826385498],1.0,4.2826619148254395,7,6,0,5.282108783721924,2023_05_08_13_49_02
153,153,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683568153.200918,118,6.0661749839782715,1,0,-1,0,0.15,0.25,[1.166534185409546],1.0,6.0661749839782715,12,3,0,7.065932035446167,2023_05_08_13_49_10
154,154,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683568162.8006122,109,4.266197919845581,1,0,-1,0,0.15,0.7142857142857143,[1.0161309242248535],1.0,4.266197919845581,7,5,0,5.266266107559204,2023_05_08_13_49_19
155,155,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683568170.63309,107,6.883135080337524,1,0,-1,0,0.15,0.4666666666666667,[0.9831271171569824],0.0,6.883135080337524,15,7,0,7.882740020751953,2023_05_08_13_49_27
156,156,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683568181.8157282,142,7.466130971908569,1,0,-1,0,0.15,0.6,[1.5662899017333984],0.0,7.466130971908569,15,9,0,8.465565919876099,2023_05_08_13_49_38
157,157,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683568193.148324,151,7.699558734893799,1,0,1,0,0.0,0.4666666666666667,[1.7164638042449951],0.0,7.699558734893799,15,7,0,8.699138641357422,2023_05_08_13_49_49
158,158,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568203.84746,107,7.082758903503418,1,0,1,0,0.15,0.5333333333333333,[0.983245849609375],0.0,7.082758903503418,15,8,0,8.082366943359375,2023_05_08_13_50_01
159,159,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683568217.262961,265,9.53260326385498,1,0,-1,0,0.0,0.6666666666666666,[3.6166110038757324],0.0,9.53260326385498,15,10,0,10.551251888275146,2023_05_08_13_50_11
160,160,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568227.9964821,107,3.248868942260742,1,0,1,0,0.15,0.75,[0.9831252098083496],1.0,3.248868942260742,4,3,0,4.248640060424805,2023_05_08_13_50_25
161,161,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568234.811906,107,7.082998991012573,1,0,1,0,0.15,0.6,[0.9833111763000488],0.0,7.082998991012573,15,9,0,8.08260703086853,2023_05_08_13_50_31
162,162,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568245.628017,109,4.282357931137085,1,0,1,0,0.15,0.8571428571428571,[1.0158441066741943],1.0,4.282357931137085,7,6,0,5.282210111618042,2023_05_08_13_50_42
163,163,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568253.527615,109,7.115684986114502,1,0,1,0,0.15,0.4666666666666667,[1.016171932220459],0.0,7.115684986114502,15,7,0,8.115531921386719,2023_05_08_13_50_50
164,164,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568264.659758,127,4.882869005203247,1,0,1,0,0.15,0.625,[1.316382884979248],1.0,4.882869005203247,8,5,0,5.882715225219727,2023_05_08_13_51_01
165,165,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568273.042529,119,3.4161300659179688,1,0,1,0,0.15,0.5,[1.1830511093139648],1.0,3.4161300659179688,4,2,0,4.416260004043579,2023_05_08_13_51_10
166,166,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568279.8421671,108,5.949926853179932,1,0,1,0,0.15,0.5833333333333334,[1.0000886917114258],1.0,5.949926853179932,12,7,0,6.949188709259033,2023_05_08_13_51_16
167,167,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568289.4414878,107,6.899443864822388,1,0,1,0,0.15,0.6666666666666666,[0.9829807281494141],0.0,6.899443864822388,15,10,0,7.899122953414917,2023_05_08_13_51_26
168,168,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568300.274047,120,5.466249942779541,1,0,1,0,0.15,0.4,[1.199610948562622],1.0,5.466249942779541,10,4,0,6.46614408493042,2023_05_08_13_51_37
169,169,[1.0],1.0,0,1.0,1.0,0,[1.0],1683568309.45701,125,6.534125089645386,1,0,1,0,0.15,0.46153846153846156,[1.283107042312622],1.0,6.534125089645386,13,6,0,7.532785177230835,2023_05_08_13_51_46
170,170,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683568319.439321,110,6.932893991470337,1,0,1,0,0.0,0.4666666666666667,[1.0333900451660156],0.0,6.932893991470337,15,7,0,7.932801961898804,2023_05_08_13_51_56
171,171,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683568330.605409,142,7.666013240814209,1,0,1,0,0.0,0.4666666666666667,[1.5664281845092773],0.0,7.666013240814209,15,7,0,8.666624069213867,2023_05_08_13_52_07
172,172,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683571553.7840772,425,12.199029922485352,1,0,1,0,0.0,0.7333333333333333,[6.282983064651489],0.0,12.199029922485352,15,11,0,13.198565006256104,2023_05_08_14_45_45
173,173,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571566.316171,208,8.2828209400177,1,0,-1,0,0.15,0.35714285714285715,[2.6827049255371094],1.0,8.2828209400177,14,5,0,9.282043933868408,2023_05_08_14_46_01
174,174,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683571576.749304,112,7.1659111976623535,1,0,1,0,0.0,0.5333333333333333,[1.0673260688781738],0.0,7.1659111976623535,15,8,0,8.165746212005615,2023_05_08_14_46_13
175,175,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571588.747872,179,5.7658491134643555,1,0,-1,0,0.15,0.625,[2.1821141242980957],1.0,5.7658491134643555,8,5,0,6.76518702507019,2023_05_08_14_46_24
176,176,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571596.980822,107,2.549546957015991,1,0,-1,0,0.15,1.0,[0.9834091663360596],1.0,2.549546957015991,2,2,0,3.5492970943450928,2023_05_08_14_46_34
177,177,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571603.0978172,109,2.982999086380005,1,0,-1,0,0.15,1.0,[1.017354965209961],1.0,2.982999086380005,3,3,0,3.9832613468170166,2023_05_08_14_46_40
178,178,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571610.879762,183,8.16583514213562,1,0,-1,0,0.15,0.6,[2.248960018157959],0.0,8.16583514213562,15,9,0,9.165264129638672,2023_05_08_14_46_46
179,179,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571621.5629098,108,5.932374000549316,1,0,-1,0,0.15,0.5833333333333334,[0.9996969699859619],1.0,5.932374000549316,12,7,0,6.932395935058594,2023_05_08_14_46_58
180,180,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571631.678682,140,5.099555015563965,1,0,-1,0,0.15,0.625,[1.5340168476104736],1.0,5.099555015563965,8,5,0,6.0992350578308105,2023_05_08_14_47_08
181,181,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571639.945333,113,4.383105039596558,1,0,-1,0,0.15,1.0,[1.0840849876403809],1.0,4.383105039596558,7,7,0,5.383677959442139,2023_05_08_14_47_17
182,182,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683571647.8439722,108,6.933135271072388,1,0,-1,0,0.0,0.8666666666666667,[1.0000052452087402],0.0,6.933135271072388,15,13,0,7.932701110839844,2023_05_08_14_47_24
183,183,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571658.794797,127,4.549917936325073,1,0,1,0,0.15,0.7142857142857143,[1.3164899349212646],1.0,4.549917936325073,7,5,0,5.549312114715576,2023_05_08_14_47_35
184,184,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571666.6427011,108,3.2501027584075928,1,0,1,0,0.15,0.75,[0.9998228549957275],1.0,3.2501027584075928,4,3,0,4.249376058578491,2023_05_08_14_47_43
185,185,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571673.459001,108,4.2828052043914795,1,0,1,0,0.15,0.42857142857142855,[0.9999852180480957],1.0,4.2828052043914795,7,3,0,5.282656908035278,2023_05_08_14_47_50
186,186,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571681.3420942,108,3.9164559841156006,1,0,1,0,0.15,1.0,[0.9997491836547852],1.0,3.9164559841156006,6,6,0,4.915964841842651,2023_05_08_14_47_58
187,187,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571688.841076,107,6.899119138717651,1,0,1,0,0.15,0.6,[0.9829509258270264],1.0,6.899119138717651,15,9,0,7.8989739418029785,2023_05_08_14_48_06
188,188,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571699.440684,107,2.216496706008911,1,0,1,0,0.15,1.0,[0.9830687046051025],1.0,2.216496706008911,1,1,0,3.216186046600342,2023_05_08_14_48_16
189,189,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571705.1569622,107,3.5492076873779297,1,0,1,0,0.15,0.8,[0.9823906421661377],1.0,3.5492076873779297,5,4,0,4.549608945846558,2023_05_08_14_48_22
190,190,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571712.3062139,107,2.2332117557525635,1,0,1,0,0.15,1.0,[0.9837350845336914],1.0,2.2332117557525635,1,1,0,3.232952117919922,2023_05_08_14_48_29
191,191,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571718.105858,109,4.616495847702026,1,0,1,0,0.15,0.375,[1.0167670249938965],1.0,4.616495847702026,8,3,0,5.615902900695801,2023_05_08_14_48_35
192,192,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571726.338614,109,3.2826690673828125,1,0,1,0,0.15,0.5,[1.015960931777954],1.0,3.2826690673828125,4,2,0,4.2832982540130615,2023_05_08_14_48_43
193,193,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571733.205068,110,3.0163300037384033,1,0,1,0,0.15,0.6666666666666666,[1.033653974533081],1.0,3.0163300037384033,3,2,0,4.016061067581177,2023_05_08_14_48_50
194,194,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571740.021577,125,5.548922300338745,1,0,1,0,0.15,0.6,[1.2821602821350098],1.0,5.548922300338745,10,6,0,6.548583984375,2023_05_08_14_48_56
195,195,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683571749.286804,128,7.232906103134155,1,0,1,0,0.0,0.26666666666666666,[1.333036184310913],0.0,7.232906103134155,15,4,0,8.232304334640503,2023_05_08_14_49_06
196,196,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571760.136153,122,6.132580280303955,1,0,-1,0,0.15,0.75,[1.23427414894104],1.0,6.132580280303955,12,9,0,7.1323792934417725,2023_05_08_14_49_17
197,197,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571769.7531562,109,7.132634878158569,1,0,-1,0,0.15,0.6666666666666666,[1.0164639949798584],0.0,7.132634878158569,15,10,0,8.132275104522705,2023_05_08_14_49_26
198,198,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571780.551597,107,6.9324469566345215,1,0,-1,0,0.15,0.5333333333333333,[0.9831411838531494],0.0,6.9324469566345215,15,8,0,7.932401895523071,2023_05_08_14_49_37
199,199,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683571791.268644,111,7.099568128585815,1,0,1,0,0.0,0.7333333333333333,[1.0498979091644287],0.0,7.099568128585815,15,11,0,8.099406003952026,2023_05_08_14_49_48
200,200,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683571802.066741,111,6.966227054595947,1,0,1,0,0.0,0.6666666666666666,[1.0497221946716309],0.0,6.966227054595947,15,10,0,7.966255187988281,2023_05_08_14_49_59
201,201,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683571812.699219,108,6.916272878646851,1,0,1,0,0.0,0.6666666666666666,[1.0004611015319824],0.0,6.916272878646851,15,10,0,7.915940999984741,2023_05_08_14_50_09
202,202,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571823.315213,108,6.966271877288818,1,0,-1,0,0.15,0.6,[1.0003767013549805],0.0,6.966271877288818,15,9,0,7.965731859207153,2023_05_08_14_50_20
203,203,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571834.398123,132,2.6327109336853027,1,0,-1,0,0.15,1.0,[1.3998682498931885],1.0,2.6327109336853027,1,1,0,3.632582187652588,2023_05_08_14_50_31
204,204,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571840.180864,109,2.249476909637451,1,0,-1,0,0.15,1.0,[1.0164117813110352],1.0,2.249476909637451,1,1,0,3.2492809295654297,2023_05_08_14_50_37
205,205,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571845.963493,109,2.9327991008758545,1,0,-1,0,0.15,0.6666666666666666,[1.0162220001220703],1.0,2.9327991008758545,3,2,0,3.9330649375915527,2023_05_08_14_50_43
206,206,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571852.396929,107,2.333284854888916,1,0,-1,0,0.15,1.0,[0.9838080406188965],1.0,2.333284854888916,1,1,0,3.333028793334961,2023_05_08_14_50_49
207,207,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571858.2629492,107,3.233060121536255,1,0,-1,0,0.15,0.75,[0.9832031726837158],1.0,3.233060121536255,4,3,0,4.232580184936523,2023_05_08_14_50_55
208,208,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683571865.145664,112,7.015870809555054,1,0,-1,0,0.0,0.6666666666666666,[1.0679967403411865],0.0,7.015870809555054,15,10,0,8.015644788742065,2023_05_08_14_51_02
209,209,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1683571875.845709,110,6.932839870452881,1,0,-1,0,0.0,0.7333333333333333,[1.0339670181274414],0.0,6.932839870452881,15,11,0,7.932298898696899,2023_05_08_14_51_12
210,210,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571886.427428,107,7.098935127258301,1,0,1,0,0.15,0.8,[0.9824330806732178],0.0,7.098935127258301,15,12,0,8.098597049713135,2023_05_08_14_51_23
211,211,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571897.278034,109,2.666963815689087,1,0,1,0,0.15,0.5,[1.016948938369751],1.0,2.666963815689087,2,1,0,3.666317939758301,2023_05_08_14_51_34
212,212,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571903.459629,108,3.632758855819702,1,0,1,0,0.15,0.8,[0.9998178482055664],1.0,3.632758855819702,5,4,0,4.632642984390259,2023_05_08_14_51_40
213,213,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571910.6590998,107,6.949280023574829,1,0,1,0,0.15,0.8,[0.9828541278839111],0.0,6.949280023574829,15,12,0,7.949451923370361,2023_05_08_14_51_47
214,214,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571921.375257,110,3.266585111618042,1,0,1,0,0.15,0.75,[1.033195972442627],1.0,3.266585111618042,4,3,0,4.266294956207275,2023_05_08_14_51_58
215,215,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571928.6580539,138,7.599046230316162,1,0,1,0,0.15,0.7333333333333333,[1.4993011951446533],0.0,7.599046230316162,15,11,0,8.598609209060669,2023_05_08_14_52_05
216,216,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571939.4907122,108,3.2827882766723633,1,0,1,0,0.15,0.75,[0.9997162818908691],1.0,3.2827882766723633,4,3,0,4.2831151485443115,2023_05_08_14_52_16
217,217,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571946.424856,112,2.983477830886841,1,0,1,0,0.15,0.6666666666666666,[1.066417932510376],1.0,2.983477830886841,3,2,0,3.983022689819336,2023_05_08_14_52_23
218,218,[1.0],1.0,0,1.0,1.0,0,[1.0],1683571952.890167,110,2.9332690238952637,1,0,1,0,0.15,1.0,[1.0330770015716553],1.0,2.9332690238952637,3,3,0,3.932680368423462,2023_05_08_14_52_30
219,219,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683571959.322565,108,6.967049837112427,1,0,1,0,0.0,0.8,[0.9999668598175049],0.0,6.967049837112427,15,12,0,7.965638875961304,2023_05_08_14_52_36
220,220,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1683571970.005453,108,6.916299104690552,1,0,1,0,0.0,0.7333333333333333,[0.9998421669006348],0.0,6.916299104690552,15,11,0,7.915908098220825,2023_05_08_14_52_47
221,221,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571980.604654,107,2.9163551330566406,1,0,-1,0,0.15,0.3333333333333333,[0.9827179908752441],1.0,2.9163551330566406,3,1,0,3.916159152984619,2023_05_08_14_52_57
222,222,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571987.0873501,108,2.233469009399414,1,0,-1,0,0.15,1.0,[0.9998562335968018],1.0,2.233469009399414,1,1,0,3.232933282852173,2023_05_08_14_53_04
223,223,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683571992.887321,110,6.983386993408203,1,0,-1,0,0.15,0.6666666666666666,[1.0333569049835205],0.0,6.983386993408203,15,10,0,7.982767820358276,2023_05_08_14_53_09
224,224,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683572003.55312,108,3.249480962753296,1,0,-1,0,0.15,0.5,[1.0000829696655273],1.0,3.249480962753296,4,2,0,4.249318838119507,2023_05_08_14_53_20
225,225,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683572010.353097,107,5.565785884857178,1,0,-1,0,0.15,0.7272727272727273,[0.9834408760070801],1.0,5.565785884857178,11,8,0,6.565407037734985,2023_05_08_14_53_27
226,226,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683572019.585535,108,7.099071979522705,1,0,-1,0,0.15,0.6666666666666666,[0.9997897148132324],0.0,7.099071979522705,15,10,0,8.098960876464844,2023_05_08_14_53_36
227,227,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683572030.501377,114,4.049412250518799,1,0,-1,0,0.15,0.8333333333333334,[1.1000399589538574],1.0,4.049412250518799,6,5,0,5.066318035125732,2023_05_08_14_53_47
228,228,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683572038.067011,108,5.250292062759399,1,0,-1,0,0.15,0.7,[0.9998488426208496],1.0,5.250292062759399,10,7,0,6.249827861785889,2023_05_08_14_53_55
229,229,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683572047.1505191,119,3.0844409465789795,1,0,-1,0,0.15,1.0,[1.1837139129638672],1.0,3.0844409465789795,3,3,0,4.082825183868408,2023_05_08_14_54_04
230,230,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1683572054.0667078,135,3.365884780883789,1,0,-1,0,0.15,0.6666666666666666,[1.4490289688110352],1.0,3.365884780883789,3,2,0,4.365423679351807,2023_05_08_14_54_10
