,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,2.0,2.0,0.0,0.0,self,1.0165157318115234,1.0,0.0,2.0,Lalo,20230508
1,1R,Low,2.0,2.0,0.0,0.0,self,1.2164192199707031,1.0,7.0,9.0,Lalo,20230508
2,1R,Low,4.0,4.0,0.0,0.0,self,1.2164559364318848,1.0,0.0,13.0,Lalo,20230508
3,1R,Low,5.0,5.0,0.0,0.0,self,0.9998493194580078,1.0,2.0,15.0,Lalo,20230508
4,1R,Low,8.0,8.0,0.0,0.0,self,0.999798059463501,1.0,5.0,18.0,Lalo,20230508
5,1R,Low,3.0,3.0,0.0,0.0,self,0.9838399887084961,1.0,6.0,19.0,Lalo,20230508
6,1R,Low,8.0,8.0,0.0,0.0,self,1.00028395652771,1.0,7.0,20.0,Lalo,20230508
7,1R,Low,3.0,3.0,0.0,0.0,self,0.9837257862091064,1.0,8.0,21.0,Lalo,20230508
8,1R,Low,4.0,4.0,0.0,0.0,self,1.0999069213867188,1.0,0.0,26.0,Lalo,20230508
9,1R,Low,4.0,4.0,0.0,0.0,self,0.983140230178833,1.0,1.0,27.0,Lalo,20230508
10,1R,Med,10.0,10.0,0.0,0.0,self,0.9826760292053223,1.0,2.0,28.0,Lalo,20230508
11,1R,Low,1.0,1.0,0.0,0.0,self,0.9832520484924316,1.0,3.0,29.0,Lalo,20230508
12,1R,Low,4.0,4.0,0.0,0.0,self,1.0326967239379883,1.0,4.0,30.0,Lalo,20230508
13,1R,Low,2.0,2.0,0.0,0.0,self,1.0005502700805664,1.0,5.0,31.0,Lalo,20230508
14,1R,Low,2.0,2.0,0.0,0.0,self,0.9837050437927246,1.0,6.0,32.0,Lalo,20230508
15,1R,Low,4.0,4.0,0.0,1.0,self,1.0001888275146484,-1.0,7.0,33.0,Lalo,20230508
16,1R,Low,4.0,4.0,0.0,0.0,self,1.0166230201721191,1.0,0.0,43.0,Lalo,20230508
17,1R,Low,2.0,2.0,0.0,0.0,self,0.9831619262695312,1.0,1.0,44.0,Lalo,20230508
18,1R,Low,7.0,7.0,0.0,1.0,self,0.9830367565155029,-1.0,2.0,45.0,Lalo,20230508
19,1R,Low,6.0,6.0,0.0,0.0,self,0.9835240840911865,1.0,0.0,50.0,Lalo,20230508
20,1R,High,12.0,12.0,0.0,0.0,self,1.0003869533538818,1.0,1.0,51.0,Lalo,20230508
21,1R,Low,4.0,4.0,0.0,0.0,self,1.0164539813995361,1.0,2.0,52.0,Lalo,20230508
22,1R,Low,6.0,6.0,0.0,0.0,self,0.9994688034057617,1.0,3.0,53.0,Lalo,20230508
23,1R,Low,8.0,8.0,0.0,0.0,self,0.9997241497039795,1.0,5.0,55.0,Lalo,20230508
24,1R,Med,9.0,9.0,0.0,0.0,self,1.0665569305419922,1.0,7.0,57.0,Lalo,20230508
25,1R,Low,2.0,2.0,0.0,0.0,self,1.0003509521484375,1.0,9.0,59.0,Lalo,20230508
26,1R,Low,3.0,3.0,0.0,1.0,self,1.3997039794921875,-1.0,10.0,60.0,Lalo,20230508
27,1R,Low,4.0,4.0,0.0,0.0,self,0.9831109046936035,1.0,0.0,63.0,Lalo,20230508
28,1R,Low,6.0,6.0,0.0,0.0,self,1.0163688659667969,1.0,1.0,64.0,Lalo,20230508
29,1R,Low,1.0,1.0,0.0,0.0,self,1.0157899856567383,1.0,2.0,65.0,Lalo,20230508
30,1R,Low,3.0,3.0,0.0,0.0,self,1.0332179069519043,1.0,3.0,66.0,Lalo,20230508
31,1R,Low,2.0,2.0,0.0,0.0,self,1.3164358139038086,1.0,4.0,67.0,Lalo,20230508
32,1R,Low,2.0,2.0,0.0,0.0,self,0.9997398853302002,1.0,5.0,68.0,Lalo,20230508
33,1R,Low,1.0,1.0,0.0,0.0,self,0.9994378089904785,1.0,6.0,69.0,Lalo,20230508
34,1R,Low,2.0,2.0,0.0,0.0,self,1.0165319442749023,1.0,7.0,70.0,Lalo,20230508
35,1R,Low,1.0,1.0,0.0,1.0,self,0.9833369255065918,-1.0,8.0,71.0,Lalo,20230508
36,1R,Med,9.0,9.0,0.0,0.0,self,1.0168890953063965,1.0,0.0,74.0,Lalo,20230508
37,1R,Low,3.0,3.0,0.0,0.0,self,0.9831709861755371,1.0,1.0,75.0,Lalo,20230508
38,1R,Low,1.0,1.0,0.0,0.0,self,1.6997120380401611,1.0,2.0,76.0,Lalo,20230508
39,1R,Low,1.0,1.0,0.0,0.0,self,1.016739845275879,1.0,3.0,77.0,Lalo,20230508
40,1R,Low,1.0,1.0,0.0,0.0,self,0.9834098815917969,1.0,4.0,78.0,Lalo,20230508
41,1R,Low,2.0,2.0,0.0,0.0,self,0.9997859001159668,1.0,5.0,79.0,Lalo,20230508
42,1R,Med,11.0,11.0,0.0,0.0,self,1.0162522792816162,1.0,6.0,80.0,Lalo,20230508
43,1R,Low,1.0,1.0,0.0,0.0,self,0.999459981918335,1.0,7.0,81.0,Lalo,20230508
44,1R,Low,5.0,5.0,0.0,0.0,self,1.8175790309906006,1.0,8.0,82.0,Lalo,20230508
45,1R,Low,1.0,1.0,0.0,0.0,self,1.6998910903930664,1.0,9.0,83.0,Lalo,20230508
46,1R,Low,7.0,7.0,0.0,1.0,self,0.9995808601379395,-1.0,10.0,84.0,Lalo,20230508
47,1R,Low,5.0,5.0,0.0,0.0,self,1.199472188949585,1.0,0.0,87.0,Lalo,20230508
48,1R,Low,2.0,2.0,0.0,0.0,self,1.0330779552459717,1.0,5.0,92.0,Lalo,20230508
49,1R,Med,9.0,9.0,0.0,0.0,self,1.0164310932159424,1.0,6.0,93.0,Lalo,20230508
50,1R,Low,2.0,2.0,0.0,0.0,self,0.983151912689209,1.0,7.0,94.0,Lalo,20230508
51,1R,Low,5.0,5.0,0.0,0.0,self,0.9831371307373047,1.0,8.0,95.0,Lalo,20230508
52,1R,Low,6.0,6.0,0.0,1.0,self,0.9995970726013184,-1.0,9.0,96.0,Lalo,20230508
53,1R,Low,6.0,6.0,0.0,0.0,self,1.0336220264434814,1.0,0.0,100.0,Lalo,20230508
54,1R,Low,1.0,1.0,0.0,0.0,self,0.982921838760376,1.0,2.0,102.0,Lalo,20230508
55,1R,Low,3.0,3.0,0.0,0.0,self,0.9832248687744141,1.0,3.0,103.0,Lalo,20230508
56,1R,Low,5.0,5.0,0.0,0.0,self,1.5997741222381592,1.0,4.0,104.0,Lalo,20230508
57,1R,Low,7.0,7.0,0.0,0.0,self,1.499495267868042,1.0,5.0,105.0,Lalo,20230508
58,1R,Low,3.0,3.0,0.0,0.0,self,0.9999527931213379,1.0,6.0,106.0,Lalo,20230508
59,1R,Low,2.0,2.0,0.0,1.0,self,0.9993548393249512,-1.0,7.0,107.0,Lalo,20230508
60,1R,Low,6.0,6.0,0.0,0.0,self,0.98272705078125,1.0,0.0,111.0,Lalo,20230508
61,1R,Low,1.0,1.0,0.0,0.0,self,0.9998409748077393,1.0,1.0,112.0,Lalo,20230508
62,1R,Low,5.0,5.0,0.0,0.0,self,0.999791145324707,1.0,2.0,113.0,Lalo,20230508
63,1R,Low,6.0,6.0,0.0,0.0,self,1.249626874923706,1.0,3.0,114.0,Lalo,20230508
64,1R,Low,2.0,2.0,0.0,0.0,self,0.9998178482055664,1.0,4.0,115.0,Lalo,20230508
65,1R,Low,2.0,2.0,0.0,0.0,self,0.9998581409454346,1.0,5.0,116.0,Lalo,20230508
66,1R,Low,2.0,2.0,0.0,0.0,self,0.9831421375274658,1.0,6.0,117.0,Lalo,20230508
67,1R,Low,1.0,1.0,0.0,0.0,self,0.9831249713897705,1.0,0.0,122.0,Lalo,20230508
68,1R,Low,4.0,4.0,0.0,0.0,self,1.0499241352081299,1.0,3.0,125.0,Lalo,20230508
69,1R,Low,3.0,3.0,0.0,0.0,self,2.0666089057922363,1.0,5.0,127.0,Lalo,20230508
70,1R,Low,3.0,3.0,0.0,0.0,self,1.0496399402618408,1.0,10.0,132.0,Lalo,20230508
71,1R,Low,8.0,8.0,0.0,1.0,self,0.9999089241027832,-1.0,11.0,133.0,Lalo,20230508
72,1R,Low,4.0,4.0,0.0,0.0,self,1.150141954421997,1.0,0.0,137.0,Lalo,20230508
73,1R,Low,4.0,4.0,0.0,0.0,self,0.9994308948516846,1.0,1.0,138.0,Lalo,20230508
74,1R,Low,7.0,7.0,0.0,0.0,self,1.3329970836639404,1.0,2.0,139.0,Lalo,20230508
75,1R,Low,2.0,2.0,0.0,0.0,self,0.9993650913238525,1.0,3.0,140.0,Lalo,20230508
76,1R,Low,4.0,4.0,0.0,0.0,self,1.0164988040924072,1.0,5.0,142.0,Lalo,20230508
77,1R,Low,8.0,8.0,0.0,0.0,self,1.1671230792999268,1.0,6.0,143.0,Lalo,20230508
78,1R,Low,7.0,7.0,0.0,0.0,self,1.2505319118499756,1.0,8.0,145.0,Lalo,20230508
79,1R,Low,4.0,4.0,0.0,0.0,self,1.1668281555175781,1.0,0.0,148.0,Lalo,20230508
80,1R,Low,1.0,1.0,0.0,0.0,self,1.1328248977661133,1.0,1.0,149.0,Lalo,20230508
81,1R,Low,2.0,2.0,0.0,0.0,self,1.0497469902038574,1.0,2.0,150.0,Lalo,20230508
82,1R,Low,5.0,5.0,0.0,0.0,self,1.0326697826385498,1.0,3.0,151.0,Lalo,20230508
83,1R,Low,6.0,6.0,0.0,0.0,self,1.166534185409546,1.0,4.0,152.0,Lalo,20230508
84,1R,Low,3.0,3.0,0.0,0.0,self,1.0161309242248535,1.0,5.0,153.0,Lalo,20230508
85,1R,Low,5.0,5.0,0.0,0.0,self,0.9831271171569824,1.0,6.0,154.0,Lalo,20230508
86,1R,Low,3.0,3.0,0.0,0.0,self,0.9833111763000488,1.0,0.0,160.0,Lalo,20230508
87,1R,Low,6.0,6.0,0.0,0.0,self,1.016171932220459,1.0,2.0,162.0,Lalo,20230508
88,1R,Low,5.0,5.0,0.0,0.0,self,1.1830511093139648,1.0,4.0,164.0,Lalo,20230508
89,1R,Low,2.0,2.0,0.0,0.0,self,1.0000886917114258,1.0,5.0,165.0,Lalo,20230508
90,1R,Low,7.0,7.0,0.0,0.0,self,0.9829807281494141,1.0,6.0,166.0,Lalo,20230508
91,1R,Low,4.0,4.0,0.0,0.0,self,1.283107042312622,1.0,8.0,168.0,Lalo,20230508
92,1R,Low,6.0,6.0,0.0,1.0,self,1.0333900451660156,-1.0,9.0,169.0,Lalo,20230508
93,1R,Low,5.0,5.0,1.0,0.0,self,1.0673260688781738,-1.0,0.0,173.0,Lalo,20230508
94,1R,Low,5.0,5.0,0.0,0.0,self,0.9834091663360596,1.0,2.0,175.0,Lalo,20230508
95,1R,Low,2.0,2.0,0.0,0.0,self,1.017354965209961,1.0,3.0,176.0,Lalo,20230508
96,1R,Low,3.0,3.0,0.0,0.0,self,2.248960018157959,1.0,4.0,177.0,Lalo,20230508
97,1R,Low,7.0,7.0,0.0,0.0,self,1.5340168476104736,1.0,6.0,179.0,Lalo,20230508
98,1R,Low,5.0,5.0,0.0,0.0,self,1.0840849876403809,1.0,7.0,180.0,Lalo,20230508
99,1R,Low,7.0,7.0,0.0,1.0,self,1.0000052452087402,-1.0,8.0,181.0,Lalo,20230508
100,1R,Low,5.0,5.0,0.0,0.0,self,0.9998228549957275,1.0,0.0,183.0,Lalo,20230508
101,1R,Low,3.0,3.0,0.0,0.0,self,0.9999852180480957,1.0,1.0,184.0,Lalo,20230508
102,1R,Low,3.0,3.0,0.0,0.0,self,0.9997491836547852,1.0,2.0,185.0,Lalo,20230508
103,1R,Low,6.0,6.0,0.0,0.0,self,0.9829509258270264,1.0,3.0,186.0,Lalo,20230508
104,1R,Med,9.0,9.0,0.0,0.0,self,0.9830687046051025,1.0,4.0,187.0,Lalo,20230508
105,1R,Low,1.0,1.0,0.0,0.0,self,0.9823906421661377,1.0,5.0,188.0,Lalo,20230508
106,1R,Low,4.0,4.0,0.0,0.0,self,0.9837350845336914,1.0,6.0,189.0,Lalo,20230508
107,1R,Low,1.0,1.0,0.0,0.0,self,1.0167670249938965,1.0,7.0,190.0,Lalo,20230508
108,1R,Low,3.0,3.0,0.0,0.0,self,1.015960931777954,1.0,8.0,191.0,Lalo,20230508
