Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1677700955.631158,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1677700960.11447,268,9.597472906112673,1,0,-1,-1,0.0,0.6,"[2.231090784072876, 3.6821858882904053]",0.0,9.597472906112673,15,9,2.2071552782796195,0,10.597446918487549,2023_03_01_15_02_34,1,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,1NR,0.0,1,0.8716150399376583,0.9156438729787648,0.9596727060198714,0.0,0.0021429962984609,0.0442236508864212,,,,,,
1,1,1677700969.0951018,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677700971.529647,146,2.9174673557281494,0,1,1,1,0.15,1.0,"[1.6334311962127686, 0.9829041957855225]",1.0,2.9174673557281494,1,1,2.5850336542806915,0,3.916534185409546,2023_03_01_15_02_48,2,"[0, 0]","[2, 2]","[0, 0]","[2, 2]",1R,1R,0.0,2,0.9983471348322104,0.9983471348322104,0.9983471348322104,0.0,0.0,0.0,,,,,,
2,2,1677700975.594323,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677700978.57901,179,8.299975872039795,1,0,1,1,0.15,0.5333333333333333,"[2.183382034301758, 1.0176711082458496]",0.0,8.299975872039795,15,8,1.8144135502351149,0,9.300491094589232,2023_03_01_15_02_54,3,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NR,1NR,1.0,3,0.7983870967741935,0.8124531132783196,1.0,0.0,0.0,0.0,,,,,,
3,3,1677700987.693803,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1677700989.92855,134,7.532359838485718,1,0,-1,-1,0.0,0.7333333333333333,"[1.4333088397979736, 0.9832079410552979]",0.0,7.532359838485718,15,11,2.13951255499346,0,8.532293796539307,2023_03_01_15_03_06,4,"[1, 0]","[1, 2]","[1, 0]","[1, 2]",1NRO,2NR,2.0,4,0.914523823816038,0.9216744216154226,0.9386100479823862,0.030295953834235,0.030295953834235,0.0455380175645023,,,,,,
4,4,1677700998.993204,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1677701001.2116349,133,7.399208068847656,0,1,-1,1,0.0,0.9333333333333332,"[1.416348934173584, 0.9827010631561279]",0.0,7.399208068847656,15,14,1.443874827502323,0,8.415358066558838,2023_03_01_15_03_17,5,"[0, 1]","[2, 1]","[1, 1]","[1, 1]",2NRO,3NR,3.0,5,0.3553736165777623,0.4023206455138608,0.4215612311434094,0.107362467812881,0.1114029907950862,0.5804884684434807,,,,,,
5,5,1677701010.17577,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677701012.3102772,128,6.082512855529785,1,0,1,1,0.15,0.8181818181818182,"[1.332798957824707, 1.0160300731658936]",1.0,6.082512855529785,11,9,1.352437126020941,0,7.083061933517456,2023_03_01_15_03_29,6,"[1, 0]","[1, 4]","[1, 0]","[1, 4]",1R,1R,4.0,6,0.915625432958828,0.915625432958828,0.9999693525093925,0.0,0.0,0.0,,,,,,
6,6,1677701019.975649,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1677701021.843676,112,4.015811920166016,0,1,1,-1,0.15,0.8333333333333334,"[1.0658729076385498, 1.0157859325408936]",1.0,4.015811920166016,6,5,1.3487181404677848,0,5.015640020370483,2023_03_01_15_03_38,7,"[1, 0]","[1, 3]","[0, 0]","[7, 3]",1R,1R,5.0,7,0.5041899441340782,0.5353817504655494,0.8780260707635009,0.0358472998137802,0.0377094972067039,0.1280260707635009,,,,,,
7,7,1677701027.607531,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677701029.6252851,121,4.8003339767456055,0,1,1,1,0.15,0.875,"[1.2165119647979736, 0.9997889995574951]",1.0,4.8003339767456055,8,7,1.8231214697285605,0,5.816541910171509,2023_03_01_15_03_46,8,"[0, 0]","[3, 2]","[0, 0]","[6, 2]",1R,1R,6.0,8,0.7810778586885091,0.8062391334736889,0.999980949319573,0.0,0.0,0.0,,,,,,
8,8,1677701036.073859,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677701038.208172,128,7.233921051025391,1,0,1,1,0.15,0.8,"[1.3331060409545898, 1.0330159664154053]",0.0,7.233921051025391,15,12,1.4379264488818442,0,8.233155965805054,2023_03_01_15_03_55,9,"[0, 1]","[2, 1]","[0, 1]","[5, 1]",1NR,1NR,7.0,9,0.8941798548749393,0.9072778107727576,0.9999409614528454,0.0,0.0553242017773519,0.0553242017773519,,,,,,
9,9,1677701047.072882,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1677701049.0922098,121,7.116564035415649,0,1,-1,1,0.0,0.8,"[1.2166650295257568, 0.98301100730896]",0.0,7.116564035415649,15,12,1.2787083632353122,0,8.115854978561401,2023_03_01_15_04_06,10,"[1, 0]","[1, 2]","[0, 0]","[4, 2]",1NRO,2NR,8.0,10,0.3199362943475278,0.3312787791104598,0.4034404494125611,0.0954333200743237,0.1036468435233433,0.6042806537493038,,,,,,
10,10,1677701057.922266,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1677701059.840555,114,7.03269100189209,0,1,-1,-1,0.0,0.9333333333333332,"[1.0998868942260742, 0.9829800128936768]",0.0,7.03269100189209,15,14,1.380870923572265,0,8.032201051712036,2023_03_01_15_04_16,11,"[0, 1]","[2, 1]","[0, 1]","[3, 1]",2NRO,3NR,9.0,11,0.4522934649929501,0.4824983280148834,0.5056878680123676,0.0023384410081496,0.0436508988187939,0.4752881349064219,,,,,,
11,11,1677701068.7213051,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1677701070.740626,121,7.117269039154053,0,1,1,-1,0.15,0.6666666666666666,"[1.217292070388794, 1.000485897064209]",0.0,7.117269039154053,15,10,2.3366038792027903,0,8.116177797317505,2023_03_01_15_04_27,12,"[1, 0]","[1, 2]","[0, 0]","[2, 2]",1NRG,4NR,10.0,12,0.7241605418749398,0.7419565476299005,0.8700486769650573,0.0,0.0015644840224141,0.0770508381038958,,,,,,
