Unnamed: 0,trial_idx,trial_start_time,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,difficulty,trial_aborted,trial_duration,date_time,trial_num,switched_self,n_pre_switch_self,switched_actor,n_pre_switch_actor,history,alt_history,pos_in_block,pos_in_block_obj,attention_narrow,attention_wide,attention_full,attention_control_narrow,attention_control_wide,attention_control_full,attention_narrow_L,attention_wide_L,attention_full_L,attention_control_narrow_L,attention_control_wide_L,attention_control_full_L
0,0,1677178518.087973,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1677178523.0063732,295,10.049720764160156,1,0,-1,-1,0.0,0.8,"[2.016256809234619, 4.1167519092559814]",0.0,10.049720764160156,15,12,1.7878259440630324,0,11.049821853637695,2023_02_23_13_55_17,1,"[1, 1]","[1, 1]","[1, 1]","[1, 1]",1NRO,1NR,0.0,1,,,,,,,,,,,,
1,1,1677178532.03676,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677178534.771599,164,8.050287961959839,1,0,1,1,0.15,0.6,"[1.933966875076294, 1.68379807472229]",0.0,8.050287961959839,15,9,2.006902881999877,0,9.049997806549072,2023_02_23_13_55_30,2,"[0, 0]","[3, 2]","[0, 0]","[3, 2]",2NRO,2NR,1.0,2,,,,,,,,,,,,
2,2,1677178543.886606,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677178545.971033,125,7.382349967956543,0,1,1,1,0.15,0.6,"[1.1002581119537354, 1.2826361656188965]",0.0,7.382349967956543,15,9,2.0790981342436208,0,8.382957935333252,2023_02_23_13_55_42,3,"[0, 1]","[2, 1]","[0, 1]","[2, 1]",3NRO,3NR,2.0,3,,,,,,,,,,,,
3,3,1677178555.035472,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1677178557.58707,153,5.6503660678863525,1,0,1,-1,0.15,0.7777777777777778,"[1.4832239151000977, 1.7500851154327393]",1.0,5.6503660678863525,9,7,1.6089929909830407,0,6.650086164474487,2023_02_23_13_55_53,4,"[1, 1]","[1, 1]","[1, 0]","[1, 9]",1R,1R,0.0,4,,,,,,,,,,,,
4,4,1677178564.3850229,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1677178567.0536718,159,6.433319091796875,0,1,1,-1,0.15,0.9090909090909092,"[1.200038194656372, 1.8664450645446777]",1.0,6.433319091796875,11,10,0.9276199090106112,0,7.432775020599365,2023_02_23_13_56_03,5,"[1, 0]","[1, 8]","[0, 0]","[16, 8]",1R,1R,1.0,5,,,,,,,,,,,,
5,5,1677178574.5506968,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677178576.651842,126,3.5338172912597656,0,1,1,1,0.15,0.75,"[1.3005890846252441, 0.9832432270050049]",1.0,3.5338172912597656,4,3,1.4328368864686445,0,4.533541202545166,2023_02_23_13_56_13,6,"[0, 0]","[8, 7]","[0, 0]","[15, 7]",1R,1R,2.0,6,,,,,,,,,,,,
6,6,1677178581.684494,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677178583.468012,107,2.2161030769348145,0,1,1,1,0.15,1.0,"[0.9826540946960449, 0.9826540946960449]",1.0,2.2161030769348145,1,1,2.0004544957794512,0,3.2157649993896484,2023_02_23_13_56_20,7,"[0, 0]","[7, 6]","[0, 0]","[14, 6]",1R,1R,3.0,7,,,,,,,,,,,,
7,7,1677178587.450079,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677178589.501004,123,2.48351788520813,1,0,1,1,0.15,1.0,"[1.2498319149017334, 0.9830992221832275]",1.0,2.48351788520813,1,1,2.056458093813955,0,3.4833221435546875,2023_02_23_13_56_26,8,"[0, 0]","[6, 5]","[0, 0]","[13, 5]",1R,1R,4.0,8,,,,,,,,,,,,
8,8,1677178593.499754,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677178595.467187,118,3.399945020675659,1,0,1,1,0.15,0.75,"[1.0169970989227295, 1.166776180267334]",1.0,3.399945020675659,4,3,1.818607872064436,0,4.400039911270142,2023_02_23_13_56_32,9,"[0, 0]","[5, 4]","[0, 0]","[12, 4]",1R,1R,5.0,9,,,,,,,,,,,,
9,9,1677178600.498988,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1677178604.449782,237,7.101445913314819,1,0,1,1,0.15,0.7777777777777778,"[1.1167712211608887, 3.1499552726745605]",1.0,7.101445913314819,9,7,2.071878886639184,0,8.099889039993286,2023_02_23_13_56_39,10,"[0, 0]","[4, 3]","[0, 0]","[11, 3]",1R,1R,6.0,10,,,,,,,,,,,,
