,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,7.0,7.0,0.0,0.0,Observer-incongruent,1.8664450645446777,1.0,0.0,,,0.0,3.0,Lalo,20230223
1,1R,Med,10.0,10.0,0.0,0.0,Actor-incongruent,0.9832432270050049,1.0,1.0,,,0.0,4.0,Lalo,20230223
2,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9826540946960449,1.0,2.0,,,0.0,5.0,Lalo,20230223
3,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9830992221832275,1.0,3.0,,,0.0,6.0,Lalo,20230223
4,1R,Low,1.0,1.0,0.0,0.0,Observer,1.166776180267334,1.0,4.0,,,0.0,7.0,Lalo,20230223
5,1R,Low,3.0,3.0,0.0,0.0,Observer,3.1499552726745605,1.0,5.0,,,0.0,8.0,Lalo,20230223
6,1R,Low,7.0,7.0,0.0,0.0,Observer,1.049833059310913,1.0,6.0,,,0.0,9.0,Lalo,20230223
7,1R,Low,1.0,1.0,0.0,1.0,Actor,0.9838137626647949,-1.0,7.0,,,0.0,10.0,Lalo,20230223
8,1R,High,13.0,13.0,0.0,0.0,Actor,1.0664749145507812,1.0,0.0,,,0.0,13.0,Lalo,20230223
9,1R,Med,11.0,11.0,0.0,0.0,Actor,1.0504188537597656,1.0,1.0,,,0.0,14.0,Lalo,20230223
10,1R,High,12.0,12.0,0.0,0.0,Observer,1.1341400146484375,1.0,2.0,,,0.0,15.0,Lalo,20230223
11,1R,Med,9.0,9.0,0.0,0.0,Observer,0.9830567836761475,1.0,3.0,,,0.0,16.0,Lalo,20230223
12,1R,Low,5.0,5.0,0.0,0.0,Observer,1.7506160736083984,1.0,4.0,,,0.0,17.0,Lalo,20230223
13,1R,Low,6.0,6.0,1.0,0.0,Observer,2.9164397716522217,-1.0,5.0,,,0.0,18.0,Lalo,20230223
14,1R,Low,7.0,7.0,0.0,1.0,Actor-incongruent,1.0335040092468262,-1.0,9.0,,,0.0,22.0,Lalo,20230223
15,1R,Low,6.0,6.0,0.0,0.0,Observer-incongruent,1.017521858215332,1.0,0.0,,,0.0,24.0,Lalo,20230223
16,1R,Low,3.0,3.0,0.0,0.0,Observer,1.500196933746338,1.0,2.0,,,0.0,26.0,Lalo,20230223
17,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9823348522186279,1.0,3.0,,,0.0,27.0,Lalo,20230223
18,1R,Low,3.0,3.0,0.0,0.0,Actor-incongruent,1.0335679054260254,1.0,10.0,,,0.0,34.0,Lalo,20230223
19,1R,Low,3.0,3.0,0.0,0.0,Actor,0.983536958694458,1.0,11.0,,,0.0,35.0,Lalo,20230223
20,1R,Low,8.0,8.0,0.0,1.0,Observer,1.100095272064209,-1.0,12.0,,,0.0,36.0,Lalo,20230223
21,1R,Med,9.0,9.0,0.0,0.0,Observer-incongruent,1.4162671566009521,1.0,0.0,,,0.0,41.0,Lalo,20230223
22,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0325438976287842,1.0,1.0,,,0.0,42.0,Lalo,20230223
23,1R,Low,3.0,3.0,0.0,0.0,Actor,1.6659209728240967,1.0,2.0,,,0.0,43.0,Lalo,20230223
24,1R,Low,4.0,4.0,0.0,0.0,Observer-incongruent,1.0330469608306885,1.0,7.0,,,0.0,48.0,Lalo,20230223
25,1R,Low,4.0,4.0,0.0,0.0,Actor,1.183946132659912,1.0,8.0,,,0.0,49.0,Lalo,20230223
26,1R,Med,9.0,9.0,0.0,0.0,Actor,1.0007503032684326,1.0,9.0,,,0.0,50.0,Lalo,20230223
27,1R,Low,4.0,4.0,0.0,1.0,Actor,1.015913963317871,-1.0,10.0,,,0.0,51.0,Lalo,20230223
28,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0502049922943115,1.0,0.0,,,0.0,55.0,Lalo,20230223
29,1R,Low,8.0,8.0,0.0,0.0,Observer,0.9832429885864258,1.0,1.0,,,0.0,56.0,Lalo,20230223
30,1R,Med,10.0,10.0,0.0,0.0,Observer,1.0164668560028076,1.0,2.0,,,0.0,57.0,Lalo,20230223
31,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9828271865844727,1.0,3.0,,,0.0,58.0,Lalo,20230223
32,1R,Low,2.0,2.0,0.0,0.0,Observer,0.9835331439971924,1.0,4.0,,,0.0,59.0,Lalo,20230223
33,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0157549381256104,1.0,5.0,,,0.0,60.0,Lalo,20230223
34,1R,Low,4.0,4.0,0.0,0.0,Observer,1.0664520263671875,1.0,6.0,,,0.0,61.0,Lalo,20230223
35,1R,High,13.0,13.0,0.0,1.0,Actor,0.9998369216918945,-1.0,7.0,,,0.0,62.0,Lalo,20230223
36,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9833507537841797,1.0,0.0,,,0.0,65.0,Lalo,20230223
37,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9832580089569092,1.0,1.0,,,0.0,66.0,Lalo,20230223
38,1R,Low,4.0,4.0,0.0,0.0,Observer,1.0500242710113525,1.0,2.0,,,0.0,67.0,Lalo,20230223
39,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0490758419036865,1.0,3.0,,,0.0,68.0,Lalo,20230223
40,1R,Low,3.0,3.0,0.0,0.0,Observer,1.1497528553009033,1.0,6.0,,,0.0,71.0,Lalo,20230223
41,1R,Low,6.0,6.0,0.0,0.0,Observer,1.8163907527923584,1.0,7.0,,,0.0,72.0,Lalo,20230223
42,1R,Low,7.0,7.0,0.0,1.0,Actor,1.0333821773529053,-1.0,8.0,,,0.0,73.0,Lalo,20230223
43,1R,Low,3.0,3.0,0.0,0.0,Observer-incongruent,0.9998459815979004,1.0,0.0,,,0.0,75.0,Lalo,20230223
44,1R,Med,10.0,10.0,0.0,0.0,Actor,0.9991190433502197,1.0,1.0,,,0.0,76.0,Lalo,20230223
45,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9829957485198975,1.0,2.0,,,0.0,77.0,Lalo,20230223
46,1R,Low,6.0,6.0,0.0,0.0,Actor,1.0663421154022217,1.0,4.0,,,0.0,79.0,Lalo,20230223
47,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0162591934204102,1.0,5.0,,,0.0,80.0,Lalo,20230223
48,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0001142024993896,1.0,6.0,,,0.0,81.0,Lalo,20230223
49,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9995062351226807,1.0,7.0,,,0.0,82.0,Lalo,20230223
50,1R,Low,1.0,1.0,0.0,0.0,Observer,1.100308895111084,1.0,8.0,,,0.0,83.0,Lalo,20230223
51,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0331048965454102,1.0,10.0,,,0.0,85.0,Lalo,20230223
52,1R,Low,3.0,3.0,0.0,0.0,Actor,1.066112995147705,1.0,11.0,,,0.0,86.0,Lalo,20230223
53,1R,Low,5.0,5.0,0.0,0.0,Observer,1.199632167816162,1.0,0.0,,,0.0,90.0,Lalo,20230223
54,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0669710636138916,1.0,1.0,,,0.0,91.0,Lalo,20230223
55,1R,Low,2.0,2.0,0.0,0.0,Actor,2.2665622234344482,1.0,2.0,,,0.0,92.0,Lalo,20230223
56,1R,Low,1.0,1.0,0.0,0.0,Actor,1.2330410480499268,1.0,3.0,,,0.0,93.0,Lalo,20230223
57,1R,Low,6.0,6.0,0.0,0.0,Observer,1.3168766498565674,1.0,4.0,,,0.0,94.0,Lalo,20230223
58,1R,Low,5.0,5.0,0.0,0.0,Observer,1.90018892288208,1.0,5.0,,,0.0,95.0,Lalo,20230223
59,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0324788093566895,1.0,6.0,,,0.0,96.0,Lalo,20230223
60,1R,Low,4.0,4.0,0.0,0.0,Observer,0.9837338924407959,1.0,7.0,,,0.0,97.0,Lalo,20230223
61,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9832279682159424,1.0,8.0,,,0.0,98.0,Lalo,20230223
62,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0000550746917725,1.0,9.0,,,0.0,99.0,Lalo,20230223
63,1R,Low,6.0,6.0,0.0,0.0,Observer,1.0665159225463867,1.0,10.0,,,0.0,100.0,Lalo,20230223
64,1R,Low,6.0,6.0,0.0,0.0,Actor,2.433098077774048,1.0,11.0,,,0.0,101.0,Lalo,20230223
65,1R,Low,1.0,1.0,0.0,0.0,Actor,1.2156498432159424,1.0,12.0,,,0.0,102.0,Lalo,20230223
66,1R,Low,6.0,6.0,0.0,0.0,Actor-incongruent,1.2165980339050293,1.0,13.0,,,0.0,103.0,Lalo,20230223
67,1R,Low,2.0,2.0,0.0,0.0,Observer,1.4663140773773193,1.0,0.0,,,0.0,106.0,Lalo,20230223
68,1R,Med,10.0,10.0,0.0,0.0,Actor,0.9999699592590332,1.0,1.0,,,0.0,107.0,Lalo,20230223
69,1R,Low,2.0,2.0,0.0,0.0,Observer,1.000519037246704,1.0,2.0,,,0.0,108.0,Lalo,20230223
70,1R,Low,4.0,4.0,0.0,0.0,Actor,1.0505709648132324,1.0,3.0,,,0.0,109.0,Lalo,20230223
71,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9998960494995117,1.0,4.0,,,0.0,110.0,Lalo,20230223
