,Unnamed: 0,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,navigation_end_time,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,reward_time,total_polls,touched_polls,trial_aborted,trial_duration,history,pos_in_block,switched
0,0,0,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678474955.758919,638,15.947030067443848,1,0,-1,0,0.0,0.6666666666666666,[9.847749948501587],0.0,15.947030067443848,15,10,0,16.947147130966187,,,
1,1,1,[1.0],1.0,0,1.0,1.0,0,[1.0],1678474967.5580502,143,5.500103950500488,1,0,1,0,0.15,0.5555555555555556,[1.5833070278167725],1.0,5.500103950500488,9,5,0,6.499468803405762,1R,0.0,1.0
2,2,2,[1.0],1.0,0,1.0,1.0,0,[1.0],1678474976.5072482,130,4.667479038238525,1,0,1,0,0.15,0.7142857142857143,[1.3667409420013428],1.0,4.667479038238525,7,5,0,5.666538953781128,1R,1.0,1.0
3,3,3,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678474984.590512,118,7.066484928131104,1,0,-1,0,0.0,0.8666666666666667,[1.166327714920044],0.0,7.066484928131104,15,13,0,8.065410852432251,,,
4,4,4,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678474996.156053,165,7.8990349769592285,1,0,-1,0,0.0,0.7333333333333333,[1.948796033859253],0.0,7.8990349769592285,15,11,0,8.898865938186646,,,
5,5,5,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475007.188582,128,3.9661831855773926,1,0,1,0,0.15,0.6,[1.3326120376586914],1.0,3.9661831855773926,5,3,0,4.966114044189453,1R,4.0,1.0
6,6,6,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475014.738878,128,4.582566022872925,1,0,1,0,0.15,0.7142857142857143,[1.3331859111785889],1.0,4.582566022872925,7,5,0,5.582113981246948,1R,5.0,1.0
7,7,7,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678475022.80404,119,7.082466125488281,1,0,-1,0,0.0,0.7333333333333333,[1.182692050933838],0.0,7.082466125488281,15,11,0,8.082083225250244,,,
8,8,8,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475034.936934,199,4.1002631187438965,1,0,1,0,0.15,1.0,[2.516242027282715],1.0,4.1002631187438965,2,2,0,5.099277019500732,1R,7.0,1.0
9,9,9,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475041.435924,126,3.2333099842071533,1,0,1,0,0.15,0.6666666666666666,[1.3000550270080566],1.0,3.2333099842071533,3,2,0,4.233397006988525,1R,8.0,1.0
10,10,10,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475048.269153,128,5.249653100967407,1,0,1,0,0.15,0.8888888888888888,[1.3336570262908936],1.0,5.249653100967407,9,8,0,6.249733924865723,1R,9.0,1.0
11,11,11,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678475056.952105,115,7.232879161834717,1,0,-1,0,0.0,0.5333333333333333,[1.116746187210083],0.0,7.232879161834717,15,8,0,8.23281216621399,,,
12,12,12,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678475067.850978,111,6.982814073562622,1,0,-1,0,0.0,0.8,[1.0494601726531982],0.0,6.982814073562622,15,12,0,7.982444047927856,,,
13,13,13,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475079.0008051,138,3.0834197998046875,1,0,1,0,0.15,1.0,[1.5002408027648926],1.0,3.0834197998046875,2,2,0,4.083208799362183,1R,12.0,1.0
14,14,14,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475085.317407,118,3.0828428268432617,1,0,1,0,0.15,0.6666666666666666,[1.1665756702423096],1.0,3.0828428268432617,3,2,0,4.082521677017212,1R,13.0,1.0
15,15,15,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1678475092.100141,127,7.216342926025391,1,0,1,0,0.0,0.8,[1.3161609172821045],0.0,7.216342926025391,15,12,0,8.216569900512695,1NR,14.0,1.0
16,16,16,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475102.865232,116,4.050400972366333,1,0,-1,0,0.15,0.8333333333333334,[1.1329562664031982],1.0,4.050400972366333,6,5,0,5.049251079559326,1R,0.0,1.0
17,17,17,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475110.364956,108,2.5663390159606934,1,0,-1,0,0.15,1.0,[0.9999899864196777],1.0,2.5663390159606934,2,2,0,3.566001892089844,1R,1.0,1.0
18,18,18,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475116.630985,117,6.399095058441162,1,0,-1,0,0.15,0.6153846153846154,[1.149543046951294],1.0,6.399095058441162,13,8,0,7.398694038391113,1R,2.0,1.0
19,19,19,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475126.597624,110,6.265778064727783,1,0,-1,0,0.15,0.6923076923076923,[1.0326118469238281],1.0,6.265778064727783,13,9,0,7.265744924545288,1R,3.0,1.0
20,20,20,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475136.579689,111,6.96592116355896,1,0,-1,0,0.15,0.8,[1.0492231845855713],0.0,6.96592116355896,15,12,0,7.965266942977905,1NR,4.0,1.0
21,21,21,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1678475147.362038,118,7.082870960235596,1,0,1,0,0.0,0.6666666666666666,[1.1664199829101562],0.0,7.082870960235596,15,10,0,8.082095861434937,,,
22,22,22,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1678475158.478304,137,7.583083152770996,1,0,1,0,0.0,0.7333333333333333,[1.4831769466400146],0.0,7.583083152770996,15,11,0,8.582991123199463,,,
23,23,23,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475169.577606,123,3.882836818695069,1,0,-1,0,0.15,0.6,[1.250035047531128],1.0,3.882836818695069,5,3,0,4.8826000690460205,1R,7.0,1.0
24,24,24,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475176.893458,112,3.999033689498901,1,0,-1,0,0.15,0.6666666666666666,[1.0654399394989014],1.0,3.999033689498901,6,4,0,4.998569965362549,1R,8.0,1.0
25,25,25,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475184.576958,118,5.099394083023071,1,0,-1,0,0.15,0.8888888888888888,[1.1661391258239746],1.0,5.099394083023071,9,8,0,6.09963321685791,1R,9.0,1.0
26,26,26,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475193.293003,116,2.398966073989868,1,0,-1,0,0.15,1.0,[1.1330509185791016],1.0,2.398966073989868,1,1,0,3.39866304397583,1R,10.0,1.0
27,27,27,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678475199.2255092,115,7.01645302772522,1,0,-1,0,0.0,0.7333333333333333,[1.1160659790039062],0.0,7.01645302772522,15,11,0,8.03218674659729,1NR,11.0,1.0
28,28,28,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475210.808011,165,4.849366188049316,1,0,1,0,0.15,1.0,[1.949615240097046],1.0,4.849366188049316,6,6,0,5.84963321685791,1R,0.0,1.0
29,29,29,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475218.323765,107,6.91601300239563,1,0,1,0,0.15,0.6666666666666666,[0.9826831817626953],0.0,6.91601300239563,15,10,0,7.915475845336914,1NR,1.0,1.0
30,30,30,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475229.190242,121,4.1163060665130615,1,0,1,0,0.15,0.8333333333333334,[1.2166731357574463],1.0,4.1163060665130615,6,5,0,5.11667013168335,1R,2.0,1.0
31,31,31,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475236.722463,110,4.418462038040161,1,0,1,0,0.15,0.7142857142857143,[1.0333633422851562],1.0,4.418462038040161,7,5,0,5.418216228485107,1R,3.0,1.0
32,32,32,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475245.023565,126,6.88236403465271,1,0,1,0,0.15,0.7857142857142857,[1.2992219924926758],1.0,6.88236403465271,14,11,0,7.882277965545654,1R,4.0,1.0
33,33,33,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475255.490336,119,4.749338150024414,1,0,1,0,0.15,0.75,[1.1821811199188232],1.0,4.749338150024414,8,6,0,5.748337268829346,1R,5.0,1.0
34,34,34,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475264.2227578,141,4.81685209274292,1,0,1,0,0.15,0.7142857142857143,[1.550060749053955],1.0,4.81685209274292,7,5,0,5.81626296043396,1R,6.0,1.0
35,35,35,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475272.589144,136,4.3661949634552,1,0,1,0,0.15,0.8333333333333334,[1.466691017150879],1.0,4.3661949634552,6,5,0,5.365945100784302,1R,7.0,1.0
36,36,36,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678475280.288667,119,7.165219068527222,1,0,-1,0,0.0,0.8666666666666667,[1.183354139328003],0.0,7.165219068527222,15,13,0,8.165028095245361,,,
37,37,37,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678475291.170725,118,7.149115800857544,1,0,-1,0,0.0,0.8,[1.1657688617706299],0.0,7.149115800857544,15,12,0,8.148829936981201,,,
38,38,38,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678475301.91982,111,7.149351835250855,1,0,-1,0,0.0,0.8666666666666667,[1.0496690273284912],0.0,7.149351835250855,15,13,0,8.148788928985596,,,
39,39,39,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1678475313.169041,133,7.516120910644531,1,0,1,0,0.0,0.4666666666666667,[1.4161908626556396],0.0,7.516120910644531,15,7,0,8.515516757965088,,,
40,40,40,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475324.435342,133,3.3170669078826904,1,0,-1,0,0.15,0.3333333333333333,[1.4167680740356445],1.0,3.3170669078826904,3,1,0,4.317075967788696,1R,0.0,1.0
41,41,41,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475331.0510569,116,4.699598073959351,1,0,-1,0,0.15,0.75,[1.1328318119049072],1.0,4.699598073959351,8,6,0,5.699735879898071,1R,1.0,1.0
42,42,42,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475339.451244,120,2.76637601852417,1,0,-1,0,0.15,0.5,[1.1993658542633057],1.0,2.76637601852417,2,1,0,3.7661330699920654,1R,2.0,1.0
43,43,43,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475345.6503649,112,7.000427007675171,1,0,-1,0,0.15,0.9333333333333332,[1.0663130283355713],0.0,7.000427007675171,15,14,0,7.99893307685852,1NR,3.0,1.0
44,44,44,[1.0],1.0,0,-1.0,-1.0,0,[-1.0],1678475356.982906,149,7.682929992675781,1,0,1,0,0.0,0.6,[1.6829068660736084],0.0,7.682929992675781,15,9,0,8.682807922363281,,,
45,45,45,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475367.8153338,114,6.665216684341431,1,0,-1,0,0.15,0.7142857142857143,[1.099289894104004],1.0,6.665216684341431,14,10,0,7.665052890777588,1R,5.0,1.0
46,46,46,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475378.230984,117,6.748680830001831,1,0,-1,0,0.15,0.7142857142857143,[1.1490659713745117],1.0,6.748680830001831,14,10,0,7.749297857284546,1R,6.0,1.0
47,47,47,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475388.697079,117,7.082685947418213,1,0,-1,0,0.15,0.6666666666666666,[1.1495859622955322],0.0,7.082685947418213,15,10,0,8.082077026367188,1NR,7.0,1.0
48,48,48,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475399.613249,123,3.850121259689331,1,0,-1,0,0.15,0.8,[1.249718189239502],1.0,3.850121259689331,5,4,0,4.850066184997559,1R,8.0,1.0
49,49,49,[-1.0],-1.0,0,-1.0,1.0,0,[1.0],1678475406.846106,110,7.1490700244903564,1,0,-1,0,0.15,0.4666666666666667,[1.0327038764953613],0.0,7.1490700244903564,15,7,0,8.148963689804077,1NR,9.0,1.0
50,50,50,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678475417.862813,118,7.0660400390625,1,0,-1,0,0.0,0.6666666666666666,[1.1669888496398926],0.0,7.0660400390625,15,10,0,8.06539273262024,2NR,10.0,1.0
51,51,51,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475429.144329,148,7.266063690185547,1,0,1,0,0.15,0.8571428571428571,[1.6657259464263916],1.0,7.266063690185547,14,12,0,8.282920837402344,1R,0.0,1.0
52,52,52,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475439.560192,113,7.0331361293792725,1,0,1,0,0.15,0.7333333333333333,[1.083207368850708],0.0,7.0331361293792725,15,11,0,8.032661199569702,1NR,1.0,1.0
53,53,53,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475450.65961,134,7.3496057987213135,1,0,1,0,0.15,0.8666666666666667,[1.4330618381500244],0.0,7.3496057987213135,15,13,0,8.34906792640686,2NR,2.0,1.0
54,54,54,[-1.0],-1.0,0,1.0,-1.0,0,[-1.0],1678475461.4255722,115,7.066235780715942,1,0,-1,0,0.0,0.7333333333333333,[1.1160156726837158],0.0,7.066235780715942,15,11,0,8.065537929534912,,,
55,55,55,[1.0],1.0,0,1.0,1.0,0,[1.0],1678475472.4248471,128,3.967069149017334,1,0,1,0,0.15,0.4,[1.332932949066162],1.0,3.967069149017334,5,2,0,4.965794801712036,1R,4.0,1.0
