,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,2.0,2.0,0.0,0.0,Actor-incongruent,0.9833779335021973,1.0,0.0,,,0.0,0.0,Lalo,20221208
1,1R,Low,3.0,3.0,1.0,0.0,Observer,0.9829530715942383,-1.0,1.0,,,0.0,1.0,Lalo,20221208
2,1R,Low,5.0,5.0,0.0,0.0,Observer,0.9830682277679443,1.0,8.0,,,0.0,8.0,Lalo,20221208
3,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0483970642089844,1.0,0.0,,,0.0,13.0,Lalo,20221208
4,1R,Low,2.0,2.0,0.0,0.0,Observer,1.015704870223999,1.0,7.0,,,0.0,20.0,Lalo,20221208
5,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9993448257446289,1.0,8.0,,,0.0,21.0,Lalo,20221208
6,1R,Low,4.0,4.0,0.0,1.0,Observer,1.066439151763916,-1.0,9.0,,,0.0,22.0,Lalo,20221208
7,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9834108352661133,1.0,0.0,,,0.0,29.0,Lalo,20221208
8,1R,Low,3.0,3.0,0.0,0.0,Observer,0.999549150466919,1.0,1.0,,,0.0,30.0,Lalo,20221208
9,1R,Low,6.0,6.0,0.0,0.0,Observer,0.9833009243011475,1.0,2.0,,,0.0,31.0,Lalo,20221208
10,1R,Low,4.0,4.0,1.0,0.0,Observer,0.9838559627532959,-1.0,3.0,,,0.0,32.0,Lalo,20221208
11,1R,Low,7.0,7.0,1.0,0.0,Observer-incongruent,0.9826381206512451,-1.0,4.0,,,0.0,33.0,Lalo,20221208
12,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9833989143371582,1.0,0.0,,,0.0,38.0,Lalo,20221208
13,1R,Med,9.0,9.0,0.0,0.0,Actor,0.9834380149841309,1.0,2.0,,,0.0,40.0,Lalo,20221208
14,1R,Low,5.0,5.0,0.0,0.0,Observer,0.9829690456390381,1.0,5.0,,,0.0,43.0,Lalo,20221208
15,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9835247993469238,1.0,6.0,,,0.0,44.0,Lalo,20221208
16,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9827587604522705,1.0,7.0,,,0.0,45.0,Lalo,20221208
17,1R,Low,5.0,5.0,0.0,0.0,Actor,0.9834356307983398,1.0,8.0,,,0.0,46.0,Lalo,20221208
18,1R,Low,7.0,7.0,0.0,1.0,Actor,0.9831490516662598,-1.0,9.0,,,0.0,47.0,Lalo,20221208
19,1R,Low,1.0,1.0,0.0,0.0,Observer-incongruent,2.6330130100250244,1.0,0.0,,,0.0,48.0,Lalo,20221208
20,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9831740856170654,1.0,1.0,,,0.0,49.0,Lalo,20221208
21,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9835560321807861,1.0,2.0,,,0.0,50.0,Lalo,20221208
22,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9834072589874268,1.0,3.0,,,0.0,51.0,Lalo,20221208
23,1R,Low,5.0,5.0,0.0,0.0,Observer-incongruent,1.1000621318817139,1.0,5.0,,,0.0,53.0,Lalo,20221208
24,1R,Low,2.0,2.0,0.0,0.0,Actor-incongruent,0.9831559658050537,1.0,8.0,,,0.0,56.0,Lalo,20221208
25,1R,Low,2.0,2.0,0.0,1.0,Observer-incongruent,1.0174009799957275,-1.0,10.0,,,0.0,58.0,Lalo,20221208
26,1R,Low,2.0,2.0,0.0,0.0,Observer,0.9828176498413086,1.0,0.0,,,0.0,60.0,Lalo,20221208
27,1R,Low,3.0,3.0,0.0,0.0,Observer,0.9819059371948242,1.0,1.0,,,0.0,61.0,Lalo,20221208
28,1R,Low,5.0,5.0,0.0,0.0,Observer,1.2659761905670166,1.0,2.0,,,0.0,62.0,Lalo,20221208
29,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9993600845336914,1.0,4.0,,,0.0,64.0,Lalo,20221208
30,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9832429885864258,1.0,5.0,,,0.0,65.0,Lalo,20221208
31,1R,Low,2.0,2.0,0.0,0.0,Actor,0.9828970432281494,1.0,6.0,,,0.0,66.0,Lalo,20221208
32,1R,Low,4.0,4.0,0.0,1.0,Actor-incongruent,1.1157901287078857,-1.0,9.0,,,0.0,69.0,Lalo,20221208
33,1R,Low,2.0,2.0,0.0,0.0,Observer-incongruent,2.5497078895568848,1.0,0.0,,,0.0,70.0,Lalo,20221208
34,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9832088947296143,1.0,1.0,,,0.0,71.0,Lalo,20221208
35,1R,Low,7.0,7.0,0.0,0.0,Observer,0.9830191135406494,1.0,2.0,,,0.0,72.0,Lalo,20221208
36,1R,Low,6.0,6.0,0.0,0.0,Observer-incongruent,0.9838829040527344,1.0,5.0,,,0.0,75.0,Lalo,20221208
37,1R,Low,3.0,3.0,0.0,0.0,Actor,0.983363151550293,1.0,6.0,,,0.0,76.0,Lalo,20221208
38,1R,Low,2.0,2.0,0.0,0.0,Actor,1.4000890254974365,1.0,7.0,,,0.0,77.0,Lalo,20221208
39,1R,High,12.0,12.0,0.0,0.0,Observer,0.9824919700622559,1.0,8.0,,,0.0,78.0,Lalo,20221208
40,1R,Low,1.0,1.0,0.0,0.0,Observer-incongruent,1.0172138214111328,1.0,10.0,,,0.0,80.0,Lalo,20221208
41,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0339570045471191,1.0,11.0,,,0.0,81.0,Lalo,20221208
42,1R,Low,1.0,1.0,0.0,1.0,Observer,1.433680772781372,-1.0,12.0,,,0.0,82.0,Lalo,20221208
43,1R,Low,1.0,1.0,0.0,0.0,Actor-incongruent,0.9826560020446777,1.0,0.0,,,0.0,84.0,Lalo,20221208
44,1R,Med,9.0,9.0,0.0,0.0,Actor,0.9831571578979492,1.0,1.0,,,0.0,85.0,Lalo,20221208
45,1R,Low,2.0,2.0,0.0,0.0,Observer,1.000110149383545,1.0,3.0,,,0.0,87.0,Lalo,20221208
46,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9828219413757324,1.0,5.0,,,0.0,89.0,Lalo,20221208
47,1R,Low,2.0,2.0,0.0,0.0,Observer,0.983842134475708,1.0,6.0,,,0.0,90.0,Lalo,20221208
48,1R,Low,2.0,2.0,0.0,0.0,Actor,0.98238205909729,1.0,7.0,,,0.0,91.0,Lalo,20221208
49,1R,Low,2.0,2.0,0.0,0.0,Actor,1.0001161098480225,1.0,8.0,,,0.0,92.0,Lalo,20221208
50,1R,Low,3.0,3.0,0.0,1.0,Observer,0.9842391014099121,-1.0,9.0,,,0.0,93.0,Lalo,20221208
51,1R,Low,3.0,3.0,0.0,0.0,Observer-incongruent,0.9841029644012451,1.0,0.0,,,0.0,96.0,Lalo,20221208
52,1R,High,14.0,14.0,0.0,0.0,Actor,0.9824011325836182,1.0,1.0,,,0.0,97.0,Lalo,20221208
53,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9834959506988525,1.0,2.0,,,0.0,98.0,Lalo,20221208
54,1R,Low,7.0,7.0,0.0,0.0,Actor,0.9838428497314453,1.0,3.0,,,0.0,99.0,Lalo,20221208
55,1R,Low,5.0,5.0,0.0,0.0,Actor,1.0001888275146484,1.0,4.0,,,0.0,100.0,Lalo,20221208
56,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9833548069000244,1.0,5.0,,,0.0,101.0,Lalo,20221208
57,1R,Med,9.0,9.0,0.0,0.0,Actor-incongruent,0.9993641376495361,1.0,6.0,,,0.0,102.0,Lalo,20221208
58,1R,Low,1.0,1.0,0.0,0.0,Observer,0.98288893699646,1.0,0.0,,,0.0,109.0,Lalo,20221208
59,1R,High,12.0,12.0,0.0,0.0,Observer,1.000025987625122,1.0,1.0,,,0.0,110.0,Lalo,20221208
60,1R,Low,2.0,2.0,0.0,0.0,Observer,0.982996940612793,1.0,2.0,,,0.0,111.0,Lalo,20221208
61,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9831721782684326,1.0,3.0,,,0.0,112.0,Lalo,20221208
62,1R,Med,10.0,10.0,0.0,0.0,Observer,1.0332300662994385,1.0,4.0,,,0.0,113.0,Lalo,20221208
63,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9825360774993896,1.0,5.0,,,0.0,114.0,Lalo,20221208
64,1R,Low,4.0,4.0,0.0,1.0,Observer-incongruent,0.9825708866119385,-1.0,9.0,,,0.0,118.0,Lalo,20221208
65,1R,Low,5.0,5.0,0.0,0.0,Observer,0.9834187030792236,1.0,0.0,,,0.0,123.0,Lalo,20221208
66,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9833228588104248,1.0,1.0,,,0.0,124.0,Lalo,20221208
67,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9831051826477051,1.0,2.0,,,0.0,125.0,Lalo,20221208
68,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9835300445556641,1.0,3.0,,,0.0,126.0,Lalo,20221208
69,1R,Low,6.0,6.0,0.0,0.0,Actor,0.9837567806243896,1.0,4.0,,,0.0,127.0,Lalo,20221208
70,1R,Low,7.0,7.0,0.0,0.0,Actor-incongruent,0.9829549789428711,1.0,5.0,,,0.0,128.0,Lalo,20221208
71,1R,Low,1.0,1.0,0.0,0.0,Actor,0.9836900234222412,1.0,7.0,,,0.0,130.0,Lalo,20221208
72,1R,Low,3.0,3.0,0.0,0.0,Actor,0.9830849170684814,1.0,0.0,,,0.0,132.0,Lalo,20221208
73,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9829378128051758,1.0,1.0,,,0.0,133.0,Lalo,20221208
74,1R,Low,6.0,6.0,0.0,0.0,Observer,1.0505151748657227,1.0,2.0,,,0.0,134.0,Lalo,20221208
75,1R,Low,8.0,8.0,0.0,0.0,Observer,0.9986569881439209,1.0,3.0,,,0.0,135.0,Lalo,20221208
76,1R,Low,2.0,2.0,0.0,0.0,Observer,1.0008409023284912,1.0,5.0,,,0.0,137.0,Lalo,20221208
77,1R,Low,4.0,4.0,0.0,0.0,Observer,0.9996557235717773,1.0,6.0,,,0.0,138.0,Lalo,20221208
78,1R,Med,9.0,9.0,0.0,0.0,Actor-incongruent,0.9828569889068604,1.0,8.0,,,0.0,140.0,Lalo,20221208
79,1R,Low,1.0,1.0,0.0,1.0,Observer-incongruent,1.0156960487365723,-1.0,11.0,,,0.0,143.0,Lalo,20221208
80,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0168418884277344,1.0,0.0,,,0.0,146.0,Lalo,20221208
81,1R,Low,2.0,2.0,0.0,0.0,Actor,1.2665960788726807,1.0,1.0,,,0.0,147.0,Lalo,20221208
82,1R,Low,1.0,1.0,0.0,0.0,Observer,0.9999990463256836,1.0,2.0,,,0.0,148.0,Lalo,20221208
83,1R,Low,7.0,7.0,0.0,0.0,Actor,0.9998862743377686,1.0,3.0,,,0.0,149.0,Lalo,20221208
84,1R,Low,8.0,8.0,0.0,0.0,Actor-incongruent,0.9826571941375732,1.0,4.0,,,0.0,150.0,Lalo,20221208
85,1R,Low,4.0,4.0,0.0,0.0,Observer-incongruent,0.9833841323852539,1.0,7.0,,,0.0,153.0,Lalo,20221208
86,1R,Low,8.0,8.0,0.0,0.0,Actor,0.9823670387268066,1.0,8.0,,,0.0,154.0,Lalo,20221208
87,1R,Low,2.0,2.0,0.0,0.0,Observer,1.017590045928955,1.0,9.0,,,0.0,155.0,Lalo,20221208
88,1R,Low,6.0,6.0,0.0,1.0,Actor,0.9831709861755371,-1.0,10.0,,,0.0,156.0,Lalo,20221208
89,1R,Low,1.0,1.0,0.0,0.0,Observer-incongruent,0.9990580081939697,1.0,0.0,,,0.0,158.0,Lalo,20221208
90,1R,Low,5.0,5.0,0.0,0.0,Observer,1.0168659687042236,1.0,1.0,,,0.0,159.0,Lalo,20221208
91,1R,Low,4.0,4.0,0.0,0.0,Actor,0.9827640056610107,1.0,2.0,,,0.0,160.0,Lalo,20221208
92,1R,Low,3.0,3.0,0.0,0.0,Observer,0.9825830459594727,1.0,3.0,,,0.0,161.0,Lalo,20221208
