,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,3.0,3.0,1.0,0.0,Observer,2.18257999420166,-1.0,0.0,0.8778467908902692,0.1331953071083506,0.0,0.0,Offenbach,20230202
1,1R,Low,1.0,1.0,0.0,0.0,Actor,1.066908836364746,1.0,8.0,0.9985022466290702,0.0,0.0,8.0,Offenbach,20230202
2,1R,Low,8.0,8.0,0.0,0.0,Actor,1.049818992614746,1.0,9.0,1.0,0.0,0.0,9.0,Offenbach,20230202
3,1R,Med,11.0,11.0,0.0,0.0,Observer,0.9830818176269531,1.0,10.0,0.800582490253379,0.0697856117685054,0.0,10.0,Offenbach,20230202
4,1R,Med,10.0,10.0,0.0,1.0,Actor,1.0169548988342285,-1.0,11.0,1.0,0.0,0.0,11.0,Offenbach,20230202
5,1R,Med,10.0,10.0,0.0,0.0,Actor,1.2838919162750244,1.0,0.0,0.9688282453835858,0.0,0.0,14.0,Offenbach,20230202
6,1R,Low,1.0,1.0,0.0,0.0,Observer,1.4166150093078613,1.0,1.0,0.7600621869056359,0.0,0.0,15.0,Offenbach,20230202
7,1R,Low,5.0,5.0,0.0,0.0,Actor-incongruent,1.0997819900512695,1.0,3.0,1.0,0.0,0.0,17.0,Offenbach,20230202
8,1R,Low,7.0,7.0,0.0,0.0,Observer,1.1665840148925781,1.0,5.0,0.5251112285870954,0.0081220970124433,0.0,19.0,Offenbach,20230202
9,1R,Med,11.0,11.0,0.0,0.0,Actor,1.2167930603027344,1.0,6.0,0.6465371682552181,0.0014636999281327,0.0,20.0,Offenbach,20230202
10,1R,Low,6.0,6.0,0.0,0.0,Observer-incongruent,1.0488171577453613,1.0,13.0,0.3128541083531473,0.1066959097851774,0.0,27.0,Offenbach,20230202
11,1R,Low,6.0,6.0,0.0,1.0,Observer,1.0661590099334717,-1.0,14.0,0.9997680276799356,0.0755543648369232,0.0,28.0,Offenbach,20230202
12,1R,Low,8.0,8.0,0.0,0.0,Actor-incongruent,1.0989251136779785,1.0,0.0,0.9594752186588922,0.0431486880466472,0.0,30.0,Offenbach,20230202
13,1R,Low,2.0,2.0,0.0,0.0,Observer,0.9830541610717773,1.0,1.0,0.5363399940263059,0.476240775680404,0.0,31.0,Offenbach,20230202
14,1R,Med,11.0,11.0,0.0,0.0,Observer,1.4006330966949463,1.0,2.0,0.1984096701820729,0.2928708229298789,0.0,32.0,Offenbach,20230202
15,1R,Med,9.0,9.0,1.0,0.0,Observer-incongruent,3.1332669258117676,-1.0,4.0,0.244722067739415,0.4400214377594694,0.0,34.0,Offenbach,20230202
16,1R,Low,5.0,5.0,1.0,0.0,Observer-incongruent,1.3835399150848389,-1.0,5.0,0.0,0.7681820977805512,0.0,35.0,Offenbach,20230202
