,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,1.0,1.0,0.0,0.0,self,1.0163938999176025,1.0,0.0,2.0,Lalo,20230331
1,1R,Low,8.0,8.0,0.0,0.0,self,1.3496899604797363,1.0,1.0,3.0,Lalo,20230331
2,1R,Low,3.0,3.0,1.0,0.0,self,1.034026861190796,-1.0,2.0,4.0,Lalo,20230331
3,1R,Low,4.0,4.0,0.0,0.0,self,2.5994579792022705,1.0,4.0,6.0,Lalo,20230331
4,1R,Low,4.0,4.0,0.0,0.0,self,1.0008718967437744,1.0,5.0,7.0,Lalo,20230331
5,1R,Low,1.0,1.0,0.0,0.0,self,0.9827611446380615,1.0,6.0,8.0,Lalo,20230331
6,1R,Low,8.0,8.0,0.0,0.0,self,1.4996857643127441,1.0,7.0,9.0,Lalo,20230331
7,1R,Low,2.0,2.0,0.0,0.0,self,0.9832000732421875,1.0,8.0,10.0,Lalo,20230331
8,1R,Low,2.0,2.0,0.0,1.0,self,2.599518060684204,-1.0,9.0,11.0,Lalo,20230331
9,1R,Low,2.0,2.0,0.0,0.0,self,1.1330928802490234,1.0,0.0,14.0,Lalo,20230331
10,1R,Low,4.0,4.0,0.0,0.0,self,1.0330348014831543,1.0,1.0,15.0,Lalo,20230331
11,1R,Low,7.0,7.0,0.0,0.0,self,1.0160682201385498,1.0,3.0,17.0,Lalo,20230331
12,1R,Low,2.0,2.0,0.0,0.0,self,1.0669708251953125,1.0,4.0,18.0,Lalo,20230331
13,1R,Low,3.0,3.0,0.0,0.0,self,1.0839450359344482,1.0,5.0,19.0,Lalo,20230331
14,1R,Low,2.0,2.0,0.0,0.0,self,1.01652193069458,1.0,6.0,20.0,Lalo,20230331
15,1R,Low,2.0,2.0,0.0,0.0,self,1.716515064239502,1.0,7.0,21.0,Lalo,20230331
16,1R,Low,2.0,2.0,0.0,1.0,self,0.9994468688964844,-1.0,8.0,22.0,Lalo,20230331
17,1R,Low,1.0,1.0,0.0,0.0,self,1.7663617134094238,1.0,0.0,25.0,Lalo,20230331
18,1R,Low,2.0,2.0,0.0,0.0,self,1.0162971019744873,1.0,1.0,26.0,Lalo,20230331
