,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,1.0,1.0,1.0,0.0,Actor,2.9502668380737305,-1.0,0.0,0.9999437940097184,0.0,0.0,0.0,Offenbach,20230117
1,1R,Low,2.0,2.0,1.0,0.0,Observer,1.865799903869629,-1.0,2.0,1.0,0.0,0.0,2.0,Offenbach,20230117
2,1R,Low,1.0,1.0,0.0,0.0,Observer-incongruent,0.9834749698638916,1.0,6.0,0.9838819712901448,0.027845716168589,0.0,6.0,Offenbach,20230117
3,1R,Low,6.0,6.0,1.0,0.0,Observer,1.049776315689087,-1.0,7.0,1.0,0.0,0.0,7.0,Offenbach,20230117
4,1R,Low,7.0,7.0,0.0,0.0,Observer,0.9838569164276123,1.0,0.0,0.6266675955386364,0.2459156650525591,0.0,11.0,Offenbach,20230117
5,1R,Low,2.0,2.0,0.0,0.0,Actor,1.099539041519165,1.0,1.0,0.9344858962693358,0.0727934485896269,0.0,12.0,Offenbach,20230117
6,1R,Low,1.0,1.0,0.0,0.0,Actor,0.99977707862854,1.0,2.0,0.8595614295192069,0.1544386552010895,0.0,13.0,Offenbach,20230117
7,1R,Med,9.0,9.0,0.0,0.0,Actor,1.0492980480194092,1.0,3.0,0.9999782995913168,0.0,0.0,14.0,Offenbach,20230117
8,1R,Low,5.0,5.0,0.0,0.0,Observer,1.0164661407470703,1.0,8.0,0.3954674220963173,0.4254957507082152,0.0,19.0,Offenbach,20230117
9,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0661461353302002,1.0,9.0,0.5312282090428538,0.4099055803700956,0.0,20.0,Offenbach,20230117
10,1R,Low,5.0,5.0,0.0,1.0,Actor,1.1493070125579834,-1.0,10.0,1.0,0.0,0.0,21.0,Offenbach,20230117
11,1R,Med,10.0,10.0,0.0,0.0,Actor-incongruent,0.9827680587768555,1.0,0.0,1.0,0.0,0.0,24.0,Offenbach,20230117
12,1R,Low,3.0,3.0,0.0,0.0,Actor,1.100198745727539,1.0,1.0,1.0,0.0,0.0,25.0,Offenbach,20230117
13,1R,Low,6.0,6.0,0.0,0.0,Actor,1.2162408828735352,1.0,2.0,1.0,0.0,0.0,26.0,Offenbach,20230117
14,1R,Low,1.0,1.0,0.0,0.0,Observer,2.950089931488037,1.0,3.0,0.9990541362480932,0.0,0.0,27.0,Offenbach,20230117
15,1R,Low,1.0,1.0,0.0,0.0,Actor,2.3163678646087646,1.0,4.0,1.0,0.0,0.0,28.0,Offenbach,20230117
16,1R,Low,2.0,2.0,0.0,0.0,Actor,1.116436243057251,1.0,5.0,1.0,0.0,0.0,29.0,Offenbach,20230117
17,1R,Low,4.0,4.0,0.0,0.0,Observer,1.249878168106079,1.0,6.0,1.0,0.0243488108720271,0.0,30.0,Offenbach,20230117
18,1R,Low,4.0,4.0,0.0,0.0,Actor,2.8169820308685303,1.0,7.0,0.9998434792944182,0.0,0.0,31.0,Offenbach,20230117
19,1R,Low,1.0,1.0,0.0,1.0,Observer,1.483717918395996,-1.0,8.0,1.0,0.0,0.0,32.0,Offenbach,20230117
20,1R,Low,1.0,1.0,0.0,0.0,Observer,1.0329861640930176,1.0,0.0,1.0,0.0,0.0,35.0,Offenbach,20230117
21,1R,Low,2.0,2.0,0.0,0.0,Observer,0.9835968017578125,1.0,1.0,0.413219755544876,0.3103699044951601,0.0,36.0,Offenbach,20230117
22,1R,Low,2.0,2.0,0.0,0.0,Observer,0.9996347427368164,1.0,2.0,0.5359417652411284,0.4731574158325751,0.0,37.0,Offenbach,20230117
23,1R,Low,6.0,6.0,0.0,0.0,Observer,1.0831458568572998,1.0,3.0,0.7365026693912838,0.2800663426897433,0.0,38.0,Offenbach,20230117
