,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.18144011497497559,1.0,0.0,2.0,MS,2021_08_19
1,1R,Med,10.0,10.0,0.0,4.0,0.0,Actor,0.23396086692810059,1.0,2.0,4.0,MS,2021_08_19
2,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.4990878105163574,1.0,5.0,7.0,MS,2021_08_19
3,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,0.4155850410461426,1.0,7.0,9.0,MS,2021_08_19
4,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.28264403343200684,1.0,8.0,10.0,MS,2021_08_19
5,1R,Med,9.0,9.0,0.0,4.0,1.0,Observer,1.7832307815551758,0.0,9.0,11.0,MS,2021_08_19
6,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.038102149963378906,1.0,0.0,14.0,MS,2021_08_19
7,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.215256929397583,1.0,1.0,15.0,MS,2021_08_19
8,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.06604790687561035,1.0,2.0,16.0,MS,2021_08_19
9,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.0,1.0,3.0,17.0,MS,2021_08_19
10,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.39820289611816406,1.0,5.0,19.0,MS,2021_08_19
11,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.0,1.0,6.0,20.0,MS,2021_08_19
12,1R,Med,11.0,11.0,0.0,4.0,0.0,Observer,0.16481804847717285,1.0,7.0,21.0,MS,2021_08_19
13,1R,Low,4.0,4.0,0.0,4.0,1.0,Observer,0.2331221103668213,0.0,8.0,22.0,MS,2021_08_19
14,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.3003661632537842,1.0,0.0,26.0,MS,2021_08_19
15,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.08391189575195312,1.0,2.0,28.0,MS,2021_08_19
16,1R,High,13.0,13.0,0.0,4.0,0.0,Observer,0.34958481788635254,1.0,3.0,29.0,MS,2021_08_19
17,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.45007801055908203,1.0,4.0,30.0,MS,2021_08_19
18,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.2324678897857666,1.0,5.0,31.0,MS,2021_08_19
19,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.09921097755432129,1.0,6.0,32.0,MS,2021_08_19
20,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.0,1.0,7.0,33.0,MS,2021_08_19
21,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.04916095733642578,1.0,8.0,34.0,MS,2021_08_19
22,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.33423304557800293,1.0,9.0,35.0,MS,2021_08_19
23,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor-incongruent,0.13232111930847168,1.0,0.0,38.0,MS,2021_08_19
24,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.18280887603759766,1.0,1.0,39.0,MS,2021_08_19
25,1R,Med,9.0,9.0,0.0,4.0,0.0,Actor,0.2502291202545166,1.0,3.0,41.0,MS,2021_08_19
26,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.03290224075317383,1.0,4.0,42.0,MS,2021_08_19
27,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,0.16494107246398926,1.0,6.0,44.0,MS,2021_08_19
28,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.0,1.0,7.0,45.0,MS,2021_08_19
29,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.39966487884521484,1.0,8.0,46.0,MS,2021_08_19
30,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.03255867958068848,1.0,9.0,47.0,MS,2021_08_19
31,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.28313708305358887,1.0,10.0,48.0,MS,2021_08_19
32,1R,Low,5.0,5.0,0.0,4.0,1.0,Observer,0.23284506797790527,0.0,11.0,49.0,MS,2021_08_19
33,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor-incongruent,0.39964795112609863,1.0,0.0,52.0,MS,2021_08_19
34,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.13225388526916504,1.0,2.0,54.0,MS,2021_08_19
35,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.21558403968811035,1.0,5.0,57.0,MS,2021_08_19
36,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.18231701850891113,1.0,7.0,59.0,MS,2021_08_19
37,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.23386192321777344,1.0,8.0,60.0,MS,2021_08_19
38,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.1499462127685547,1.0,9.0,61.0,MS,2021_08_19
39,1R,Low,8.0,8.0,0.0,4.0,0.0,Actor,0.18166589736938477,1.0,10.0,62.0,MS,2021_08_19
40,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.1819148063659668,1.0,12.0,64.0,MS,2021_08_19
