,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.625,MS,0.8181818181818182,0.3888888888888889,2021_08_22
1,-10,0.75,MS,0.76,0.7333333333333333,2021_08_22
2,-9,0.875,MS,1.0,0.7916666666666666,2021_08_22
3,-8,0.975,MS,0.9545454545454546,1.0,2021_08_22
4,-7,1.0,MS,1.0,1.0,2021_08_22
5,-6,0.95,MS,0.9473684210526315,0.9523809523809523,2021_08_22
6,-5,1.0,MS,1.0,1.0,2021_08_22
7,-4,0.95,MS,0.9166666666666666,1.0,2021_08_22
8,-3,0.975,MS,1.0,0.95,2021_08_22
9,-2,0.925,MS,0.9473684210526315,0.9047619047619048,2021_08_22
10,-1,1.0,MS,1.0,1.0,2021_08_22
11,0,0.125,MS,0.10526315789473684,0.14285714285714285,2021_08_22
12,1,0.325,MS,0.3333333333333333,0.3157894736842105,2021_08_22
13,2,0.725,MS,0.8421052631578947,0.6190476190476191,2021_08_22
14,3,0.8717948717948718,MS,0.7894736842105263,0.95,2021_08_22
15,4,1.0,MS,1.0,1.0,2021_08_22
16,5,0.9743589743589743,MS,1.0,0.9444444444444444,2021_08_22
17,6,1.0,MS,1.0,1.0,2021_08_22
18,7,1.0,MS,1.0,1.0,2021_08_22
19,8,0.9743589743589743,MS,0.9545454545454546,1.0,2021_08_22
20,9,1.0,MS,1.0,1.0,2021_08_22
21,10,0.9487179487179487,MS,1.0,0.8947368421052632,2021_08_22
