,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[1.3326969146728516, 1.8167519569396973]","[1.0, 1.0]","[1.3834772109985352, 1.8667171001434326]","[0.0, 0.0]",0.0,0.0,5.848664045333862,1629148283.168162,0,-1,1,-1,0.4666666666666667,0.0,15,7,0,1,"[1, 0]","[1, 0]","[0, 0]","[1, 2]","[1, 2]","[0, 0]","[1, 0]","[1, 0]","[0, 0]","[1, 6]","[1, 0]","[0, 6]",1NRO,1NR,0.0,1
1,"[1.0, -1.0]",1.0,-1.0,1.0,"[1.383134126663208, 0.4992499351501465]","[1.0, 1.0]","[1.383134126663208, 0.5992991924285889]","[1.0, 0.0]",1.0,0.0,3.349626064300537,1629148291.284668,1,-1,0,1,0.75,1.0,4,3,0,2,"[0, 1]","[0, 1]","[0, 0]","[4, 1]","[0, 1]","[4, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 5]","[0, 0]","[4, 5]",1R,1R,0.0,2
2,"[1.0, 1.0]",1.0,1.0,1.0,"[0.8664441108703613, 0.4998798370361328]","[4.0, 4.0]","[0.8664441108703613, 0.5331540107727051]","[1.0, 1.0]",1.0,1.0,5.848761796951294,1629148296.3512042,0,1,1,1,0.8,0.0,15,12,0,3,"[0, 0]","[0, 0]","[0, 0]","[3, 4]","[0, 0]","[3, 4]","[0, 0]","[0, 0]","[0, 0]","[3, 4]","[0, 0]","[3, 4]",1NR,1NR,1.0,3
3,"[1.0, 1.0]",1.0,1.0,1.0,"[0.8487558364868164, 0.13225483894348145]","[3.0, 3.0]","[0.8487558364868164, 0.21587610244750977]","[1.0, 1.0]",1.0,1.0,5.583116054534912,1629148303.917524,1,1,0,1,0.8,0.0,15,12,0,4,"[0, 0]","[0, 0]","[0, 0]","[2, 3]","[0, 0]","[2, 3]","[0, 0]","[0, 0]","[0, 0]","[2, 3]","[0, 0]","[2, 3]",2NR,2NR,2.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[1.3983967304229736, 0.481719970703125]","[2.0, 2.0]","[1.3983967304229736, 0.598456859588623]","[1.0, 1.0]",1.0,1.0,5.582970142364502,1629148312.0508249,1,1,0,1,0.8,0.0,15,12,0,5,"[1, 0]","[0, 0]","[1, 0]","[1, 2]","[0, 0]","[1, 2]","[1, 0]","[0, 0]","[1, 0]","[1, 2]","[0, 0]","[1, 2]",3NR,3NR,3.0,5
5,"[-1.0, 1.0]",-1.0,1.0,1.0,"[0.33281588554382324, 0.41559696197509766]","[2.0, 2.0]","[0.3484940528869629, 0.5820860862731934]","[0.0, 1.0]",0.0,1.0,5.849848031997681,1629148319.33378,0,-1,1,1,0.7333333333333333,0.0,15,11,0,6,"[0, 1]","[0, 0]","[0, 1]","[3, 1]","[3, 0]","[0, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",4NR,4NR,4.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.8316762447357178, 0.5323262214660645]","[2.0, 1.0]","[0.8651430606842041, 0.648348331451416]","[0.0, 0.0]",0.0,0.0,5.582703113555908,1629148327.217321,1,-1,0,-1,1.0,0.0,15,15,0,7,"[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]",1NRO,5NR,5.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[1.3326940536499023, 0.43239498138427734]","[1.0, 1.0]","[1.3326940536499023, 0.48232603073120117]","[0.0, 0.0]",0.0,0.0,5.849191904067993,1629148335.284137,0,-1,1,-1,0.8,0.0,15,12,0,8,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",2NRO,6NR,6.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.48326897621154785, 0.23350191116333008]","[1.0, 3.0]","[0.48326897621154785, 0.26679182052612305]","[1.0, 1.0]",1.0,1.0,2.6994879245758057,1629148342.516957,1,1,0,1,1.0,1.0,1,1,0,9,"[0, 0]","[0, 0]","[0, 0]","[11, 3]","[0, 0]","[11, 3]","[0, 0]","[0, 0]","[0, 0]","[4, 3]","[4, 0]","[0, 3]",1R,1R,7.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[0.7827258110046387, 0.16658592224121094]","[4.0, 4.0]","[0.7827258110046387, 0.281923770904541]","[1.0, 1.0]",1.0,1.0,5.583110094070435,1629148346.9002,1,1,0,1,0.8666666666666667,0.0,15,13,0,10,"[0, 0]","[0, 0]","[0, 0]","[10, 2]","[0, 0]","[10, 2]","[0, 0]","[0, 0]","[0, 0]","[3, 2]","[3, 0]","[0, 2]",1NR,1NR,8.0,10
10,"[1.0, 1.0]",1.0,1.0,1.0,"[0.46469783782958984, 0.0983579158782959]","[3.0, 1.0]","[0.46469783782958984, 0.13174772262573242]","[1.0, 1.0]",1.0,1.0,5.849545955657959,1629148354.166652,0,1,1,1,0.8,0.0,15,12,0,11,"[0, 1]","[0, 0]","[0, 1]","[9, 1]","[0, 0]","[9, 1]","[0, 1]","[0, 0]","[0, 1]","[2, 1]","[2, 0]","[0, 1]",2NR,2NR,9.0,11
11,"[1.0, -1.0]",1.0,-1.0,1.0,"[1.5671422481536865, 0.20088601112365723]","[2.0, 1.0]","[1.5671422481536865, 0.21706795692443848]","[1.0, 0.0]",1.0,0.0,5.849585771560669,1629148362.349975,0,1,1,-1,0.6,0.0,15,9,0,12,"[0, 0]","[0, 0]","[0, 0]","[8, 2]","[0, 2]","[8, 0]","[1, 0]","[1, 0]","[0, 0]","[1, 2]","[1, 2]","[0, 0]",1NRO,3NR,10.0,12
12,"[1.0, -1.0]",1.0,-1.0,1.0,"[0.39839816093444824, 0.11583924293518066]","[2.0, 1.0]","[0.39839816093444824, 0.21512317657470703]","[1.0, 0.0]",1.0,0.0,5.849698781967163,1629148369.783076,0,1,1,-1,0.7333333333333333,0.0,15,11,0,13,"[0, 1]","[0, 1]","[0, 0]","[7, 1]","[0, 1]","[7, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",2NRO,4NR,11.0,13
13,"[1.0, 1.0]",1.0,1.0,1.0,"[0.43301987648010254, 0.29991888999938965]","[2.0, 1.0]","[0.4499237537384033, 0.4001469612121582]","[1.0, 1.0]",1.0,1.0,4.099567174911499,1629148376.9329338,0,1,1,1,0.75,1.0,8,6,0,14,"[0, 0]","[0, 0]","[0, 0]","[6, 5]","[0, 0]","[6, 5]","[0, 0]","[0, 0]","[0, 0]","[20, 5]","[20, 0]","[0, 5]",1R,1R,12.0,14
14,"[1.0, 1.0]",1.0,1.0,1.0,"[0.31516098976135254, 0.0]","[4.0, 4.0]","[0.31516098976135254, 0.03294777870178223]","[1.0, 1.0]",1.0,1.0,3.299821853637696,1629148382.382713,1,1,0,1,1.0,1.0,4,4,0,15,"[0, 0]","[0, 0]","[0, 0]","[5, 4]","[0, 0]","[5, 4]","[0, 0]","[0, 0]","[0, 0]","[19, 4]","[19, 0]","[0, 4]",1R,1R,13.0,15
15,"[1.0, 1.0]",1.0,1.0,1.0,"[0.5652859210968018, 0.2323000431060791]","[4.0, 4.0]","[0.5819132328033447, 0.24892306327819824]","[1.0, 1.0]",1.0,1.0,5.316187858581543,1629148387.2327192,0,1,1,1,0.5714285714285714,1.0,14,8,0,16,"[0, 0]","[0, 0]","[0, 0]","[4, 3]","[0, 0]","[4, 3]","[0, 0]","[0, 0]","[0, 0]","[18, 3]","[18, 0]","[0, 3]",1R,1R,14.0,16
16,"[1.0, 1.0]",1.0,1.0,1.0,"[0.29851484298706055, 0.0]","[4.0, 4.0]","[0.29851484298706055, 0.11478185653686523]","[1.0, 1.0]",1.0,1.0,5.849524021148682,1629148394.049259,0,1,1,1,0.4666666666666667,0.0,15,7,0,17,"[0, 0]","[0, 0]","[0, 0]","[3, 2]","[0, 0]","[3, 2]","[0, 0]","[0, 0]","[0, 0]","[17, 2]","[17, 0]","[0, 2]",1NR,1NR,15.0,17
