,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[1.2161006927490234, 1.2661588191986084]","[1.0, 1.0]","[1.2161006927490234, 1.3494858741760254]","[0.0, 0.0]",0.0,0.0,5.849567174911499,1629236311.833029,0,-1,1,-1,0.7333333333333333,0.0,15,11,0,1,"[0, 1]","[0, 1]","[0, 0]","[2, 1]","[2, 1]","[0, 0]","[0, 1]","[0, 1]","[0, 0]","[2, 1]","[2, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[-1.0, 1.0]",-1.0,1.0,1.0,"[1.5824110507965088, 0.26558995246887207]","[1.0, 1.0]","[1.5824110507965088, 0.3155498504638672]","[0.0, 1.0]",0.0,1.0,5.582903861999512,1629236320.149717,1,1,0,-1,0.8666666666666667,0.0,15,13,0,2,"[1, 0]","[1, 0]","[0, 0]","[1, 2]","[1, 0]","[0, 2]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",2NRO,2NR,1.0,2
2,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6323988437652588, 0.2985999584197998]","[2.0, 3.0]","[0.6323988437652588, 0.3486599922180176]","[1.0, 1.0]",1.0,1.0,5.849881172180176,1629236327.299069,0,1,1,1,0.8,0.0,15,12,0,3,"[0, 1]","[0, 0]","[0, 1]","[14, 1]","[0, 0]","[14, 1]","[0, 1]","[0, 0]","[0, 1]","[2, 1]","[2, 0]","[0, 1]",3NRO,3NR,2.0,3
3,"[1.0, -1.0]",1.0,-1.0,1.0,"[1.0320241451263428, 0.3484201431274414]","[1.0, 1.0]","[1.0320241451263428, 0.44835615158081055]","[1.0, 0.0]",1.0,0.0,5.8486058712005615,1629236335.2828622,0,1,1,-1,1.0,0.0,15,15,0,4,"[0, 1]","[0, 1]","[0, 0]","[13, 1]","[0, 1]","[13, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",4NRO,4NR,3.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[0.3148670196533203, 0.2642366886138916]","[2.0, 4.0]","[0.3148670196533203, 0.3314707279205322]","[1.0, 1.0]",1.0,1.0,3.13247013092041,1629236342.682238,0,1,1,1,0.6666666666666666,1.0,3,2,0,5,"[0, 0]","[0, 0]","[0, 0]","[12, 13]","[0, 0]","[12, 13]","[0, 0]","[0, 0]","[0, 0]","[12, 13]","[0, 0]","[12, 13]",1R,1R,0.0,5
5,"[1.0, 1.0]",1.0,1.0,1.0,"[0.24858307838439941, 0.065155029296875]","[4.0, 4.0]","[0.24858307838439941, 0.16486692428588867]","[1.0, 1.0]",1.0,1.0,5.581811904907227,1629236347.182723,1,1,0,1,0.6,0.0,15,9,0,6,"[0, 0]","[0, 0]","[0, 0]","[11, 12]","[0, 0]","[11, 12]","[0, 0]","[0, 0]","[0, 0]","[11, 12]","[0, 0]","[11, 12]",1NR,1NR,1.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[0.4485800266265869, 0.18187189102172852]","[3.0, 3.0]","[0.4485800266265869, 0.18187189102172852]","[1.0, 1.0]",1.0,1.0,5.582098007202148,1629236354.48234,1,1,0,1,0.8,0.0,15,12,0,7,"[0, 0]","[0, 0]","[0, 0]","[10, 11]","[0, 0]","[10, 11]","[0, 0]","[0, 0]","[0, 0]","[10, 11]","[0, 0]","[10, 11]",2NR,2NR,2.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.8319270610809326, 0.5143496990203857]","[2.0, 1.0]","[0.8319270610809326, 0.5143496990203857]","[1.0, 1.0]",1.0,1.0,3.315962791442871,1629236361.9490502,1,1,0,1,0.5,1.0,4,2,0,8,"[0, 0]","[0, 0]","[0, 0]","[9, 10]","[0, 0]","[9, 10]","[0, 0]","[0, 0]","[0, 0]","[9, 10]","[0, 0]","[9, 10]",1R,1R,3.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.4149930477142334, 0.13206005096435547]","[4.0, 4.0]","[0.4149930477142334, 0.1987290382385254]","[1.0, 1.0]",1.0,1.0,5.849900960922241,1629236366.615207,0,1,1,1,0.7333333333333333,0.0,15,11,0,9,"[0, 0]","[0, 0]","[0, 0]","[8, 9]","[0, 0]","[8, 9]","[0, 0]","[0, 0]","[0, 0]","[8, 9]","[0, 0]","[8, 9]",1NR,1NR,4.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[1.1658360958099365, 0.5499570369720459]","[3.0, 2.0]","[1.1658360958099365, 0.5999629497528076]","[1.0, 1.0]",1.0,1.0,4.317079782485962,1629236374.431183,0,1,1,1,0.8888888888888888,1.0,9,8,0,10,"[0, 0]","[0, 0]","[0, 0]","[7, 8]","[0, 0]","[7, 8]","[0, 0]","[0, 0]","[0, 0]","[7, 8]","[0, 0]","[7, 8]",1R,1R,5.0,10
