,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.55,SC,0.3888888888888889,0.6818181818181818,2021_08_22
1,-10,0.625,SC,0.6666666666666666,0.6,2021_08_22
2,-9,0.85,SC,0.75,1.0,2021_08_22
3,-8,1.0,SC,1.0,1.0,2021_08_22
4,-7,0.95,SC,1.0,0.8888888888888888,2021_08_22
5,-6,0.95,SC,0.9523809523809523,0.9473684210526315,2021_08_22
6,-5,0.975,SC,1.0,0.9545454545454546,2021_08_22
7,-4,0.95,SC,1.0,0.9166666666666666,2021_08_22
8,-3,0.95,SC,0.9,1.0,2021_08_22
9,-2,0.975,SC,1.0,0.9473684210526315,2021_08_22
10,-1,1.0,SC,1.0,1.0,2021_08_22
11,0,0.025,SC,0.0,0.05263157894736842,2021_08_22
12,1,0.2,SC,0.15789473684210525,0.23809523809523808,2021_08_22
13,2,0.5,SC,0.42857142857142855,0.5789473684210527,2021_08_22
14,3,0.9743589743589743,SC,1.0,0.9473684210526315,2021_08_22
15,4,0.9743589743589743,SC,1.0,0.95,2021_08_22
16,5,0.9487179487179487,SC,0.8888888888888888,1.0,2021_08_22
17,6,1.0,SC,1.0,1.0,2021_08_22
18,7,1.0,SC,1.0,1.0,2021_08_22
19,8,0.9487179487179487,SC,1.0,0.9090909090909091,2021_08_22
20,9,0.9743589743589743,SC,0.9444444444444444,1.0,2021_08_22
21,10,0.9743589743589743,SC,0.9473684210526315,1.0,2021_08_22
