,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.8003280162811279, 1.8335471153259277]","[1.0, 1.0]","[0.8003280162811279, 1.8833820819854736]","[1.0, 1.0]",1.0,1.0,2.683052062988281,1629576703.000365,1,-1,0,-1,1.0,1.0,1,1,0,1,"[0, 0]","[0, 0]","[0, 0]","[13, 13]","[13, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[13, 13]","[13, 13]","[0, 0]",1R,1R,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[2.317056894302368, 1.3337507247924805]","[4.0, 4.0]","[2.317056894302368, 1.3505208492279053]","[1.0, 1.0]",1.0,1.0,5.849601984024048,1629576709.017029,0,-1,1,-1,0.8666666666666667,0.0,15,13,0,2,"[0, 0]","[0, 0]","[0, 0]","[12, 12]","[12, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[12, 12]","[12, 12]","[0, 0]",1NR,1NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.7666218280792236, 0.44920873641967773]","[3.0, 2.0]","[1.7666218280792236, 0.5338230133056641]","[1.0, 1.0]",1.0,1.0,3.749768018722534,1629576717.550349,0,-1,1,-1,1.0,1.0,6,6,0,3,"[0, 0]","[0, 0]","[0, 0]","[11, 11]","[11, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[11, 11]","[11, 11]","[0, 0]",1R,1R,2.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.3176329135894775, 0.0]","[4.0, 4.0]","[1.3176329135894775, 0.10079598426818848]","[1.0, 1.0]",1.0,1.0,5.516106843948364,1629576723.683696,0,-1,1,-1,0.8,1.0,15,12,0,4,"[0, 0]","[0, 0]","[0, 0]","[10, 10]","[10, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 10]","[10, 10]","[0, 0]",1R,1R,3.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.6825480461120605, 0.0]","[4.0, 4.0]","[0.6825480461120605, 0.2000749111175537]","[1.0, 1.0]",1.0,1.0,2.9003279209136963,1629576731.11613,0,-1,1,-1,0.5,1.0,2,1,0,5,"[0, 0]","[0, 0]","[0, 0]","[9, 9]","[9, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 9]","[9, 9]","[0, 0]",1R,1R,4.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.0005407333374023, 0.250659704208374]","[4.0, 4.0]","[1.0005407333374023, 0.40058374404907227]","[1.0, 1.0]",1.0,1.0,2.716527223587036,1629576736.000095,0,-1,1,-1,1.0,1.0,1,1,0,6,"[0, 0]","[0, 0]","[0, 0]","[8, 8]","[8, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 8]","[8, 8]","[0, 0]",1R,1R,5.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.1842842102050781, 0.3342909812927246]","[4.0, 4.0]","[1.1842842102050781, 0.4842097759246826]","[1.0, 1.0]",1.0,1.0,4.716174840927124,1629576740.7501812,0,-1,1,-1,1.0,1.0,11,11,0,7,"[0, 0]","[0, 0]","[0, 0]","[7, 7]","[7, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 7]","[7, 7]","[0, 0]",1R,1R,6.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.54994797706604, 0.11653995513916016]","[4.0, 4.0]","[0.54994797706604, 0.3166379928588867]","[1.0, 1.0]",1.0,1.0,5.582962989807129,1629576747.183373,1,-1,0,-1,1.0,0.0,15,15,0,8,"[0, 0]","[0, 0]","[0, 0]","[6, 6]","[6, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 6]","[6, 6]","[0, 0]",1NR,1NR,7.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.8176488876342773, 1.55069899559021]","[3.0, 1.0]","[0.8334500789642334, 1.884037971496582]","[1.0, 1.0]",1.0,1.0,3.29972505569458,1629576755.599998,0,-1,1,-1,1.0,1.0,4,4,0,9,"[0, 0]","[0, 0]","[0, 0]","[5, 5]","[5, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 5]","[5, 5]","[0, 0]",1R,1R,8.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.6006453037261963, 0.08403730392456055]","[4.0, 4.0]","[0.6006453037261963, 0.3674912452697754]","[1.0, 1.0]",1.0,1.0,5.582353830337524,1629576760.3833091,1,-1,0,-1,0.6666666666666666,0.0,15,10,0,10,"[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]",1NR,1NR,9.0,10
