,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.481863021850586, 1.5149149894714355]","[1.0, 1.0]","[1.481863021850586, 1.6978719234466553]","[1.0, 1.0]",1.0,1.0,5.582689046859741,1629058188.803212,1,-1,0,-1,0.8,0.0,15,12,0,1,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,-1.0,"[1.4823188781738281, 0.4488377571105957]","[1.0, 1.0]","[1.4823188781738281, 0.5152299404144287]","[0.0, 0.0]",0.0,0.0,5.582460165023804,1629058197.187356,1,1,0,1,0.6666666666666666,0.0,15,10,0,2,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[2.11738920211792, 0.3008263111114502]","[1.0, 1.0]","[2.11738920211792, 0.334179162979126]","[1.0, 1.0]",1.0,1.0,3.8999879360198975,1629058205.903382,0,-1,1,-1,0.8571428571428571,1.0,7,6,0,3,"[0, 0]","[0, 0]","[0, 0]","[12, 12]","[12, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[12, 12]","[12, 12]","[0, 0]",1R,1R,0.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5156161785125732, 0.18315505981445312]","[4.0, 4.0]","[0.5156161785125732, 0.24974989891052246]","[1.0, 1.0]",1.0,1.0,2.700439691543579,1629058211.3858292,0,-1,1,-1,1.0,1.0,1,1,0,4,"[0, 0]","[0, 0]","[0, 0]","[11, 11]","[11, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[11, 11]","[11, 11]","[0, 0]",1R,1R,1.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.8988442420959473, 0.23230218887329102]","[4.0, 4.0]","[0.8988442420959473, 0.2820413112640381]","[1.0, 1.0]",1.0,1.0,2.8995110988616943,1629058215.853271,0,-1,1,-1,1.0,1.0,2,2,0,5,"[0, 0]","[0, 0]","[0, 0]","[10, 10]","[10, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[10, 10]","[10, 10]","[0, 0]",1R,1R,2.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.3000590801239014, 0.21675419807434082]","[4.0, 4.0]","[1.3000590801239014, 0.3168160915374756]","[1.0, 1.0]",1.0,1.0,4.900396108627319,1629058220.819702,0,-1,1,-1,0.75,1.0,12,9,0,6,"[0, 0]","[0, 0]","[0, 0]","[9, 9]","[9, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[9, 9]","[9, 9]","[0, 0]",1R,1R,3.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.283174991607666, 0.2833538055419922]","[4.0, 4.0]","[1.283174991607666, 0.3500070571899414]","[1.0, 1.0]",1.0,1.0,5.116315126419067,1629058227.902954,1,-1,0,-1,0.8461538461538461,1.0,13,11,0,7,"[0, 0]","[0, 0]","[0, 0]","[8, 8]","[8, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[8, 8]","[8, 8]","[0, 0]",1R,1R,4.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.79805588722229, 0.01628899574279785]","[4.0, 4.0]","[0.79805588722229, 0.16489386558532715]","[1.0, 1.0]",1.0,1.0,5.850327968597412,1629058235.002235,0,-1,1,-1,0.8666666666666667,0.0,15,13,0,8,"[0, 0]","[0, 0]","[0, 0]","[7, 7]","[7, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7, 7]","[7, 7]","[0, 0]",1NR,1NR,5.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.064969778060913, 0.16524195671081543]","[3.0, 2.0]","[1.064969778060913, 0.24845480918884277]","[1.0, 1.0]",1.0,1.0,2.682760000228882,1629058242.8693209,0,-1,1,-1,1.0,1.0,1,1,0,9,"[0, 0]","[0, 0]","[0, 0]","[6, 6]","[6, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6, 6]","[6, 6]","[0, 0]",1R,1R,6.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5316963195800781, 0.1985483169555664]","[4.0, 4.0]","[0.5825583934783936, 0.26495838165283203]","[1.0, 1.0]",1.0,1.0,5.582881689071655,1629058246.9695082,1,-1,0,-1,0.7333333333333333,0.0,15,11,0,10,"[0, 0]","[0, 0]","[0, 0]","[5, 5]","[5, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5, 5]","[5, 5]","[0, 0]",1NR,1NR,7.0,10
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.8834798336029053, 0.03412675857543945]","[3.0, 2.0]","[0.8834798336029053, 0.36693477630615234]","[1.0, 1.0]",1.0,1.0,3.6989381313323975,1629058254.335933,0,-1,1,-1,1.0,1.0,6,6,0,11,"[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 4]","[4, 4]","[0, 0]",1R,1R,8.0,11
11,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5486876964569092, 0.0]","[4.0, 4.0]","[0.5486876964569092, 0.16581988334655762]","[1.0, 1.0]",1.0,1.0,4.316914319992065,1629058259.6019578,0,-1,1,-1,0.7777777777777778,1.0,9,7,0,12,"[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 3]","[3, 3]","[0, 0]",1R,1R,9.0,12
12,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.5500960350036621, 0.11619997024536133]","[4.0, 4.0]","[0.5500960350036621, 1.1501798629760742]","[0.0, 0.0]",0.0,0.0,5.582720994949341,1629058266.2691069,1,-1,0,-1,0.5333333333333333,0.0,15,8,0,13,"[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[0, 0]",1NR,1NR,10.0,1
