,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, 1.0]",-1.0,1.0,1.0,"[2.8149478435516357, 7.297815799713135]","[1.0, 1.0]","[2.8149478435516357, 7.497471809387207]","[0.0, 1.0]",0.0,1.0,5.5836381912231445,1628634004.501529,1,1,0,-1,0.4,0.0,15,6,0,1,"[1, 0]","[1, 0]","[0, 0]","[1, 2]","[1, 0]","[0, 2]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",1NRO,1NR,0.0,1
1,"[1.0, 1.0]",1.0,1.0,1.0,"[2.3666231632232666, 1.666701078414917]","[1.0, 1.0]","[2.3666231632232666, 2.0002992153167725]","[1.0, 1.0]",1.0,1.0,5.583207130432129,1628634013.45189,1,1,0,1,0.6,0.0,15,9,0,2,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",2NRO,2NR,1.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[1.831583023071289, 0.26526308059692383]","[1.0, 1.0]","[1.831583023071289, 0.49873876571655273]","[0.0, 0.0]",0.0,0.0,5.849750995635986,1628634022.018474,0,-1,1,-1,0.8666666666666667,0.0,15,13,0,3,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]",3NRO,3NR,2.0,3
3,"[1.0, 1.0]",1.0,1.0,1.0,"[1.7830510139465332, 0.44997334480285645]","[2.0, 1.0]","[1.7830510139465332, 0.7332231998443604]","[1.0, 1.0]",1.0,1.0,2.7000420093536377,1628634030.5681338,0,1,1,1,1.0,1.0,1,1,0,4,"[0, 0]","[0, 0]","[0, 0]","[15, 14]","[0, 0]","[15, 14]","[0, 0]","[0, 0]","[0, 0]","[27, 14]","[0, 0]","[27, 14]",1R,1R,0.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[1.0657730102539062, 0.11631011962890625]","[4.0, 4.0]","[1.0657730102539062, 0.4159219264984131]","[1.0, 1.0]",1.0,1.0,5.5828821659088135,1628634035.43485,1,1,0,1,0.8,0.0,15,12,0,5,"[0, 0]","[0, 0]","[0, 0]","[14, 13]","[0, 0]","[14, 13]","[0, 0]","[0, 0]","[0, 0]","[26, 13]","[0, 0]","[26, 13]",1NR,1NR,1.0,5
5,"[1.0, 1.0]",1.0,1.0,1.0,"[1.2661330699920654, 0.6162140369415283]","[3.0, 3.0]","[1.2661330699920654, 0.8995540142059326]","[1.0, 1.0]",1.0,1.0,3.499411106109619,1628634043.234727,0,1,1,1,0.8,1.0,5,4,0,6,"[0, 0]","[0, 0]","[0, 0]","[13, 12]","[0, 0]","[13, 12]","[0, 0]","[0, 0]","[0, 0]","[25, 12]","[0, 0]","[25, 12]",1R,1R,2.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[1.133584976196289, 0.46686792373657227]","[4.0, 4.0]","[1.133584976196289, 0.5336010456085205]","[1.0, 1.0]",1.0,1.0,5.848772048950195,1628634048.668103,0,1,1,1,0.5333333333333333,0.0,15,8,0,7,"[0, 0]","[0, 0]","[0, 0]","[12, 11]","[0, 0]","[12, 11]","[0, 0]","[0, 0]","[0, 0]","[24, 11]","[0, 0]","[24, 11]",1NR,1NR,3.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.8649978637695312, 0.033525943756103516]","[3.0, 2.0]","[0.8649978637695312, 0.24932193756103516]","[1.0, 1.0]",1.0,1.0,3.500509262084961,1628634056.500371,0,1,1,1,0.6,1.0,5,3,0,8,"[0, 0]","[0, 0]","[0, 0]","[11, 10]","[0, 0]","[11, 10]","[0, 0]","[0, 0]","[0, 0]","[23, 10]","[0, 0]","[23, 10]",1R,1R,4.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6975259780883789, 0.0]","[4.0, 4.0]","[0.6975259780883789, 0.18199992179870605]","[1.0, 1.0]",1.0,1.0,2.900383949279785,1628634061.916846,1,1,0,1,1.0,1.0,2,2,0,9,"[0, 0]","[0, 0]","[0, 0]","[10, 9]","[0, 0]","[10, 9]","[0, 0]","[0, 0]","[0, 0]","[22, 9]","[0, 0]","[22, 9]",1R,1R,5.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[0.7156116962432861, 0.16577792167663574]","[4.0, 4.0]","[0.7156116962432861, 0.4990267753601074]","[1.0, 1.0]",1.0,1.0,2.8996710777282715,1628634066.5174668,0,1,1,1,1.0,1.0,2,2,0,10,"[0, 0]","[0, 0]","[0, 0]","[9, 8]","[0, 0]","[9, 8]","[0, 0]","[0, 0]","[0, 0]","[21, 8]","[0, 0]","[21, 8]",1R,1R,6.0,10
