,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Confidence,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Med,11.0,11.0,0.0,4.0,0.0,Actor,0.41391992568969727,1.0,0.0,0.0,SC,2021_08_20
1,1R,Low,7.0,7.0,0.0,4.0,0.0,Observer,1.5813062191009521,1.0,1.0,1.0,SC,2021_08_20
2,1R,Med,9.0,9.0,0.0,4.0,0.0,Observer,0.26472020149230957,1.0,2.0,2.0,SC,2021_08_20
3,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.5487642288208008,1.0,5.0,5.0,SC,2021_08_20
4,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,1.3654711246490479,1.0,6.0,6.0,SC,2021_08_20
5,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,1.3667709827423096,1.0,9.0,9.0,SC,2021_08_20
6,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,2.0327160358428955,1.0,10.0,10.0,SC,2021_08_20
7,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.2144618034362793,1.0,14.0,14.0,SC,2021_08_20
8,1R,Med,10.0,10.0,0.0,4.0,1.0,Actor,0.9659919738769531,0.0,15.0,15.0,SC,2021_08_20
9,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer-incongruent,0.18189382553100586,1.0,0.0,18.0,SC,2021_08_20
10,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,0.5652627944946289,1.0,1.0,19.0,SC,2021_08_20
11,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.6487290859222412,1.0,4.0,22.0,SC,2021_08_20
12,1R,Low,8.0,8.0,0.0,3.0,0.0,Observer,0.8829817771911621,1.0,5.0,23.0,SC,2021_08_20
13,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor-incongruent,0.5656008720397949,1.0,0.0,28.0,SC,2021_08_20
14,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.33107686042785645,1.0,1.0,29.0,SC,2021_08_20
15,1R,Med,10.0,10.0,0.0,4.0,0.0,Observer,1.8663010597229004,1.0,2.0,30.0,SC,2021_08_20
16,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.7650740146636963,1.0,4.0,32.0,SC,2021_08_20
17,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.8834969997406006,1.0,5.0,33.0,SC,2021_08_20
18,1R,Med,10.0,10.0,0.0,4.0,0.0,Observer,0.9820501804351807,1.0,6.0,34.0,SC,2021_08_20
19,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer,0.9648759365081787,1.0,7.0,35.0,SC,2021_08_20
20,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,1.3819050788879395,1.0,8.0,36.0,SC,2021_08_20
21,1R,Low,1.0,1.0,0.0,4.0,0.0,Actor,0.4163360595703125,1.0,9.0,37.0,SC,2021_08_20
22,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.43189001083374023,1.0,10.0,38.0,SC,2021_08_20
23,1R,Low,6.0,6.0,0.0,4.0,1.0,Actor,0.5507209300994873,0.0,11.0,39.0,SC,2021_08_20
24,1R,Low,5.0,5.0,0.0,4.0,0.0,Observer-incongruent,0.3992428779602051,1.0,0.0,42.0,SC,2021_08_20
25,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,0.6168289184570312,1.0,1.0,43.0,SC,2021_08_20
26,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.698854923248291,1.0,2.0,44.0,SC,2021_08_20
27,1R,Low,1.0,1.0,0.0,4.0,0.0,Observer,0.9646899700164795,1.0,3.0,45.0,SC,2021_08_20
28,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.532055139541626,1.0,4.0,46.0,SC,2021_08_20
29,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,1.049347162246704,1.0,5.0,47.0,SC,2021_08_20
30,1R,Low,2.0,2.0,0.0,4.0,0.0,Actor,0.4149458408355713,1.0,6.0,48.0,SC,2021_08_20
31,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.34859204292297363,1.0,9.0,51.0,SC,2021_08_20
32,1R,Med,11.0,11.0,0.0,4.0,0.0,Actor,0.19925999641418457,1.0,0.0,55.0,SC,2021_08_20
33,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.4994537830352783,1.0,2.0,57.0,SC,2021_08_20
34,1R,Low,4.0,4.0,0.0,4.0,0.0,Observer,0.13265085220336914,1.0,3.0,58.0,SC,2021_08_20
35,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.44930100440979004,1.0,5.0,60.0,SC,2021_08_20
36,1R,Low,2.0,2.0,0.0,4.0,0.0,Observer,0.4170389175415039,1.0,6.0,61.0,SC,2021_08_20
37,1R,Low,8.0,8.0,0.0,4.0,0.0,Observer,0.41642308235168457,1.0,7.0,62.0,SC,2021_08_20
38,1R,Low,4.0,4.0,0.0,4.0,1.0,Observer,0.6161518096923828,0.0,8.0,63.0,SC,2021_08_20
39,1R,Low,6.0,6.0,0.0,4.0,0.0,Observer,0.4993860721588135,1.0,0.0,67.0,SC,2021_08_20
40,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.41568899154663086,1.0,3.0,70.0,SC,2021_08_20
41,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.6320137977600098,1.0,6.0,73.0,SC,2021_08_20
42,1R,Low,3.0,3.0,0.0,4.0,0.0,Actor,0.765549898147583,1.0,8.0,75.0,SC,2021_08_20
43,1R,Low,4.0,4.0,0.0,4.0,0.0,Actor,0.49895811080932617,1.0,0.0,78.0,SC,2021_08_20
44,1R,Low,7.0,7.0,0.0,4.0,0.0,Actor,0.43131065368652344,1.0,1.0,79.0,SC,2021_08_20
45,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.6976752281188965,1.0,3.0,81.0,SC,2021_08_20
46,1R,Low,6.0,6.0,0.0,4.0,0.0,Actor,0.5997917652130127,1.0,5.0,83.0,SC,2021_08_20
47,1R,High,13.0,13.0,0.0,4.0,0.0,Actor-incongruent,0.6832830905914307,1.0,8.0,86.0,SC,2021_08_20
48,1R,Low,5.0,5.0,0.0,4.0,1.0,Observer,0.415698766708374,0.0,9.0,87.0,SC,2021_08_20
49,1R,Low,3.0,3.0,0.0,4.0,0.0,Observer,0.2987840175628662,1.0,0.0,90.0,SC,2021_08_20
50,1R,Low,5.0,5.0,0.0,4.0,0.0,Actor,0.4834470748901367,1.0,1.0,91.0,SC,2021_08_20
