,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, 1.0]",-1.0,1.0,1.0,"[1.9334590435028076, 2.232318162918091]","[1.0, 1.0]","[1.9334590435028076, 2.232318162918091]","[0.0, 1.0]",0.0,1.0,4.70035982131958,1628971875.645152,0,-1,1,1,0.4545454545454545,1.0,11,5,0,1,"[1, 0]","[1, 0]","[0, 0]","[1, 14]","[1, 0]","[0, 14]","[0, 0]","[0, 0]","[0, 0]","[13, 32]","[0, 32]","[13, 0]",1R,1R,0.0,1
1,"[1.0, 1.0]",1.0,1.0,1.0,"[1.9658470153808594, 0.16587471961975098]","[4.0, 4.0]","[1.9658470153808594, 0.24919986724853516]","[1.0, 1.0]",1.0,1.0,5.083184719085693,1628971883.4457312,0,1,1,1,0.8461538461538461,1.0,13,11,0,2,"[0, 0]","[0, 0]","[0, 0]","[12, 13]","[0, 0]","[12, 13]","[0, 0]","[0, 0]","[0, 0]","[12, 31]","[0, 31]","[12, 0]",1R,1R,1.0,2
2,"[1.0, 1.0]",1.0,1.0,1.0,"[1.0654902458190918, 0.18165016174316406]","[4.0, 4.0]","[1.0654902458190918, 0.29894399642944336]","[1.0, 1.0]",1.0,1.0,5.849671840667725,1628971890.6455302,0,1,1,1,0.8,0.0,15,12,0,3,"[0, 0]","[0, 0]","[0, 0]","[11, 12]","[0, 0]","[11, 12]","[0, 0]","[0, 0]","[0, 0]","[11, 30]","[0, 30]","[11, 0]",1NR,1NR,2.0,3
3,"[1.0, 1.0]",1.0,1.0,1.0,"[0.9982566833496094, 0.03265881538391113]","[3.0, 2.0]","[0.9982566833496094, 0.2318429946899414]","[1.0, 1.0]",1.0,1.0,3.0831031799316406,1628971898.678718,1,1,0,1,0.6666666666666666,1.0,3,2,0,4,"[0, 0]","[0, 0]","[0, 0]","[10, 11]","[0, 0]","[10, 11]","[0, 0]","[0, 0]","[0, 0]","[10, 29]","[0, 29]","[10, 0]",1R,1R,3.0,4
4,"[1.0, 1.0]",1.0,1.0,1.0,"[0.43097805976867676, 0.2809309959411621]","[4.0, 4.0]","[0.43097805976867676, 0.39870691299438477]","[1.0, 1.0]",1.0,1.0,4.100283861160278,1628971903.194637,1,1,0,1,1.0,1.0,8,8,0,5,"[0, 0]","[0, 0]","[0, 0]","[9, 10]","[0, 0]","[9, 10]","[0, 0]","[0, 0]","[0, 0]","[9, 28]","[0, 28]","[9, 0]",1R,1R,4.0,5
5,"[1.0, 1.0]",1.0,1.0,1.0,"[0.7317218780517578, 0.19806790351867676]","[4.0, 4.0]","[0.7317218780517578, 0.6154007911682129]","[1.0, 1.0]",1.0,1.0,3.29978609085083,1628971909.078562,1,1,0,1,0.75,1.0,4,3,0,6,"[0, 0]","[0, 0]","[0, 0]","[8, 9]","[0, 0]","[8, 9]","[0, 0]","[0, 0]","[0, 0]","[8, 27]","[0, 27]","[8, 0]",1R,1R,5.0,6
6,"[1.0, 1.0]",1.0,1.0,1.0,"[0.4494948387145996, 0.0]","[4.0, 4.0]","[0.549487829208374, 0.18289995193481445]","[1.0, 1.0]",1.0,1.0,5.29969596862793,1628971913.978448,1,1,0,1,0.7142857142857143,1.0,14,10,0,7,"[0, 0]","[0, 0]","[0, 0]","[7, 8]","[0, 0]","[7, 8]","[0, 0]","[0, 0]","[0, 0]","[7, 26]","[0, 26]","[7, 0]",1R,1R,6.0,7
7,"[1.0, 1.0]",1.0,1.0,1.0,"[0.5482299327850342, 0.0]","[4.0, 4.0]","[0.5808520317077637, 0.16449904441833496]","[1.0, 1.0]",1.0,1.0,3.883622884750366,1628971921.094273,0,1,1,1,0.5714285714285714,1.0,7,4,0,8,"[0, 0]","[0, 0]","[0, 0]","[6, 7]","[0, 0]","[6, 7]","[0, 0]","[0, 0]","[0, 0]","[6, 25]","[0, 25]","[6, 0]",1R,1R,7.0,8
8,"[1.0, 1.0]",1.0,1.0,1.0,"[0.7661447525024414, 0.03326272964477539]","[4.0, 4.0]","[0.7661447525024414, 0.19979596138000488]","[1.0, 1.0]",1.0,1.0,4.299685955047607,1628971926.861584,1,1,0,1,0.6666666666666666,1.0,9,6,0,9,"[0, 0]","[0, 0]","[0, 0]","[5, 6]","[0, 0]","[5, 6]","[0, 0]","[0, 0]","[0, 0]","[5, 24]","[0, 24]","[5, 0]",1R,1R,8.0,9
9,"[1.0, 1.0]",1.0,1.0,1.0,"[0.9327900409698486, 0.0]","[4.0, 4.0]","[0.9327900409698486, 0.18184590339660645]","[1.0, 1.0]",1.0,1.0,4.299484968185425,1628971933.128329,1,1,0,1,0.6666666666666666,1.0,9,6,0,10,"[0, 0]","[0, 0]","[0, 0]","[4, 5]","[0, 0]","[4, 5]","[0, 0]","[0, 0]","[0, 0]","[4, 23]","[0, 23]","[4, 0]",1R,1R,9.0,10
