,agent_choices,choice_a0,choice_a1,better_choice,choice_reactionT,confidence,confidence_reactionT,correct_choices,correct_a0,correct_a1,navigation_duration,navigation_init_time,observer,observer_choice,player,player_choice,prop_touched_polls,reward,total_polls,touched_polls,trial_aborted,trial_num,switched_self,switched_self_l2r,switched_self_r2l,n_pre_switch_self,n_pre_switch_self_l2r,n_pre_switch_self_r2l,switched_actor,switched_actor_l2r,switched_actor_r2l,n_pre_switch_actor,n_pre_switch_actor_l2r,n_pre_switch_actor_r2l,history,alt_history,pos_in_block,pos_in_block_obj
0,"[-1.0, 1.0]",-1.0,1.0,-1.0,"[1.5500037670135498, 3.066718816757202]","[1.0, 1.0]","[1.5500037670135498, 3.166074752807617]","[1.0, 0.0]",1.0,0.0,5.85042405128479,1628462336.5607529,0,-1,1,1,0.8,0.0,15,12,0,1,"[0, 1]","[0, 0]","[0, 1]","[15, 1]","[15, 0]","[0, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]",1NRO,1NR,0.0,1
1,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[2.1320960521698, 0.5486700534820557]","[1.0, 2.0]","[2.1320960521698, 0.7321350574493408]","[1.0, 1.0]",1.0,1.0,3.4996860027313232,1628462345.628273,0,-1,1,-1,1.0,1.0,5,5,0,2,"[0, 0]","[0, 0]","[0, 0]","[14, 13]","[14, 13]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[33, 13]","[0, 13]","[33, 0]",1R,1R,0.0,2
2,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5654902458190918, 0.4158461093902588]","[4.0, 4.0]","[0.5654902458190918, 0.6158041954040527]","[1.0, 1.0]",1.0,1.0,4.699149131774902,1628462350.711512,1,-1,0,-1,0.4545454545454545,1.0,11,5,0,3,"[0, 0]","[0, 0]","[0, 0]","[13, 12]","[13, 12]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[32, 12]","[0, 12]","[32, 0]",1R,1R,1.0,3
3,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.0000810623168945, 0.4335520267486572]","[4.0, 4.0]","[1.0000810623168945, 0.733461856842041]","[1.0, 1.0]",1.0,1.0,5.849597930908203,1628462357.161175,0,-1,1,-1,0.7333333333333333,0.0,15,11,0,4,"[0, 0]","[0, 0]","[0, 0]","[12, 11]","[12, 11]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[31, 11]","[0, 11]","[31, 0]",1NR,1NR,2.0,4
4,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5821230411529541, 0.2821512222290039]","[3.0, 3.0]","[0.5821230411529541, 0.39902520179748535]","[1.0, 1.0]",1.0,1.0,5.583008050918579,1628462364.8443909,1,-1,0,-1,0.8,0.0,15,12,0,5,"[0, 0]","[0, 0]","[0, 0]","[11, 10]","[11, 10]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[30, 10]","[0, 10]","[30, 0]",2NR,2NR,3.0,5
5,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.8831658363342285, 0.9502637386322021]","[2.0, 2.0]","[0.9668188095092773, 1.183255672454834]","[1.0, 1.0]",1.0,1.0,4.498836278915405,1628462372.5443468,0,-1,1,-1,0.8,1.0,10,8,0,6,"[0, 0]","[0, 0]","[0, 0]","[10, 9]","[10, 9]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[29, 9]","[0, 9]","[29, 0]",1R,1R,4.0,6
6,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.5992560386657715, 0.182844877243042]","[4.0, 4.0]","[0.6986351013183594, 0.2825911045074463]","[1.0, 1.0]",1.0,1.0,5.850224018096924,1628462378.643573,0,-1,1,-1,0.9333333333333332,0.0,15,14,0,7,"[0, 0]","[0, 0]","[0, 0]","[9, 8]","[9, 8]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[28, 8]","[0, 8]","[28, 0]",1NR,1NR,5.0,7
7,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.14942383766174316, 0.23209190368652344]","[4.0, 2.0]","[0.16605496406555176, 0.23209190368652344]","[1.0, 1.0]",1.0,1.0,3.3001301288604736,1628462385.760181,0,-1,1,-1,0.5,1.0,4,2,0,8,"[0, 0]","[0, 0]","[0, 0]","[8, 7]","[8, 7]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[27, 7]","[0, 7]","[27, 0]",1R,1R,6.0,8
8,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.6153361797332764, 0.016117095947265625]","[4.0, 4.0]","[0.6153361797332764, 0.16504216194152832]","[1.0, 1.0]",1.0,1.0,4.915927886962891,1628462390.727747,1,-1,0,-1,0.6666666666666666,1.0,12,8,0,9,"[0, 0]","[0, 0]","[0, 0]","[7, 6]","[7, 6]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[26, 6]","[0, 6]","[26, 0]",1R,1R,7.0,9
9,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.7823660373687744, 0.09856104850769043]","[4.0, 4.0]","[0.7823660373687744, 0.23253202438354492]","[1.0, 1.0]",1.0,1.0,4.099544048309326,1628462397.477278,0,-1,1,-1,0.875,1.0,8,7,0,10,"[0, 0]","[0, 0]","[0, 0]","[6, 5]","[6, 5]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[25, 5]","[0, 5]","[25, 0]",1R,1R,8.0,10
10,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[1.381946086883545, 0.0]","[4.0, 4.0]","[1.381946086883545, 1.9322900772094727]","[1.0, 1.0]",1.0,1.0,3.699647903442383,1628462404.710433,1,-1,0,-1,1.0,1.0,6,6,0,11,"[0, 0]","[0, 0]","[0, 0]","[5, 4]","[5, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[24, 4]","[0, 4]","[24, 0]",1R,1R,9.0,11
11,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.9326930046081543, 0.01574087142944336]","[4.0, 4.0]","[0.9326930046081543, 0.249359130859375]","[1.0, 1.0]",1.0,1.0,4.2993669509887695,1628462410.276982,1,-1,0,-1,0.8888888888888888,1.0,9,8,0,12,"[0, 0]","[0, 0]","[0, 0]","[4, 3]","[4, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[23, 3]","[0, 3]","[23, 0]",1R,1R,10.0,12
12,"[-1.0, -1.0]",-1.0,-1.0,-1.0,"[0.9159460067749023, 0.017134904861450195]","[4.0, 4.0]","[0.9159460067749023, 0.2499070167541504]","[1.0, 1.0]",1.0,1.0,5.582887887954712,1628462416.359843,1,-1,0,-1,0.4666666666666667,0.0,15,7,0,13,"[0, 0]","[0, 0]","[0, 0]","[3, 2]","[3, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[22, 2]","[0, 2]","[22, 0]",1NR,1NR,11.0,13
13,"[-1.0, -1.0]",-1.0,-1.0,1.0,"[0.7645461559295654, 0.01617908477783203]","[3.0, 4.0]","[0.7645461559295654, 0.21480107307434082]","[0.0, 0.0]",0.0,0.0,5.582731008529663,1628462423.792761,1,-1,0,-1,1.0,0.0,15,15,0,14,"[0, 1]","[0, 1]","[0, 0]","[2, 1]","[2, 1]","[0, 0]","[0, 1]","[0, 1]","[0, 0]","[21, 1]","[0, 1]","[21, 0]",2NR,2NR,12.0,1
14,"[-1.0, 1.0]",-1.0,1.0,1.0,"[0.865333080291748, 0.06583404541015625]","[2.0, 1.0]","[0.865333080291748, 0.33181309700012207]","[0.0, 1.0]",0.0,1.0,4.516125917434692,1628462431.49349,0,-1,1,1,0.9,1.0,10,9,0,15,"[1, 0]","[1, 0]","[0, 0]","[1, 20]","[1, 0]","[0, 20]","[0, 0]","[0, 0]","[0, 0]","[20, 20]","[0, 0]","[20, 20]",1R,1R,0.0,2
15,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6007380485534668, 0.01749110221862793]","[4.0, 4.0]","[0.6007380485534668, 0.28412628173828125]","[1.0, 1.0]",1.0,1.0,3.7494089603424072,1628462437.809886,0,1,1,1,0.8333333333333334,1.0,6,5,0,16,"[0, 0]","[0, 0]","[0, 0]","[19, 19]","[0, 0]","[19, 19]","[0, 0]","[0, 0]","[0, 0]","[19, 19]","[0, 0]","[19, 19]",1R,1R,1.0,3
16,"[1.0, 1.0]",1.0,1.0,1.0,"[0.6341099739074707, 0.35079002380371094]","[4.0, 4.0]","[0.6341099739074707, 0.4998600482940674]","[1.0, 1.0]",1.0,1.0,5.849575996398926,1628462442.909875,0,1,1,1,0.6666666666666666,0.0,15,10,0,17,"[0, 0]","[0, 0]","[0, 0]","[18, 18]","[0, 0]","[18, 18]","[0, 0]","[0, 0]","[0, 0]","[18, 18]","[0, 0]","[18, 18]",1NR,1NR,2.0,4
17,"[1.0, 1.0]",1.0,1.0,1.0,"[0.3495900630950928, 0.034142255783081055]","[4.0, 3.0]","[0.3495900630950928, 0.26646900177001953]","[1.0, 1.0]",1.0,1.0,5.500032901763916,1628462450.22614,0,1,1,1,0.9333333333333332,1.0,15,14,0,18,"[0, 0]","[0, 0]","[0, 0]","[17, 17]","[0, 0]","[17, 17]","[0, 0]","[0, 0]","[0, 0]","[17, 17]","[0, 0]","[17, 17]",1R,1R,3.0,5
18,"[1.0, 1.0]",1.0,1.0,1.0,"[0.23187017440795898, 0.04919886589050293]","[4.0, 4.0]","[0.23187017440795898, 0.3152008056640625]","[1.0, 1.0]",1.0,1.0,2.699623346328736,1628462457.2762618,0,1,1,1,1.0,1.0,1,1,0,19,"[0, 0]","[0, 0]","[0, 0]","[16, 16]","[0, 0]","[16, 16]","[0, 0]","[0, 0]","[0, 0]","[16, 16]","[0, 0]","[16, 16]",1R,1R,4.0,6
19,"[1.0, 1.0]",1.0,1.0,1.0,"[0.3484070301055908, 0.04917407035827637]","[4.0, 4.0]","[0.3484070301055908, 0.31522202491760254]","[1.0, 1.0]",1.0,1.0,3.516407966613769,1628462461.392792,0,1,1,1,1.0,1.0,5,5,0,20,"[0, 0]","[0, 0]","[0, 0]","[15, 15]","[0, 0]","[15, 15]","[0, 0]","[0, 0]","[0, 0]","[15, 15]","[0, 0]","[15, 15]",1R,1R,5.0,7
