,trial_after,accuracy,player,accuracy_actor,accuracy_observer,date
0,-11,0.41025641025641024,SC,0.42857142857142855,0.3888888888888889,2021_08_18
1,-10,0.675,SC,0.6666666666666666,0.6818181818181818,2021_08_18
2,-9,0.775,SC,0.782608695652174,0.7647058823529411,2021_08_18
3,-8,0.875,SC,0.7727272727272727,1.0,2021_08_18
4,-7,0.975,SC,1.0,0.9444444444444444,2021_08_18
5,-6,0.975,SC,1.0,0.9473684210526315,2021_08_18
6,-5,1.0,SC,1.0,1.0,2021_08_18
7,-4,0.925,SC,0.9523809523809523,0.8947368421052632,2021_08_18
8,-3,0.925,SC,0.9230769230769231,0.9285714285714286,2021_08_18
9,-2,1.0,SC,1.0,1.0,2021_08_18
10,-1,1.0,SC,1.0,1.0,2021_08_18
11,0,0.025,SC,0.0,0.05,2021_08_18
12,1,0.275,SC,0.36363636363636365,0.16666666666666666,2021_08_18
13,2,0.625,SC,0.7058823529411765,0.5652173913043478,2021_08_18
14,3,0.825,SC,0.782608695652174,0.8823529411764706,2021_08_18
15,4,0.95,SC,0.9,1.0,2021_08_18
16,5,0.95,SC,1.0,0.8947368421052632,2021_08_18
17,6,1.0,SC,1.0,1.0,2021_08_18
18,7,1.0,SC,1.0,1.0,2021_08_18
19,8,0.9230769230769231,SC,0.9545454545454546,0.8823529411764706,2021_08_18
20,9,0.9487179487179487,SC,0.9523809523809523,0.9444444444444444,2021_08_18
21,10,0.9743589743589743,SC,0.9473684210526315,1.0,2021_08_18
